Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km
Nkranketewa,7.2887628,-2.4837443,268.0,163.0,WorldPop_2020,village/town/hamlet,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,8.9,0.81,122.39646670194301
Nkrankrom,6.6687709,-2.3344858,205.0,381.0,WorldPop_2020,village/town/hamlet,Goemat Pharmacy,Pharmacy,6.6927098,-2.4422716,12.2,0.81,56.3310835266454
Nkrankrom,6.7846737,-2.5447512,204.0,435.0,WorldPop_2020,village/town/hamlet,Cross Care Clinic,Clinic,6.7913022,-2.5173483,3.11,0.53,66.98112321920362
Nkrankrom,6.9188809,-2.50175,214.0,337.0,WorldPop_2020,village/town/hamlet,Apenamadi chips compound,Clinic,6.9264342,-2.4563998,5.08,0.81,81.51306054882346
Nkrankrom,7.0768705,-2.4247197,243.0,440.0,WorldPop_2020,village/town/hamlet,Atronie Health Center,Clinic,7.1593665,-2.404393,9.44,0.53,99.18345522895375
Nkrankrom,7.1998988,-2.3321512,247.0,550.0,WorldPop_2020,village/town/hamlet,Atronie Health Center,Clinic,7.1593665,-2.404393,9.16,0.53,105.80087413306286
Nkrankrom,7.4973852,-2.0952322,354.0,1371.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,8.73,0.53,92.42086470296154
Nkrankrom,7.6229339,-2.40686,255.0,821.0,Imputed,village/town/hamlet,Dagadu CHPS Compound,Health_Post,7.6114215,-2.3864246,2.59,0.53,129.10990024394778
Nkrankwanta,7.0257234,-3.0442034,251.0,7367.0,WorldPop_2020,village/town/hamlet,Nkrankwanta Government Hospital,Hospital,7.0205959,-3.0532075,1.15,0.53,111.96898608457894
Nkroful,4.967695,-2.322883,16.0,169.0,WorldPop_2020,village/town/hamlet,Queensville West Medical Diagnostic,Clinic,4.9387659,-2.3513415,4.5,0.81,135.4722777183707
Nkroful,6.0896858,-2.0052038,166.0,503.0,WorldPop_2020,village/town/hamlet,Site Clinic,Clinic,5.9579531,-1.9327129,16.7,0.53,54.02468667115018
Nkroma,6.6171926,-1.9826185,194.0,2654.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,14.16,0.53,73.47821080632295
Nkronso,6.1388025,-0.488261,250.0,5335.0,WorldPop_2020,village/town/hamlet,Maryland Clinic,Clinic,6.18275,-0.472341,5.19,0.81,8.461866731394062
Nkronua Anafu,6.258308,-2.0864712,175.0,760.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,13.22,0.92,44.8502773935542
Nkuban,5.5931839,-1.1507186,112.0,84.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,28.07,0.61,103.09926220793352
Nkubem,7.3927989,-1.8263188,306.0,651.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,11.73,0.53,61.399865422151045
Nkubeta,6.9093524,-0.2424516,211.0,351.0,WorldPop_2020,village/town/hamlet,Tease Health Centre,Health_Center,6.9360659,-0.252574,3.17,0.67,64.58155798233179
Nkujua,7.1459954,-1.2881747,155.0,449.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,17.41,0.53,14.764289184122417
Nkukua Buoho,6.7947443,-1.6459123,280.0,2140.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.7937465,-1.6446384,0.18,0.61,40.66245691274299
Nkum,5.6291842,-0.8367774,112.0,3892.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,5.4,0.67,76.7652727753302
Nkumkurom,5.8348136,-0.2042583,157.0,493.0,WorldPop_2020,village/town/hamlet,MBC Pharmacy,Pharmacy,5.7826082,-0.1775058,6.52,0.81,48.70914095740181
Nkurakan,5.9445238,-0.7944489,170.0,1019.0,WorldPop_2020,village/town/hamlet,ST. DOMINIC CATHOLIC HOSPITAL,Hospital,6.0476654,-0.7984533,11.48,0.53,47.97194353494131
Nkurakan,6.1264003,-0.2126792,239.0,6717.0,WorldPop_2020,village/town/hamlet,EverCare Pharmacy,Pharmacy,6.1284523,-0.2123742,0.23,0.81,27.18853597978263
Nkurakan,6.281136,-0.7617831,171.0,2143.0,WorldPop_2020,village/town/hamlet,Abomosu Clinic,Hospital,6.3001218,-0.7342024,3.71,0.81,35.98473478814896
Nkurakan,6.6381558,-0.9246991,224.0,642.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,11.86,0.53,68.65961081150708
Nkwaben,7.4961582,-1.7395221,352.0,4674.0,WorldPop_2020,village/town/hamlet,HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,7.39,0.53,62.56268107941693
Nkwabeng,7.3459101,-2.3243085,292.0,10590.0,WorldPop_2020,suburb,Healthlane Clinic,Clinic,7.3431512,-2.3274742,0.46,0.92,108.58176016067911
Nkwabirem,7.0449159,-1.3549945,449.0,847.0,WorldPop_2020,village/town/hamlet,Cross Medical Centre,Hospital,7.0083949,-1.3759923,4.68,0.63,3.5330875046927135
Nkwaeso,7.558792,-1.9913565,388.0,4908.0,WorldPop_2020,suburb,Manu Yaa pharmacy,Pharmacy,7.5610717,-1.9850817,0.74,0.81,87.09710413243042
Nkwaeso,7.6387502,-1.8665013,369.0,449.0,WorldPop_2020,suburb,Manu Yaa pharmacy,Pharmacy,7.6410295,-1.8602265,0.74,0.81,83.63836279306344
Nkwakaw,5.4923653,-1.2752,140.0,728.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,22.96,0.81,120.82611687319756
Nkwakubew,6.4486472,0.1609379,162.0,1918.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.3663386,0.1838588,9.5,0.61,4.410642159645848
Nkwanka,7.2150632,-1.7924998,281.0,932.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,0.36,0.92,48.33811880247756
Nkwankwanua,6.7529101,-1.2616612,232.0,1102.0,WorldPop_2020,village/town/hamlet,Konongo Hospital,Hospital,6.6239645,-1.2172439,15.15,0.53,36.05182613837674
Nkwankyemaso,5.6755493,-1.4849951,112.0,401.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,1.51,0.81,124.0370421227311
Nkwanta,4.9888025,-2.0085816,62.0,17000.0,GeoNames/OSM,village/town/hamlet,Evanex Pharmacy,Pharmacy,5.0019315,-2.0250769,2.34,0.81,142.0948340191527
Nkwanta,5.8876059,-0.4847576,172.0,17000.0,GeoNames/OSM,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,6.69,0.63,35.10565297192709
Nkwanta,6.3835712,-2.8412756,201.0,17000.0,GeoNames/OSM,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,16.39,0.81,45.33762267411978
Nkwanta,6.5710068,-1.5734816,231.0,17000.0,GeoNames/OSM,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,5.86,0.53,57.36513052740062
Nkwanta,7.126424,-1.3969912,385.0,17000.0,GeoNames/OSM,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,9.4,0.53,8.054827782362485
Nkwanta,8.262696,0.52143,214.0,17000.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.2603024,0.5222614,0.28,0.61,78.13052177864557
Nkwanta 10,5.7531947,-0.8366883,148.0,807.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,14.39,0.67,65.88004287029271
Nkwanta 8,5.6962089,-0.8152429,145.0,570.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,10.46,0.67,69.33184656357317
Nkwanta Awaham,5.9367845,-0.7348609,227.0,231.0,WorldPop_2020,village/town/hamlet,Asamankese Government Hospital,Hospital,5.8539806,-0.6786598,11.11,0.53,43.42639580313428
Nkwanta Mmiensa,6.3472629,-0.9555683,162.0,549.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,12.21,0.91,58.58846599790139
Nkwanta no 2,5.7359309,-2.7740117,93.0,17000.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.7719154,-2.7441694,5.19,0.61,58.829399604564536
Nkwantabisa,7.0916727,-2.1296015,248.0,320.0,WorldPop_2020,village/town/hamlet,St. John of God Hospital,Hospital,7.1762749,-2.0976539,10.05,0.53,82.30951944289322
Nkwantakese,6.8584609,-1.6685003,269.0,10028.0,WorldPop_2020,village/town/hamlet,Ashan,Hospital,6.8431504,-1.6487814,2.76,0.53,38.05298341913462
Nkwantakese,7.5403573,-2.7121523,287.0,382.0,WorldPop_2020,village/town/hamlet,St. Mary’s Hospital,Hospital,7.5863969,-2.7843065,9.46,0.53,152.3135851545249
Nkwantakesedo,5.2408262,-1.1944467,55.0,2139.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,5.96,0.67,134.84690612469797
Nkwantanan,5.2785295,-1.2993556,53.0,120.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,6.79,0.67,139.19335410272316
Nkwantanang,6.1686126,-0.8739047,163.0,3792.0,WorldPop_2020,village/town/hamlet,Abodom CHPS Compound,Clinic,6.1642186,-0.8186405,6.13,0.53,47.48636871955164
Nkwantanang,6.7860191,-0.7022206,91.0,302.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,15.43,0.83,70.4503808631429
Nkwanten,6.2586996,-1.0753464,136.0,4079.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,28.71,0.91,69.90015771910167
Nkwayease,7.4138995,-1.5785337,208.0,990.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,11.17,0.61,45.10292921451664
Nkyekyerekye,5.8074172,-0.5830613,121.0,702.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,8.19,0.63,46.264562179208475
Nkyemkyemso,6.6763742,-2.0036714,183.0,531.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,14.42,0.53,76.27783916102076
Nkyenekyene,6.7445654,-0.8181508,229.0,183.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,14.98,0.92,71.45939230707998
Nkyenenkyene,6.7034111,-0.5569527,102.0,323.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,13.36,0.83,56.71190917573772
Nkyenkyemam,7.4806688,-2.7877861,282.0,1124.0,WorldPop_2020,village/town/hamlet,Nkyenkyemam CHPS Compound,Clinic,7.4817648,-2.7851598,0.31,0.81,147.48028074070416
Nkyenoa,6.0565954,-0.1515798,186.0,1673.0,WorldPop_2020,village/town/hamlet,Okra Kwadwo Health Centre,Clinic,6.1089919,-0.1057473,7.72,0.63,36.39388399436528
Nkyensedaho,6.7903987,-1.9434261,214.0,484.0,WorldPop_2020,village/town/hamlet,Mankranso Government Hospital,Hospital,6.8210441,-1.8627434,9.54,0.81,68.22602517057689
Nkyensekrom,6.6290961,-2.1238338,231.0,516.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,3.51,0.53,63.53485410175356
Nkyerepoaso,6.7675849,-1.3574311,257.0,407.0,WorldPop_2020,village/town/hamlet,Asokore Ahmadiyya Hospital,Hospital,6.8448217,-1.3830389,9.04,0.63,31.881317651156696
Nmai Dzorm,5.6798542,-0.1172286,47.0,6276.0,WorldPop_2020,suburb,Seed Pharmacy,Pharmacy,5.6824012,-0.1203462,0.45,0.81,68.33671313868436
Nmanduono,10.6195073,-1.850579,322.0,1441.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,10.3842998,-2.3283965,58.42,0.53,118.52408826644873
Nnaama,6.8597924,-1.3338679,296.0,676.0,WorldPop_2020,village/town/hamlet,Asokore Ahmadiyya Hospital,Hospital,6.8448217,-1.3830389,5.68,0.63,22.275919406578097
Nnadieso,6.5973205,-0.9152263,201.0,1664.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,7.65,0.53,67.8003463493103
Nnaldo,8.5609996,-0.1045561,152.0,378.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,8.4881281,-0.1807559,11.66,0.53,84.98183226474949
Nnerebehi,6.3950917,-1.5782011,196.0,728.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,6.68,0.63,75.97201075285285
Nngo,10.5586695,-0.6518464,150.0,305.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,10.4730388,-0.7936904,18.2,0.61,28.702738089416464
Nnipa Ni Aye,6.6043353,-2.0505376,174.0,818.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,6.56,0.53,66.98009193449015
Nnobekan,6.4801267,-1.8175627,189.0,821.0,Imputed,village/town/hamlet,Frimpong Boateng Medical Center,Hospital,6.6615016,-1.8205251,20.17,0.81,79.47422929626482
Nnobem,7.1973841,-1.3695735,201.0,393.0,WorldPop_2020,village/town/hamlet,kofiase health clinic,Clinic,7.1412636,-1.4834676,14.03,0.81,15.899385411549675
Nnoben,6.9315699,-2.8189587,193.0,413.0,WorldPop_2020,village/town/hamlet,Asumura Rural Clinic,Health_Center,6.7046201,-2.7640454,25.95,0.67,90.77250143234136
Nnuaso,6.5493462,-1.5523717,237.0,1761.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,7.23,0.53,58.83150010117934
Nnudu,6.280549,0.1323361,89.0,1543.0,WorldPop_2020,village/town/hamlet,Eric's Chemists,Pharmacy,6.2393408,0.0922965,6.37,0.81,23.23775630791013
Nobewam,6.6261235,-1.2965388,219.0,2624.0,WorldPop_2020,village/town/hamlet,Konongo Hospital,Hospital,6.6239645,-1.2172439,8.76,0.53,48.383895467089694
Nobi,6.2398472,-0.3191829,237.0,863.0,WorldPop_2020,village/town/hamlet,New Tafo Government Hospital,Hospital,6.2308156,-0.3660381,5.28,0.93,14.644735097238033
Nobingbe,8.2068047,-2.3395085,258.0,37.0,WorldPop_2020,isolated_dwelling,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,38.9,0.81,165.29017501409223
Nogokpo,6.0920653,1.0719675,9.0,2436.0,WorldPop_2020,village/town/hamlet,Nogokpo CHPS Compound,Clinic,6.0922432,1.0746767,0.3,0.81,109.77053278453987
Noka,5.8121165,-0.4016367,96.0,1876.0,WorldPop_2020,village/town/hamlet,Losab Pharmacy,Pharmacy,5.8101264,-0.3436711,6.42,0.81,43.47409908023502
Noloabi,10.4488867,-0.3333181,254.0,160.0,WorldPop_2020,village/town/hamlet,Baptist Medical Center Nalerigu,Hospital,10.515869,-0.3640743,8.17,0.53,52.70544555228577
Noori,9.4361099,-1.0807154,151.0,510.0,WorldPop_2020,village/town/hamlet,Tolon District Hospital,Hospital,9.4256714,-1.0510949,3.45,0.53,105.23833715293112
Norbekaw,6.6509138,-2.4242151,162.0,3986.0,WorldPop_2020,village/town/hamlet,Goemat Pharmacy,Pharmacy,6.6927098,-2.4422716,5.06,0.81,52.28339932574452
Norrip Village,9.4553445,-0.8483966,165.0,9706.0,WorldPop_2020,locality,Gina Pharmacy,Pharmacy,9.456337,-0.8453479,0.35,0.82,98.74629682614466
North Dzorwolu,5.6208266,-0.1953786,50.0,35701.0,WorldPop_2020,suburb,Bethel Dental Clinic,Doctor,5.6168026,-0.192542,0.55,0.81,70.08512857076013
North Industrial Area,5.5809623,-0.2225855,14.0,78594.0,WorldPop_2020,suburb,Healthy Soul Natural Health Clinic,Doctor,5.5806174,-0.2202261,0.26,0.53,73.07850294179691
North Kaneshie,5.5876406,-0.2348376,46.0,80304.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.5875796,-0.2354186,0.06,0.61,71.93123317711013
North Legon,5.6704484,-0.1816338,58.0,12940.0,WorldPop_2020,suburb,Akcess Dental,Doctor,5.6698243,-0.1826317,0.13,0.81,65.74663301355098
North Ridge,5.5697107,-0.1955541,42.0,67197.0,WorldPop_2020,suburb,Medicines Plus Pharmacy,Pharmacy,5.5732555,-0.1979428,0.47,0.82,75.3015943161141
North Suntreso,6.7026226,-1.6397363,273.0,82933.0,WorldPop_2020,suburb,Suntreso Government Hospital,Hospital,6.7027437,-1.6420416,0.25,0.53,47.99865842724782
Noyem,6.4539579,-0.930891,194.0,3495.0,WorldPop_2020,village/town/hamlet,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,4.61,0.53,60.39971235806035
Noyem Mission,6.4565486,-0.9331802,188.0,4441.0,WorldPop_2020,neighbourhood,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,4.77,0.53,60.75644589388702
Noyem Nagoroso,6.4531442,-0.9326581,188.0,4191.0,WorldPop_2020,neighbourhood,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,4.82,0.53,60.53219549234214
Noyem Newtown,6.4567689,-0.9286741,204.0,2844.0,WorldPop_2020,neighbourhood,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,4.28,0.53,60.32605246287435
Nsabaa,5.8279224,-0.2286347,127.0,2371.0,WorldPop_2020,village/town/hamlet,MBC Pharmacy,Pharmacy,5.7826082,-0.1775058,7.57,0.81,47.93628088055818
Nsabah,6.512383,-0.7014791,213.0,2172.0,WorldPop_2020,village/town/hamlet,Soafa Scientific Herbal Hospital,Hospital,6.533256,-0.7505454,5.9,0.53,44.39130651222669
Nsagobesa No.2,7.2246048,-2.4674365,262.0,276.0,WorldPop_2020,village/town/hamlet,Atronie Health Center,Clinic,7.1593665,-2.404393,10.05,0.53,115.31651019997688
Nsakye,5.7863076,-0.2322361,107.0,861.0,WorldPop_2020,village/town/hamlet,Cyrus Physiotherapy and Rehabilitation Centre,Other,5.7626169,-0.192819,5.09,0.47,51.78341367324885
Nsakyeso,5.8624193,-0.1924431,192.0,362.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.7912037,-0.157524,8.81,0.61,46.96008243723353
Nsamanso,5.2803985,-1.3553497,92.0,149.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,12.51,0.67,143.32900454721053
Nsanfu,5.216742,-1.1753108,42.0,1798.0,WorldPop_2020,village/town/hamlet,Biriwa Polyclinic,Clinic,5.1620283,-1.161675,6.27,0.53,135.6863033674654
Nsapo,7.4266347,-2.6263314,334.0,3479.0,WorldPop_2020,village/town/hamlet,Dr. Larbi Clinic,Hospital,7.4438905,-2.5935659,4.09,0.63,138.53401763798635
Nsareye,6.6189079,-2.5210503,205.0,797.0,WorldPop_2020,village/town/hamlet,Akrodie Health Centre,Hospital,6.6950068,-2.5569091,9.34,0.53,48.485710475255594
Nsareye,6.7498255,-0.6481558,89.0,388.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,11.06,0.83,64.49787794371419
Nsareye,6.7716986,-0.8105341,242.0,47.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,17.14,0.92,70.82227116121402
Nsawam,5.814382,-0.345786,47.0,48885.0,GeoNames/OSM,village/town/hamlet,Losab Pharmacy,Pharmacy,5.8101264,-0.3436711,0.53,0.81,44.358360442350545
Nsawkaw,7.8758694,-2.3135675,270.0,8648.0,WorldPop_2020,village/town/hamlet,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,4.83,0.81,136.91490138379638
Nsawora,6.1485349,-2.6035668,147.0,2773.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,20.26,0.81,13.688084805850893
Nsein,4.8806973,-2.2198661,58.0,1391.0,WorldPop_2020,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,2.52,0.53,146.86104749906653
Nsenie,6.6988066,-1.5550541,270.0,48532.0,WorldPop_2020,suburb,DE-MAKS Pharmacy,Pharmacy,6.7006375,-1.5504453,0.55,0.81,43.57195968992781
Nsenoa,7.2803634,-1.7710948,252.0,345.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,7.39,0.92,49.37531746612119
Nsesereso,7.4584044,-2.9369406,267.0,2143.0,WorldPop_2020,village/town/hamlet,Patience Angels Maternity Home,Health_Post,7.5029469,-2.91502,5.51,0.53,149.7547495169796
Nsiahkrom,6.4699245,-1.2437345,233.0,459.0,WorldPop_2020,village/town/hamlet,Oheneba Pharmacy,Pharmacy,6.6228188,-1.2169826,17.26,0.81,66.52053918763106
Nsiana,6.4645857,-1.8125901,194.0,1366.0,WorldPop_2020,village/town/hamlet,Frimpong Boateng Medical Center,Hospital,6.6615016,-1.8205251,21.91,0.81,80.531381036971
Nsinsim,6.4802791,-2.873671,239.0,207.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,11.49,0.81,54.24227572102618
Nsism Akura,5.7481108,-0.7277678,145.0,240.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,3.79,0.81,59.15295259525006
Nsoatre,7.4030681,-2.4685232,329.0,30862.0,GeoNames/OSM,village/town/hamlet,Emergency Room Holy Family Hospital,Hospital,7.4449334,-2.586675,13.83,0.53,125.66792617583245
Nsoatre Amanfoso,7.4372145,-2.5120577,315.0,423.0,WorldPop_2020,village/town/hamlet,Emergency Room Holy Family Hospital,Hospital,7.4449334,-2.586675,8.27,0.53,131.41511856454193
Nsobri,5.7350249,-0.5075597,76.0,1383.0,WorldPop_2020,village/town/hamlet,Adawukwao CHIPS Compound,Clinic,5.6721049,-0.5151614,7.05,0.92,52.16275681400809
Nsokote,6.2434012,-1.2389762,153.0,1463.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,35.89,0.53,87.85023796029076
Nsonfena,5.9494192,-0.4704192,116.0,588.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,10.25,0.63,28.137511509939134
Nsonsomea,7.8544543,-2.7869259,319.0,736.0,WorldPop_2020,village/town/hamlet,Bodaa chips compound,Clinic,7.7813696,-2.8200144,8.91,0.81,178.20581968912165
Nsonyameye,6.7719104,-1.3891697,285.0,279.0,WorldPop_2020,village/town/hamlet,SICK,Hospital,6.8126582,-1.4265516,6.13,0.53,31.254318801934065
Nsowaakrom,6.7743388,-3.1337733,184.0,587.0,WorldPop_2020,village/town/hamlet,Nsowakrom CHPS Compound,Clinic,6.7743332,-3.1318173,0.22,0.53,97.20513001621704
Nsuaem,5.0052113,-2.0282865,65.0,60604.0,GeoNames/OSM,village/town/hamlet,Evanex Pharmacy,Pharmacy,5.0019315,-2.0250769,0.51,0.81,139.60605985642948
Nsuaem,5.5141205,-1.4727098,92.0,60604.0,GeoNames/OSM,village/town/hamlet,Clinic,Clinic,5.4908372,-1.5329901,7.16,0.81,134.20128909485678
Nsuaem,5.8758806,-1.8591582,124.0,60604.0,GeoNames/OSM,village/town/hamlet,Denyase CHPS Compound,Clinic,5.8540204,-1.801722,6.8,0.81,77.06374186664546
Nsuaem,5.885739,-1.8575511,113.0,60604.0,GeoNames/OSM,village/town/hamlet,Denyase CHPS Compound,Clinic,5.8540204,-1.801722,7.11,0.81,76.75139394250526
Nsuaem Kyekyewere,5.4577892,-1.1579881,81.0,8751.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,22.3,0.61,114.0165381407899
Nsuaem No.1,6.3586495,-1.3759734,219.0,1508.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,16.16,0.53,76.96092110653997
Nsuaem No.2,6.3634746,-1.3645187,208.0,2712.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,16.64,0.53,76.45531491901166
Nsuakyire,5.3676089,-0.5849953,11.0,2320.0,WorldPop_2020,village/town/hamlet,Nsuakyire Community Clinic,Clinic,5.3692264,-0.5845995,0.19,0.92,93.61971823438532
Nsuansa 2,5.7305742,-0.8533011,133.0,811.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,11.4,0.67,68.9756556382313
Nsuapem,6.3289906,-0.4679999,199.0,1177.0,WorldPop_2020,village/town/hamlet,Osino Health Centre,Doctor,6.3422742,-0.4811583,2.07,0.81,14.17297186766438
Nsuapemkrom,7.1237754,-2.1865535,258.0,606.0,WorldPop_2020,village/town/hamlet,St. John of God Hospital,Hospital,7.1762749,-2.0976539,11.41,0.53,88.82667355566775
Nsubirim,5.7114905,-0.7945205,130.0,347.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,11.17,0.81,66.61956146050207
Nsuekyir,5.3860398,-1.5131154,99.0,373.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,6.46,0.81,139.00585523645364
Nsuekyir,5.6868861,-1.4970198,82.0,462.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,0.39,0.81,122.2830695449049
Nsuguasua,7.3994513,-1.8799254,304.0,235.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.39112,-1.9331348,5.94,0.61,66.6108709910784
