Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km
Kanjo,8.6041184,-0.0010047,168.0,2878.0,WorldPop_2020,village/town/hamlet,Kpandai District Hospital,Hospital,8.4595344,-0.0230896,16.26,0.53,89.15212752894091
Kanjo Kura,8.777315,0.298792,181.0,1196.0,WorldPop_2020,village/town/hamlet,Joyce Opoku,Pharmacy,8.6808515,0.1837241,16.58,0.81,113.5983855450936
Kanka,8.1549553,-2.3599963,270.0,3029.0,WorldPop_2020,village/town/hamlet,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,33.11,0.81,162.40265883634837
Kankan,6.4459695,-0.6203882,203.0,6592.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,4.98,0.53,33.09398111254281
Kankyiabo,6.4133417,-2.6751081,188.0,1177.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,14.04,0.81,33.15652728722097
Kansakrom,6.4908968,-2.2198131,198.0,1257.0,WorldPop_2020,village/town/hamlet,DAKS Medical Center,Hospital,6.4566489,-2.3018646,9.83,0.53,44.99542606296853
Kansakrom,6.4961124,-2.2126928,207.0,1097.0,WorldPop_2020,village/town/hamlet,DAKS Medical Center,Hospital,6.4566489,-2.3018646,10.79,0.53,45.94652035832523
Kansare,6.3712496,-1.5712507,215.0,3424.0,WorldPop_2020,village/town/hamlet,Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,9.31,0.53,78.30143874156101
Kanshegu,9.5786025,-0.8321431,171.0,1923.0,WorldPop_2020,village/town/hamlet,Savelugu District Hospital,Hospital,9.6192341,-0.8301155,4.52,0.53,85.04856473367336
Kantanso,6.6091835,-1.0285623,236.0,853.0,WorldPop_2020,village/town/hamlet,Bramkurom CHPS Compound,Clinic,6.515554,-0.8907326,18.44,0.82,63.10245747126804
Kantia,10.7743812,-0.7914667,204.0,1907.0,WorldPop_2020,suburb,Zonno Chps,Clinic,10.782864,-0.7817848,1.42,0.81,47.29165481669471
Kantim,10.1871066,-1.2540883,134.0,311.0,WorldPop_2020,village/town/hamlet,Gbedembilisi CHPS,Clinic,10.327591,-1.2466083,15.64,0.81,52.43401060185985
Kantinkyire,6.5487916,-1.6466644,237.0,3677.0,WorldPop_2020,village/town/hamlet,Genak Pharmacy,Pharmacy,6.5890471,-1.6249104,5.08,0.81,62.937911173841435
Kantinkyiren,6.6368635,-1.9348797,262.0,895.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,10.54,0.61,76.2923375804921
Kantro No.1,7.3432406,-2.4194907,319.0,342.0,WorldPop_2020,isolated_dwelling,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,5.94,0.81,118.58217084695922
Kantro No.2,7.3345589,-2.4251488,316.0,312.0,WorldPop_2020,isolated_dwelling,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,5.28,0.81,118.93154514566132
Kantro No.3,7.3268414,-2.437216,308.0,198.0,WorldPop_2020,isolated_dwelling,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,5.37,0.81,120.00276587123285
Kanvili,9.458229,-0.844708,169.0,9266.0,WorldPop_2020,suburb,Trust Care Pharmacy,Pharmacy,9.459276,-0.8456562,0.16,0.82,98.40824867614683
Kanyanko,5.6926936,-0.6698637,119.0,776.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,8.53,0.81,61.59726997806893
Kapalbagu,9.2052975,-0.1811551,214.0,1182.0,WorldPop_2020,village/town/hamlet,Ambulant Station Bachabordo,Hospital,9.369194,-0.1574881,18.41,0.53,143.55648709530234
Kapambe,9.217205,-2.0283212,275.0,523.0,WorldPop_2020,village/town/hamlet,Mutaru Chemist,Pharmacy,9.2193258,-1.859255,18.56,0.81,183.49983184908737
Kaparigu,10.2951352,-0.6344969,143.0,5161.0,WorldPop_2020,village/town/hamlet,Langbensi,Hospital,10.4078938,-0.5608496,14.9,0.53,19.379482075770774
Kapere,6.0796977,-1.2555476,114.0,717.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,31.49,0.53,90.60936295266289
Kaprekrom,6.1098055,-1.2493032,143.0,331.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,32.32,0.53,89.48053343703216
Kapua,8.2989107,-0.8567278,119.0,1042.0,WorldPop_2020,village/town/hamlet,"Rahma Pharmacy Limited, Yeji",Pharmacy,8.22882,-0.6501933,24.03,0.82,108.29491570464371
Karaga,9.9267799,-0.4316607,197.0,12339.0,WorldPop_2020,village/town/hamlet,Tong Community-based Health Planning Services (CHPS),Clinic,9.9415062,-0.4789688,5.43,0.53,61.81447305458848
Karikarikurom,6.6754969,-2.5124252,214.0,615.0,WorldPop_2020,village/town/hamlet,Akrodie Health Centre,Hospital,6.6950068,-2.5569091,5.37,0.53,54.66229712407678
Kariminga,10.5594059,-0.8319654,149.0,653.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,10.4730388,-0.7936904,10.48,0.61,23.700193432087044
Kario,6.1327342,-3.0015757,138.0,1441.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,35.5,0.81,57.489476870235535
Kasaa,8.3650774,-2.4321455,207.0,287.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.9719256,-2.6189741,48.31,0.33,185.31062193184923
Kasaam,6.8446232,-1.4663123,330.0,1823.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.8328495,-1.5050376,4.47,0.33,24.869112626647823
Kasakorpe,6.2726392,-0.0551945,93.0,670.0,WorldPop_2020,village/town/hamlet,VRA Hospital,Hospital,6.2639983,0.0583854,12.59,0.53,33.91043370198384
Kasalgo,9.4074281,-0.913695,157.0,4033.0,WorldPop_2020,suburb,God Cares Community Hospital,Clinic,9.4039648,-0.9115151,0.45,0.81,104.62364257184655
Kasana,10.9532991,-1.859002,315.0,574.0,WorldPop_2020,village/town/hamlet,Chiana Health Centre,Health_Center,10.8562005,-1.2782352,64.32,0.53,133.54668987349717
Kasape,10.4165819,-0.5880243,252.0,967.0,WorldPop_2020,village/town/hamlet,Langbensi,Hospital,10.4078938,-0.5608496,3.13,0.53,24.81998035679639
Kasapin,6.9428396,-2.8070799,220.0,3620.0,WorldPop_2020,village/town/hamlet,Asumura Rural Clinic,Health_Center,6.7046201,-2.7640454,26.91,0.67,91.39109823153836
Kasapuoli,10.9743656,-1.8585978,298.0,405.0,WorldPop_2020,village/town/hamlet,Chiana Health Centre,Health_Center,10.8562005,-1.2782352,64.71,0.53,134.69062121685803
Kasei,7.4845691,-1.2744033,181.0,1165.0,WorldPop_2020,village/town/hamlet,Fakwasi,Clinic,7.7763431,-1.3342887,33.11,0.81,49.11904255305811
Kasiele,10.2569013,-0.1834846,149.0,938.0,WorldPop_2020,village/town/hamlet,Divine Clinic,Clinic,10.3115232,-0.0932731,11.59,0.81,68.64167886104585
Kasiesa,10.4929796,-1.3012803,185.0,348.0,WorldPop_2020,village/town/hamlet,Buterisa CHIPS Compound,Clinic,10.4813523,-1.2795267,2.71,0.81,56.84619919136911
Kasiesa-Yemona,10.4922377,-1.2883177,180.0,374.0,WorldPop_2020,village/town/hamlet,Buterisa CHIPS Compound,Clinic,10.4813523,-1.2795267,1.55,0.81,55.46301341747197
Kasoa,5.532573,-0.437491,35.0,44227.0,GeoNames/OSM,village/town/hamlet,Nhyira Pharmacy,Pharmacy,5.5334698,-0.4295575,0.88,0.81,74.11286838854558
Kasotie,6.7176536,-2.2016265,269.0,365.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,16.48,0.53,66.99377171618542
Kasuliyili,9.5521439,-1.1146417,138.0,1101.0,WorldPop_2020,village/town/hamlet,Bontanga hospital,Hospital,9.5792913,-0.9950347,13.46,0.53,94.30514273472664
Kasunya,6.051691,0.2628228,12.0,437.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.0269096,0.3754811,12.76,0.61,49.56487408377813
Kata,5.603987,-0.260987,54.0,56627.0,WorldPop_2020,suburb,New Discovery Pharmacy,Pharmacy,5.6047937,-0.2586139,0.28,0.81,69.31301634019823
Kata,10.3539764,-0.7665329,140.0,1008.0,WorldPop_2020,village/town/hamlet,Catholic Family Reproductive Health Program,Hospital,10.360317,-0.7959098,3.29,0.53,4.121513078906516
Katakofe,6.9365341,0.001089,89.0,1475.0,WorldPop_2020,village/town/hamlet,Mem-Chemfre Health Centre,Health_Center,6.9282698,-0.0259871,3.13,0.67,52.66366183389556
Katakyiase,5.3878204,-1.148876,103.0,6233.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,19.31,0.67,119.06745534708183
Katakyiekrom,7.5794132,-2.8035897,265.0,5003.0,WorldPop_2020,village/town/hamlet,St. Mary’s Eye Clinic,Clinic,7.586238,-2.7854284,2.14,0.92,158.51304371530617
Katakyiwa,6.6967995,-1.9948113,208.0,799.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,16.59,0.53,78.102500401089
Katamanso,5.7490715,-0.0821064,48.0,3268.0,WorldPop_2020,suburb,Lobing Pharmacy,Pharmacy,5.7501659,-0.0860068,0.45,0.81,64.35511082219897
Katamansu No.1,5.7603441,-0.0159994,44.0,4371.0,WorldPop_2020,suburb,Duet Pharmacy,Pharmacy,5.7510951,-0.0164622,1.03,0.81,68.2766024769544
Katanga,7.653219,0.3382672,124.0,3251.0,WorldPop_2020,village/town/hamlet,Katanga CHPs Compound,Clinic,7.6585713,0.3332999,0.81,0.81,41.88138004574125
Katanga,10.807122,-0.7830127,216.0,1547.0,WorldPop_2020,village/town/hamlet,Collins Owusu-Ansah,Pharmacy,10.791775,-0.7918257,1.96,0.53,50.944241751109
Katani,10.1584181,-0.0852921,194.0,1009.0,WorldPop_2020,village/town/hamlet,Divine Clinic,Clinic,10.3115232,-0.0932731,17.05,0.81,81.400146939982
Katapor,5.7253128,-0.2659357,66.0,4479.0,WorldPop_2020,village/town/hamlet,MEDIMAFO Herbal Hope,Hospital,5.7180502,-0.2824956,2.0,0.81,56.43939803216414
Katchebi,8.2000051,0.3950871,140.0,2686.0,WorldPop_2020,village/town/hamlet,Odumase Health Centre,Health_Post,8.2578695,0.4378759,7.97,0.67,63.20408202557376
Katiejeli,8.4036597,-0.0242899,192.0,2209.0,WorldPop_2020,village/town/hamlet,Buya Health Centre,Clinic,8.3752549,-0.0509579,4.31,0.81,66.98529003638896
Katigri,10.3598109,-1.1906071,135.0,504.0,WorldPop_2020,village/town/hamlet,Gbedembilisi CHPS,Clinic,10.327591,-1.2466083,7.1,0.81,42.41918521846574
Katjotjosi,8.1909788,-0.3331215,84.0,466.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,20.37,0.61,56.012138115335205
Kato,7.4331967,-2.562845,309.0,11523.0,WorldPop_2020,suburb,Emergency Room Holy Family Hospital,Hospital,7.4449334,-2.586675,2.93,0.53,136.60060699099444
Katreka,6.5200385,-0.7422799,222.0,2435.0,WorldPop_2020,village/town/hamlet,Soafa Scientific Herbal Hospital,Hospital,6.533256,-0.7505454,1.73,0.53,48.00677386313898
Katua,9.9847944,-1.9281217,210.0,726.0,WorldPop_2020,village/town/hamlet,Gaataa Adams,Pharmacy,9.9357352,-2.1985339,30.11,0.81,129.58789415791932
Kawbin,6.1900729,-1.432884,161.0,260.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,22.82,0.81,95.73967581695568
Kawompe,8.4492893,-1.5644673,133.0,806.0,WorldPop_2020,village/town/hamlet,Gulumpe CHIP Compound,Other,8.5053029,-1.5736218,6.31,0.47,155.51414561756422
Kayera,6.9810346,-0.0439677,151.0,827.0,WorldPop_2020,village/town/hamlet,Mem-Chemfre Health Centre,Health_Center,6.9282698,-0.0259871,6.19,0.67,59.05869945707376
Kayera,7.0282775,-1.7090794,295.0,1648.0,WorldPop_2020,village/town/hamlet,Beked,Pharmacy,6.9637589,-1.6787319,7.92,0.81,35.86824264020394
Kayera,7.404255,-1.7792514,256.0,732.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,16.56,0.53,58.1994662048844
Kayera No.2,6.9576132,-0.061149,149.0,244.0,WorldPop_2020,village/town/hamlet,Mem-Chemfre Health Centre,Health_Center,6.9282698,-0.0259871,5.07,0.67,57.470191145950295
Kayira,6.5235307,-0.6172635,556.0,181.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,6.67,0.53,40.21230122949732
Kayireku,5.6126332,-1.6317916,74.0,997.0,WorldPop_2020,village/town/hamlet,Mmaa Baasa CHPS Compound,Clinic,5.6520981,-1.5721956,7.92,0.92,113.49135012664628
Kayoro,10.9741142,-1.3325129,280.0,1773.0,WorldPop_2020,village/town/hamlet,Chiana Health Centre,Health_Center,10.8562005,-1.2782352,14.39,0.53,90.34232233904295
Kedadwen,5.0287991,-2.0857716,71.0,616.0,WorldPop_2020,village/town/hamlet,Evanex Pharmacy,Pharmacy,5.0019315,-2.0250769,7.36,0.81,134.960870163459
Kedawaso,6.4319634,-0.8237671,218.0,1320.0,WorldPop_2020,village/town/hamlet,Nyame Na Aye Medicines License Over The Counter Medical Shop,Pharmacy,6.4226642,-0.8700252,5.21,0.82,48.86850017179111
Kedzi,5.9584292,1.0087888,3.0,821.0,Imputed,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.9110144,0.9906233,5.64,0.33,110.48870102743072
Kegyina,4.9033144,-2.1376542,22.0,656.0,WorldPop_2020,village/town/hamlet,Unnamed Laboratory,Laboratory,4.9041732,-2.0664777,7.89,0.33,146.53234182754062
Keina,6.3965575,-1.0550036,147.0,917.0,WorldPop_2020,village/town/hamlet,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,19.72,0.53,70.69414870020805
Kejeberi,4.909485,-1.8344688,18.0,4318.0,WorldPop_2020,village/town/hamlet,Bridging Pharmacy,Pharmacy,4.9041657,-1.8023824,3.6,0.81,158.08114363542308
Kengen,4.9986311,-2.6463843,6.0,4049.0,WorldPop_2020,village/town/hamlet,Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,8.73,0.91,132.0860274940913
Keniago,6.8922975,-2.2387691,227.0,609.0,WorldPop_2020,village/town/hamlet,St. Elizabeth Hospital,Hospital,6.9320854,-2.3580273,13.89,0.53,83.11961463911382
Kenkereke,8.0741067,0.0272512,89.0,175.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,21.45,0.61,30.83814654012817
Kensebe,6.1121284,-1.2947023,128.0,222.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,36.91,0.53,94.44613133914346
Kensere,6.9936855,-2.5351757,267.0,678.0,WorldPop_2020,village/town/hamlet,Apenamadi chips compound,Clinic,6.9264342,-2.4563998,11.47,0.81,89.93818454715827
Kentinkrono,6.6939761,-1.5553934,275.0,17613.0,OSM,suburb,Laud K Pharmacy,Pharmacy,6.6917774,-1.5475999,0.89,0.81,44.07083438127038
Kenya,5.9542452,-1.2426326,112.0,445.0,WorldPop_2020,village/town/hamlet,Boys Dormitory,Clinic,5.9689484,-0.9933071,27.62,0.63,92.34542595862673
Kenyasi,6.7417667,-1.5609987,291.0,11071.0,WorldPop_2020,suburb,Garden City Hospital,Hospital,6.7114132,-1.56792,3.46,0.53,39.65277347406589
Kenyasi,6.9780791,-2.3836255,214.0,7888.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,0.62,0.61,88.74147955720389
Kenyasi Camp,7.038514,-2.5116027,239.0,514.0,WorldPop_2020,village/town/hamlet,Apenamadi chips compound,Clinic,6.9264342,-2.4563998,13.87,0.81,94.76844079778719
Kenyasi No.1,6.9737123,-2.3804981,211.0,6775.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,1.22,0.61,88.30679151729638
Kenyasi No.2,6.9812381,-2.3892252,229.0,7519.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,0.24,0.61,89.01264526847275
Keri Akyode,8.3885144,0.5314261,209.0,1446.0,WorldPop_2020,village/town/hamlet,Keri CHPS Compound,Clinic,8.386458,0.5276783,0.47,0.53,88.64428561649409
Kesewa,5.7030168,-0.8476511,114.0,868.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,8.82,0.67,70.91713668855932
Keta,5.9215688,0.9910728,3.0,22739.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.9110144,0.9906233,1.17,0.33,111.083025177523
Kete Krachi,7.798442,-0.04914,129.0,11000.0,GeoNames/OSM,village/town/hamlet,Kete Krachi Goverment Hospital,Hospital,7.7943838,-0.056682,0.95,0.53,4.041451676061154
Ketepi,7.6246423,0.445975,189.0,247.0,WorldPop_2020,village/town/hamlet,Asato-Wawaso CHPS Compound,Clinic,7.6545297,0.4441794,3.33,0.81,54.09442344965125
Ketewakurom,5.841383,-0.3185526,54.0,1588.0,WorldPop_2020,village/town/hamlet,Ever Care Pharmacy,Pharmacy,5.8102892,-0.3351267,3.91,0.81,42.382191685868776
Kiape,9.0402209,-2.4056756,321.0,374.0,WorldPop_2020,village/town/hamlet,Bole District Hospital,Hospital,9.0292647,-2.49718,10.12,0.53,227.60375806978513
Kibi,6.1657279,-0.5502945,308.0,9399.0,GeoNames/OSM,village/town/hamlet,Kibi Government Hospital,Hospital,6.1670503,-0.5552595,0.57,0.53,12.224766401659885
Kidengi,8.8203046,-0.3359834,156.0,357.0,WorldPop_2020,village/town/hamlet,Salaga Hospital,Hospital,8.5427463,-0.5042297,35.98,0.63,118.5361669459566
Kiefe,6.6200142,0.4474337,217.0,6506.0,WorldPop_2020,village/town/hamlet,Kleefe Health Centre,Health_Center,6.6182909,0.4446308,0.36,0.67,34.707061113691736
Kifowuo Kura,5.9760908,-0.8943558,136.0,421.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,10.95,0.53,55.57911001403444
Kikaayiri,10.0650427,-1.2819996,164.0,1049.0,WorldPop_2020,village/town/hamlet,Gbedembilisi CHPS,Clinic,10.327591,-1.2466083,29.45,0.81,61.00349848285888
Kikam,4.9274023,-2.3244929,9.0,2006.0,WorldPop_2020,village/town/hamlet,Queensville West Medical Diagnostic,Clinic,4.9387659,-2.3513415,3.23,0.81,139.8674471440989
Kilampobile,8.9860911,-2.4563977,284.0,619.0,WorldPop_2020,village/town/hamlet,Bole District Hospital,Hospital,9.0292647,-2.49718,6.57,0.53,235.71877410489765
Kimoateek,8.7045292,-0.1250821,149.0,1759.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.7950798,0.0600275,22.7,0.61,101.01292618627572
King's village,9.5756325,-0.9953926,147.0,398.0,WorldPop_2020,village/town/hamlet,Bontanga hospital,Hospital,9.5792913,-0.9950347,0.41,0.53,87.87534524710418
Kingdom,7.4216261,-1.6564786,219.0,3024.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,14.76,0.61,50.43849983722921
Kinkandina,10.4274752,-0.9444599,144.0,753.0,WorldPop_2020,village/town/hamlet,Kpasinkpe Health Centre,Clinic,10.4471711,-1.0469888,11.42,0.53,17.81875632939316
Kinkango,10.4990997,0.142023,174.0,186.0,WorldPop_2020,village/town/hamlet,Wenchiki Clinic,Clinic,10.273154,0.207796,26.13,0.53,104.88762402440128
Kintampo,8.053714,-1.728919,341.0,49046.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.0533061,-1.7270297,0.21,0.61,116.82485128452045
Kisi,5.0948318,-1.5043107,23.0,8893.0,WorldPop_2020,village/town/hamlet,Kissi Health Centre,Hospital,5.0871197,-1.5060483,0.88,0.68,162.00403691717165
Kisiedukrom,5.6701761,-2.0543844,72.0,162.0,WorldPop_2020,village/town/hamlet,Dawurampong Health center,Clinic,5.6847182,-2.0255273,3.58,0.53,73.97200341162467
Kisseman,5.6589458,-0.2153982,32.0,13868.0,WorldPop_2020,suburb,Panacea Pharmacy,Pharmacy,5.6577641,-0.2075202,0.88,0.81,65.33704429538328
Kitare,8.2604917,0.1829425,101.0,2745.0,WorldPop_2020,village/town/hamlet,Unnamed Other,Other,8.3492081,0.0477183,17.85,0.13,55.491729497349404
Kitaredisoe,8.2336831,0.1699877,85.0,289.0,WorldPop_2020,isolated_dwelling,Unnamed Other,Other,8.3492081,0.0477183,18.6,0.13,52.205431427554686
Kitase,5.8135316,-0.185369,371.0,4302.0,WorldPop_2020,village/town/hamlet,MBC Pharmacy,Pharmacy,5.7826082,-0.1775058,3.55,0.81,51.82709655559022
Kiteek,9.6898973,0.329749,116.0,576.0,WorldPop_2020,neighbourhood,Unnamed Hospital,Hospital,9.7105843,0.3196959,2.55,0.43,143.9384877897531
Kitempe,9.1689647,-2.5701865,273.0,355.0,WorldPop_2020,village/town/hamlet,Bole District Hospital,Hospital,9.0292647,-2.49718,17.48,0.53,233.55941719320504
Kitoe,8.4555917,-0.4854647,160.0,944.0,WorldPop_2020,village/town/hamlet,Presbyterian Primary Health Center,Hospital,8.5343751,-0.515382,9.36,0.53,89.46861491198301
Klagon,5.6637468,-0.0533245,23.0,12702.0,WorldPop_2020,suburb,Klagon Maternity Home and Clinic,Hospital,5.6646743,-0.0499192,0.39,0.53,73.78792319609843
Klave,6.8128446,0.5520427,287.0,780.0,WorldPop_2020,village/town/hamlet,Shia Health Centre,Clinic,6.7944594,0.5618647,2.31,0.81,56.052959254534024
Kledjo,7.1212224,0.4605628,159.0,8155.0,WorldPop_2020,village/town/hamlet,Gbi-Wegbe Health Centre,Health_Post,7.1114554,0.4590855,1.1,0.67,77.34169297906665
Klinten,7.9403382,0.1746524,134.0,751.0,WorldPop_2020,village/town/hamlet,Kete Krachi Goverment Hospital,Hospital,7.7943838,-0.056682,30.21,0.53,25.95033874777223
Klo-Agogo,6.2500644,-0.2248871,337.0,3063.0,WorldPop_2020,village/town/hamlet,EverCare Pharmacy,Pharmacy,6.1284523,-0.2123742,13.59,0.81,25.045905750700427
Klugbani,9.5952388,0.1594904,108.0,92.0,WorldPop_2020,village/town/hamlet,Kujooni CHPS,Hospital,9.6699231,0.1957063,9.2,0.53,134.399682862381
Ko,10.7855298,-2.7320391,305.0,1802.0,WorldPop_2020,village/town/hamlet,Nandom Hospital,Hospital,10.8389883,-2.7729897,7.44,0.91,216.56862795969826
Koase,7.5586078,-1.9766781,389.0,7723.0,WorldPop_2020,village/town/hamlet,Manu Yaa pharmacy,Pharmacy,7.5610717,-1.9850817,0.97,0.81,85.8452140619765
Koase,7.681215,-2.108019,303.0,2915.0,WorldPop_2020,village/town/hamlet,Methodist Hospital Wenchi,Hospital,7.7380768,-2.1113099,6.33,0.53,105.67488598802134
Kobeda,5.3617104,-1.4483191,146.0,85.0,WorldPop_2020,isolated_dwelling,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,3.14,0.81,144.80380792368885
Kobeda,7.3164315,-2.1530575,290.0,354.0,WorldPop_2020,village/town/hamlet,Timeless Pharmacy,Pharmacy,7.397837,-2.1832994,9.65,0.81,89.5897545740709
Kobeda No.2,8.0768248,-1.5676183,284.0,503.0,WorldPop_2020,village/town/hamlet,Kunsu chip compound,Clinic,8.1468817,-1.512622,9.87,0.81,114.83490215162632
Kobedi,7.3673135,-2.2196192,303.0,859.0,WorldPop_2020,village/town/hamlet,Timeless Pharmacy,Pharmacy,7.397837,-2.1832994,5.25,0.81,98.40542584091831
Kobekro No.1,5.7439076,-0.0798547,57.0,3363.0,WorldPop_2020,suburb,Lobing Pharmacy,Pharmacy,5.7501659,-0.0860068,0.97,0.81,64.95673439289043
Kobekro No.2,5.764734,-0.0792378,54.0,556.0,WorldPop_2020,suburb,Lobing Pharmacy,Pharmacy,5.7501659,-0.0860068,1.78,0.81,63.21760018355922
Kobena Kyer,5.6924305,-0.6384985,82.0,408.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,10.35,0.81,60.31215968637329
Kobenalabikurom,7.0118577,-0.1976439,214.0,189.0,WorldPop_2020,village/town/hamlet,Mmradan CHPs Compound,CHPS,7.0208187,-0.2189973,2.56,0.67,70.25009112424522
Kobennta,5.7071578,-0.6763458,108.0,305.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,6.8,0.81,60.43511938600435
Kobio,6.5726614,-0.4193701,497.0,354.0,WorldPop_2020,village/town/hamlet,Dortorpong Sikasu CHPs Compound,CHPS,6.7377159,-0.3456442,20.08,0.67,41.02083316838681
Kobokobo,6.1174111,-0.1421181,124.0,2475.0,WorldPop_2020,village/town/hamlet,Okra Kwadwo Health Centre,Clinic,6.1089919,-0.1057473,4.13,0.63,34.95270852317341
Kobori,11.0204051,-0.4336115,214.0,1271.0,WorldPop_2020,village/town/hamlet,hospital,Hospital,10.937179,-0.471984,10.16,0.53,84.76936256500714
Kobose,6.2100042,-0.0752755,116.0,597.0,WorldPop_2020,village/town/hamlet,Okra Kwadwo Health Centre,Clinic,6.1089919,-0.1057473,11.73,0.63,40.504688848090915
Kobre,8.169834,-0.74477,110.0,795.0,WorldPop_2020,village/town/hamlet,"Rahma Pharmacy Limited, Yeji",Pharmacy,8.22882,-0.6501933,12.3,0.82,90.59624908671182
Kobreso,7.2812583,-1.8391227,251.0,976.0,WorldPop_2020,village/town/hamlet,Adaa CHPS Compound,Clinic,7.2445264,-1.8550088,4.44,0.81,56.03028396764182
Kobreti,7.3278848,-1.4743112,199.0,786.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,11.65,0.61,31.785521449502234
Kobro-Sekyerekrom,6.9535717,-2.7302112,247.0,422.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,19.38,0.53,89.54972562901519
Kochim,9.4714592,-0.9342824,180.0,607.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,9.4290365,-0.9156432,5.14,0.61,97.89746052678396
Kodadwen,5.7519751,-1.130366,167.0,118.0,WorldPop_2020,village/town/hamlet,Achiase Health Centre,Hospital,5.8447952,-1.0011211,17.63,0.63,90.67749984015417
Kodiabe,5.9283968,0.0183945,46.0,1365.0,WorldPop_2020,village/town/hamlet,St. Andrew Catholic Hospital,Hospital,5.9244617,0.0176784,0.44,0.81,59.71005906381043
Kodiakurom,6.6038648,-2.6467458,222.0,450.0,WorldPop_2020,isolated_dwelling,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,3.19,0.81,49.98706357683787
Kodidi,7.1121499,-0.0767796,122.0,660.0,WorldPop_2020,village/town/hamlet,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,4.16,0.67,73.86734420536443
Kodie,6.8255096,-1.6473015,264.0,14865.0,WorldPop_2020,village/town/hamlet,Penak,Pharmacy,6.8173164,-1.6478957,0.91,0.81,38.449230351806605
