Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km,Is_Rural,Hub_ID,Distance_Hub_km,Hub_Latitude,Hub_Longitude,Covered
Dwenewoho,6.8010855,-1.8291217,227.0,1309.0,WorldPop_2020,village/town/hamlet,Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,4.07,0.81,56.47048601578222,True,8,29.33,6.714017028571429,-1.578396487755102,True
Dwenewoho,7.3446944,-1.7539609,296.0,584.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,14.78,0.92,51.82757043494991,True,1,43.48,7.707216,-1.9018804730769232,True
Dwenewoho,7.7403538,-1.8322587,359.0,1385.0,WorldPop_2020,village/town/hamlet,Anoma Health Center,Hospital,7.7836552,-1.8712659,6.45,0.53,90.47591774523192,True,1,8.51,7.707216,-1.9018804730769232,True
Dwenewoho,8.1130612,-1.5855114,295.0,113.0,WorldPop_2020,village/town/hamlet,Kunsu chip compound,Clinic,8.1468817,-1.512622,8.86,0.81,119.13254942124546,True,1,57.01,7.707216,-1.9018804730769232,True
Dwere,8.1625011,-1.9454606,109.0,292.0,WorldPop_2020,village/town/hamlet,Manchala chip co,Clinic,8.1697297,-1.8943225,5.69,0.81,137.23471614474497,True,1,50.85,7.707216,-1.9018804730769232,True
Dwerebease,6.7301603,-0.9400544,299.0,1014.0,WorldPop_2020,village/town/hamlet,Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,17.68,0.81,60.91171817620517,True,13,68.86,6.314441660273973,-0.4781223835616439,True
Dwinase,5.4695252,-0.98322,81.0,5523.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,5.33,0.61,100.55219228356978,True,2,68.02,5.250318833333333,-1.5568655866666665,True
Dwinase,6.0957675,-0.6953959,211.0,2948.0,WorldPop_2020,village/town/hamlet,ST. DOMINIC CATHOLIC HOSPITAL,Hospital,6.0476654,-0.7984533,12.59,0.53,30.00991139547118,True,13,34.18,6.314441660273973,-0.4781223835616439,True
Dwomo,7.15148,-2.0453696,308.0,3254.0,WorldPop_2020,village/town/hamlet,St. John of God Hospital,Hospital,7.1762749,-2.0976539,6.39,0.53,73.68108545061705,True,12,53.6,6.964500993939394,-2.4931057818181817,True
Dwopleminya,6.2786807,-0.2915213,431.0,309.0,WorldPop_2020,village/town/hamlet,New Tafo Government Hospital,Hospital,6.2308156,-0.3660381,9.81,0.93,19.068488117994463,True,13,21.0,6.314441660273973,-0.4781223835616439,True
Dwumakro,6.4159996,-1.5770128,224.0,92.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,4.36,0.63,73.71750199296046,True,8,33.14,6.714017028571429,-1.578396487755102,True
Dzakani,6.3329014,-0.0980803,227.0,252.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,9.35,0.95,33.57255682324494,True,13,42.05,6.314441660273973,-0.4781223835616439,True
Dzake Peki,6.5018692,0.2056718,221.0,3394.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.5270831,0.2242927,3.48,0.61,4.99886288936598,True,0,59.06,7.010195706040268,0.36073386979865807,True
Dzaman,6.3736525,-0.2216739,373.0,529.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,8.86,0.95,31.219687450328024,True,13,29.1,6.314441660273973,-0.4781223835616439,True
Dzatsui,5.8445529,-0.3859377,80.0,625.0,WorldPop_2020,village/town/hamlet,Losab Pharmacy,Pharmacy,5.8101264,-0.3436711,6.04,0.81,40.164210220572606,True,7,27.26,5.636796764853556,-0.2551691866108785,True
Dzelukope,5.893512,0.985888,5.0,9906.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.8930467,0.985625,0.06,0.61,112.39946323123355,True,4,46.17,6.159094553846154,0.6649345371794871,True
Dzemeni,6.6003126,0.1640602,91.0,5596.0,WorldPop_2020,village/town/hamlet,Tsatee Chps,Health_Post,6.6073085,0.2462812,9.12,0.53,12.36641413439293,True,0,50.49,7.010195706040268,0.36073386979865807,True
Dzen Ayor,5.6659056,-0.1431093,58.0,6893.0,WorldPop_2020,suburb,Namaata Adam Clinic,Clinic,5.6727113,-0.1461336,0.83,0.81,68.19189996527831,False,7,12.82,5.636796764853556,-0.2551691866108785,True
Dzigbe,7.0182599,0.2790351,123.0,942.0,WorldPop_2020,village/town/hamlet,Biheco CHPs,Health_Post,7.0060898,0.2850063,1.51,0.67,59.98575073049076,True,0,9.06,7.010195706040268,0.36073386979865807,True
Dzindziso,7.5973158,0.5090401,162.0,1193.0,WorldPop_2020,village/town/hamlet,Faith Maternity Clinic,Clinic,7.5977703,0.5076105,0.17,0.81,61.67404350679207,True,0,67.3,7.010195706040268,0.36073386979865807,True
Dzita,5.7729212,0.7691525,5.0,1882.0,WorldPop_2020,village/town/hamlet,Atorkor Clinic,Hospital,5.776355,0.8217025,5.83,0.53,103.78348106943317,True,4,44.46,6.159094553846154,0.6649345371794871,True
Dzodze,6.233809,0.994012,46.0,30905.0,GeoNames/OSM,village/town/hamlet,St. Anthony's Hospital,Hospital,6.2407055,0.9890357,0.94,0.53,96.21232563192652,True,4,37.31,6.159094553846154,0.6649345371794871,True
Dzodzekope,6.2249529,0.0880408,27.0,5992.0,WorldPop_2020,village/town/hamlet,DC Pharmacy,Pharmacy,6.2328892,0.0920081,0.99,0.81,30.287038092884888,True,13,63.36,6.314441660273973,-0.4781223835616439,True
Dzolo-Gbogame,6.7729844,0.479752,259.0,3404.0,WorldPop_2020,village/town/hamlet,Mama Nyamanlobe III Maternity Block,Health_Center,6.775278,0.4767565,0.42,0.67,47.122253778688666,True,0,29.47,7.010195706040268,0.36073386979865807,True
Dzolo-Kpuita,6.7875656,0.4403069,268.0,2357.0,WorldPop_2020,village/town/hamlet,Out Patient Department,Other,6.784763,0.4447492,0.58,0.33,45.13898493475826,True,0,26.27,7.010195706040268,0.36073386979865807,True
Dzomoa,6.3584555,-0.1470253,335.0,436.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,4.81,0.95,37.13881846876139,True,13,36.92,6.314441660273973,-0.4781223835616439,True
Dzonti,7.011694,0.3160184,152.0,3946.0,WorldPop_2020,village/town/hamlet,Kpando Gadza Centre (Clinic),Health_Post,7.0165343,0.3184037,0.6,0.67,60.29762451947523,True,0,4.94,7.010195706040268,0.36073386979865807,True
Dzopke Newtown,6.8869661,0.4220652,189.0,3801.0,WorldPop_2020,village/town/hamlet,Logba Alakpeti Chps Compound,Health_Post,6.8902618,0.428543,0.8,0.67,52.587747273470725,True,0,15.28,7.010195706040268,0.36073386979865807,True
Dzornaman,5.6757064,-0.1414812,45.0,6391.0,WorldPop_2020,suburb,Namaata Adam Clinic,Clinic,5.6727113,-0.1461336,0.61,0.81,67.34052868367635,False,7,13.3,5.636796764853556,-0.2551691866108785,True
Dzorwulu,5.6130923,-0.1991566,20.0,53160.0,WorldPop_2020,village/town/hamlet,Van J Eye Care,Clinic,5.6126394,-0.1982344,0.11,0.94,70.70838688051164,True,7,6.74,5.636796764853556,-0.2551691866108785,True
Dzrakate,6.096015,0.8345567,33.0,914.0,WorldPop_2020,village/town/hamlet,Gilter Pharmacy,Pharmacy,6.0670738,0.8600637,4.28,0.81,86.10506262508605,True,4,20.02,6.159094553846154,0.6649345371794871,True
Dzumwa,6.346649,-0.1412505,299.0,408.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,6.15,0.95,37.08416807694971,True,13,37.4,6.314441660273973,-0.4781223835616439,True
East Airport,5.6246142,-0.1314469,35.0,17990.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.6252278,-0.1348684,0.38,0.61,72.81164587698903,False,7,13.76,5.636796764853556,-0.2551691866108785,True
East Legon,5.6392848,-0.1624589,71.0,8000.0,OSM,suburb,Quality Care,Clinic,5.6377095,-0.1619128,0.19,0.81,69.77922003886577,False,7,10.26,5.636796764853556,-0.2551691866108785,True
East Legon Hills,5.6927588,-0.1004742,35.0,5665.0,WorldPop_2020,suburb,Nolan Ghana,Pharmacy,5.6953761,-0.1102455,1.12,0.67,68.15772206840875,False,7,18.21,5.636796764853556,-0.2551691866108785,True
East Pit,6.3648436,-1.0131166,272.0,80.0,WorldPop_2020,locality,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,16.97,0.91,65.24455615165444,True,13,59.39,6.314441660273973,-0.4781223835616439,True
East Point,4.74119,-2.0550057,20.0,12.0,WorldPop_2020,locality,Unnamed Laboratory,Laboratory,4.9041732,-2.0664777,18.17,0.33,166.28772222515607,True,2,79.06,5.250318833333333,-1.5568655866666665,True
Ebenezer,6.7065492,-2.7860642,204.0,264.0,WorldPop_2020,village/town/hamlet,Asumura Rural Clinic,Health_Center,6.7046201,-2.7640454,2.44,0.67,66.916930168194,True,12,43.23,6.964500993939394,-2.4931057818181817,True
Ebikwawkrom,5.8847064,-2.7333279,102.0,333.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,5.8341252,-2.665354,9.39,0.61,42.89184212820842,True,9,38.67,5.670289039344262,-2.458074481967213,True
Ebiramkrom,5.230234,-0.8949971,19.0,1337.0,WorldPop_2020,village/town/hamlet,Narkwa Polyclinic,Clinic,5.2076954,-0.9392389,5.5,0.77,118.47480336708917,True,2,73.32,5.250318833333333,-1.5568655866666665,True
Ebiwofie,6.8039944,-3.1904125,198.0,234.0,WorldPop_2020,village/town/hamlet,Angela Catholic Clinic,Hospital,6.7634423,-3.1828005,4.59,0.53,104.0578271366714,True,12,79.02,6.964500993939394,-2.4931057818181817,True
Ebobonko,5.1530405,-1.2891984,16.0,13981.0,WorldPop_2020,village/town/hamlet,Kakumdo CHPS Compound,Clinic,5.1426532,-1.2869616,1.18,0.81,148.97748258191828,True,2,31.55,5.250318833333333,-1.5568655866666665,True
Ebuamu,5.7121426,-0.6632036,98.0,495.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,6.96,0.81,59.33163336355245,True,7,45.92,5.636796764853556,-0.2551691866108785,True
Ecomog,5.6818331,-0.2035613,43.0,12676.0,WorldPop_2020,neighbourhood,Haatso Pharmacy,Pharmacy,5.6775476,-0.2028069,0.48,0.81,63.55807385056716,False,7,7.6,5.636796764853556,-0.2551691866108785,True
Eduaben,5.5406577,-1.5533075,68.0,2008.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,5.5467418,-1.5469131,0.98,0.61,125.15615512280016,True,2,32.29,5.250318833333333,-1.5568655866666665,True
Eduamuyao,6.9375831,-1.2067168,238.0,100.0,WorldPop_2020,village/town/hamlet,Bodomase Clinic,Hospital,6.8898446,-1.2519242,7.29,0.92,23.610108791254586,True,8,47.98,6.714017028571429,-1.578396487755102,True
Eduikrom,6.5270011,-2.9326872,174.0,1376.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,9.59,0.81,62.56641818630939,True,12,68.72,6.964500993939394,-2.4931057818181817,True
Edumafa,5.2042504,-0.9616977,5.0,1920.0,WorldPop_2020,village/town/hamlet,Narkwa polyclnic,Clinic,5.2075364,-0.9394521,2.49,0.63,124.3054727071878,True,2,66.1,5.250318833333333,-1.5568655866666665,True
Edumasa,5.6837726,-0.8121089,146.0,839.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,9.87,0.67,70.24709806548933,True,7,61.85,5.636796764853556,-0.2551691866108785,True
Edumfa,5.3121885,-1.1777017,84.0,5859.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,10.79,0.67,127.52383917530456,True,2,42.54,5.250318833333333,-1.5568655866666665,True
Eduradan,6.5457699,-0.8458329,226.0,496.0,WorldPop_2020,village/town/hamlet,CWC,Hospital,6.5483901,-0.8661785,2.27,0.53,58.26016185970228,True,13,48.09,6.314441660273973,-0.4781223835616439,True
Edweanase,6.7310134,-2.6266122,251.0,382.0,WorldPop_2020,village/town/hamlet,Akrodie Health Centre,Hospital,6.6950068,-2.5569091,8.68,0.53,62.71658051233008,True,12,29.85,6.964500993939394,-2.4931057818181817,True
Edwenase,6.3894489,-1.4879739,253.0,1477.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,8.9,0.53,74.4151507590674,True,8,37.45,6.714017028571429,-1.578396487755102,True
Edwenase,6.6794902,-1.6539319,273.0,66859.0,WorldPop_2020,suburb,Phimed,Pharmacy,6.6822417,-1.6568141,0.44,0.81,50.9920724217906,False,8,9.18,6.714017028571429,-1.578396487755102,True
Edwenase,6.6888806,-1.434307,250.0,3505.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,4.72,0.82,40.79216640237984,True,8,16.16,6.714017028571429,-1.578396487755102,True
Edwenase,6.7928796,-1.6145343,285.0,1781.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.7937465,-1.6446384,3.33,0.61,38.441665301113055,True,8,9.63,6.714017028571429,-1.578396487755102,True
Edwinase,6.5692506,-1.456736,258.0,818.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,10.65,0.53,54.23832638748621,True,8,20.97,6.714017028571429,-1.578396487755102,True
Edwuakrom,6.0046849,-2.817028,139.0,1347.0,WorldPop_2020,village/town/hamlet,Enchi Government Hospital,Hospital,5.8305012,-2.8213004,19.37,0.53,41.70623682481404,True,9,54.4,5.670289039344262,-2.458074481967213,True
Effasu,5.0817228,-3.0502753,6.0,2337.0,WorldPop_2020,village/town/hamlet,Half-Assini Government Hospital,Hospital,5.0536117,-2.8904725,17.97,0.53,136.8694171445421,True,9,92.63,5.670289039344262,-2.458074481967213,False
Effiduase,6.1092734,-0.2686361,193.0,19343.0,WorldPop_2020,suburb,Roman Pharmacy Limited,Pharmacy,6.1029224,-0.2664831,0.75,0.81,22.20337217924846,False,13,32.51,6.314441660273973,-0.4781223835616439,True
Effiduase,6.8506256,-1.3953841,344.0,30486.0,GeoNames/OSM,village/town/hamlet,Agnes Boateng,Pharmacy,6.8503377,-1.3960604,0.08,0.81,22.57302297005134,True,8,25.28,6.714017028571429,-1.578396487755102,True
Effutu Manpong,5.2166828,-1.3496291,68.0,865.0,WorldPop_2020,village/town/hamlet,CCTU Clinic,Clinic,5.1536489,-1.2783217,10.56,0.81,147.99993610007897,True,2,23.25,5.250318833333333,-1.5568655866666665,True
Efutu,5.2021935,-1.3204056,70.0,4811.0,WorldPop_2020,village/town/hamlet,CCTU Clinic,Clinic,5.1536489,-1.2783217,7.13,0.81,147.03330915647348,True,2,26.73,5.250318833333333,-1.5568655866666665,True
Efwhia,6.1964699,-2.4284428,266.0,1945.0,WorldPop_2020,village/town/hamlet,Green Shed Hospital,Hospital,6.1947913,-2.3273295,11.18,0.53,6.407167050335312,True,9,58.6,5.670289039344262,-2.458074481967213,True
Egambodo,8.7470199,0.2671026,101.0,1311.0,WorldPop_2020,village/town/hamlet,Joyce Opoku,Pharmacy,8.6808515,0.1837241,11.75,0.81,109.37508123192998,True,10,48.01,8.31955012745098,0.20536231960784324,True
Egbazo,5.0318986,-2.7933584,11.0,2472.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.0626406,-2.7766584,3.89,0.61,131.70650780623936,True,9,80.11,5.670289039344262,-2.458074481967213,False
Eggu,10.1452788,-2.6664687,270.0,654.0,WorldPop_2020,village/town/hamlet,Nyimbali CHPS,Clinic,10.1636732,-2.6072024,6.8,0.53,205.31469106338363,True,5,18.19,10.066540356818182,-2.5208678386363634,True
Egotsia Kokodo,5.2720868,-1.1168182,83.0,1174.0,WorldPop_2020,village/town/hamlet,Saltpond district Hospital,Clinic,5.2045994,-1.056271,10.06,0.63,126.91937335628045,True,2,48.78,5.250318833333333,-1.5568655866666665,True
Egotsia Konmu,5.2626105,-1.114533,61.0,603.0,WorldPop_2020,village/town/hamlet,Saltpond district Hospital,Clinic,5.2045994,-1.056271,9.12,0.63,127.62390925542446,True,2,49.0,5.250318833333333,-1.5568655866666665,True
Eguafo,4.8762021,-2.202048,39.0,265.0,WorldPop_2020,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,4.1,0.53,147.7537330769727,True,2,82.69,5.250318833333333,-1.5568655866666665,False
Eguafo,5.1619975,-1.4122451,62.0,1454.0,WorldPop_2020,village/town/hamlet,Atonkwa CHPS Compound,Clinic,5.1148728,-1.3256942,10.92,0.63,157.15177172653154,True,2,18.79,5.250318833333333,-1.5568655866666665,True
Eguase,5.1473966,-1.2115802,16.0,14370.0,WorldPop_2020,village/town/hamlet,Moore Health Centre,Clinic,5.1364522,-1.1991666,1.84,0.81,144.24878415957127,True,2,39.91,5.250318833333333,-1.5568655866666665,True
Egyaa No.1,5.1814098,-1.1069477,15.0,5837.0,WorldPop_2020,village/town/hamlet,Phillis Oduro Sarah Pharmarcy,Pharmacy,5.1746706,-1.120458,1.67,0.81,134.58286449018013,True,2,50.41,5.250318833333333,-1.5568655866666665,True
Egyaa No.2,5.1838519,-1.1051373,17.0,5826.0,WorldPop_2020,village/town/hamlet,Phillis Oduro Sarah Pharmarcy,Pharmacy,5.1746706,-1.120458,1.98,0.81,134.24709383374312,True,2,50.56,5.250318833333333,-1.5568655866666665,True
Egyirfa,5.1911444,-1.1841056,54.0,555.0,WorldPop_2020,village/town/hamlet,Biriwa Polyclinic,Clinic,5.1620283,-1.161675,4.08,0.53,138.54475809732523,True,2,41.8,5.250318833333333,-1.5568655866666665,True
Egyirkrom,5.2954591,-1.1805207,72.0,2637.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,9.35,0.67,129.1549467910741,True,2,41.97,5.250318833333333,-1.5568655866666665,True
Ehans Owodea,6.8172357,-2.4703896,192.0,266.0,WorldPop_2020,isolated_dwelling,G- EME Pharmacy and Diagnostic Centre,Pharmacy,6.8049166,-2.5141844,5.03,0.81,70.26710822795773,True,12,16.57,6.964500993939394,-2.4931057818181817,True
Ehawoho,5.4388675,-1.1062771,58.0,219.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,16.37,0.61,111.70938801412838,True,2,54.11,5.250318833333333,-1.5568655866666665,True
Ehi,6.1472606,1.0021954,27.0,5084.0,WorldPop_2020,village/town/hamlet,CEK Pharmacy,Pharmacy,6.0743135,1.0373913,9.0,0.81,100.28165811302009,True,4,37.31,6.159094553846154,0.6649345371794871,True
Ehiamankyene,6.3262114,-0.3197823,382.0,2433.0,WorldPop_2020,village/town/hamlet,New Tafo Government Hospital,Hospital,6.2308156,-0.3660381,11.78,0.93,19.55155169189749,True,13,17.55,6.314441660273973,-0.4781223835616439,True
Ehoaka,5.0243728,-2.6858105,45.0,2680.0,WorldPop_2020,village/town/hamlet,Our Lady Of Fatima Clinic,Clinic,5.0224287,-2.7268847,4.55,0.53,129.9443869446149,True,9,76.12,5.670289039344262,-2.458074481967213,True
Ehuntem,5.7148422,-0.6153062,80.0,1061.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,10.66,0.81,57.10708822484934,True,7,40.78,5.636796764853556,-0.2551691866108785,True
Eian,4.8729749,-1.8559714,26.0,1787.0,WorldPop_2020,village/town/hamlet,Bridging Pharmacy,Pharmacy,4.9041657,-1.8023824,6.88,0.81,160.6393680203352,True,2,53.46,5.250318833333333,-1.5568655866666665,True
Eikwe,4.964505,-2.472958,7.0,3651.0,WorldPop_2020,village/town/hamlet,St. Martin De Porres,Hospital,4.9654539,-2.4694642,0.4,0.53,134.64250222517953,True,9,78.5,5.670289039344262,-2.458074481967213,True
Ejan,4.8315848,-2.2016972,0.0,478.0,WorldPop_2020,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,5.6,0.53,152.58745013530103,True,2,85.26,5.250318833333333,-1.5568655866666665,False
Ejian,6.8460438,-1.0355936,228.0,821.0,Imputed,village/town/hamlet,Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,7.79,0.81,45.01770772498934,True,8,61.71,6.714017028571429,-1.578396487755102,True
Ejisu,6.4875248,-2.56216,199.0,514.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,7.16,0.81,34.862814837003675,True,12,53.58,6.964500993939394,-2.4931057818181817,True
Ejisu,6.7139918,-1.4665782,269.0,5791.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,0.42,0.82,38.7083837995313,True,8,12.35,6.714017028571429,-1.578396487755102,True
Ejura,7.3846802,-1.355945,227.0,70807.0,GeoNames/OSM,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,25.83,0.61,36.66082998434396,True,1,70.06,7.707216,-1.9018804730769232,True
Ejura-Nkwanta,7.4785865,-1.2918824,200.0,693.0,WorldPop_2020,village/town/hamlet,Fakwasi,Clinic,7.7763431,-1.3342887,33.44,0.81,48.026513670731646,True,1,71.88,7.707216,-1.9018804730769232,True
Ekebaku,4.9832625,-2.5721867,7.0,727.0,WorldPop_2020,village/town/hamlet,Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,0.35,0.91,132.91769247613246,True,9,77.43,5.670289039344262,-2.458074481967213,True
Ekompoano,5.2079317,-0.8953236,6.0,1267.0,WorldPop_2020,village/town/hamlet,Narkwa Polyclinic,Clinic,5.2076954,-0.9392389,4.86,0.77,120.73316928510316,True,2,73.41,5.250318833333333,-1.5568655866666665,True
Ekon,5.1189357,-1.2141671,20.0,8074.0,WorldPop_2020,village/town/hamlet,Moore Health Centre,Clinic,5.1364522,-1.1991666,2.56,0.81,146.97353645187437,True,2,40.67,5.250318833333333,-1.5568655866666665,True
Ekoso,5.659812,-2.3370248,90.0,678.0,WorldPop_2020,village/town/hamlet,Community Health Centre,Clinic,5.6586054,-2.3353753,0.23,0.53,60.01123170198255,True,9,13.44,5.670289039344262,-2.458074481967213,True
Ekoso,5.9098475,-0.7242628,190.0,3502.0,WorldPop_2020,village/town/hamlet,Asamankese Government Hospital,Hospital,5.8539806,-0.6786598,8.0,0.53,44.680720583511615,True,13,52.58,6.314441660273973,-0.4781223835616439,True
Ekoso,6.315016,-0.6888476,177.0,2014.0,WorldPop_2020,village/town/hamlet,Abomosu Hospital,Hospital,6.3007816,-0.734213,5.26,0.81,29.585068051472263,True,13,23.29,6.314441660273973,-0.4781223835616439,True
Ekoso,6.5474592,-0.7926625,224.0,3938.0,WorldPop_2020,village/town/hamlet,Roman Catholic Hospital,Hospital,6.5466382,-0.7733547,2.13,0.53,54.0636536809908,True,13,43.35,6.314441660273973,-0.4781223835616439,True
Ekoso-Birimso,6.3116542,-0.7008934,151.0,520.0,WorldPop_2020,village/town/hamlet,Abomosu Hospital,Hospital,6.3007816,-0.734213,3.88,0.81,30.65202487921744,True,13,24.62,6.314441660273973,-0.4781223835616439,True
Ekotsi,5.2932183,-0.9115809,18.0,1248.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,5.1,0.81,113.01537915191514,True,2,71.61,5.250318833333333,-1.5568655866666665,True
Ekrawfo,5.3356033,-0.9127142,28.0,2292.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,0.4,0.81,108.92380726883296,True,2,71.95,5.250318833333333,-1.5568655866666665,True
Ekua Mansa,5.8248074,-0.8515236,173.0,144.0,WorldPop_2020,village/town/hamlet,Achiase Health Centre,Hospital,5.8447952,-1.0011211,16.7,0.63,61.319120872297454,True,13,68.33,6.314441660273973,-0.4781223835616439,True
Ekubrefa,5.6083995,-0.5388853,126.0,1270.0,WorldPop_2020,village/town/hamlet,Ayiresu Chip Compound,Hospital,5.6211389,-0.5218935,2.35,0.63,66.51788127128754,True,7,31.55,5.636796764853556,-0.2551691866108785,True
Ekukrom,5.4120775,-1.0565195,48.0,433.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,10.97,0.61,110.51314063783428,True,2,58.24,5.250318833333333,-1.5568655866666665,True
Ekumfi Asaafa,5.272231,-0.9894937,21.0,1452.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,3.12,0.81,119.20143102108572,True,2,62.87,5.250318833333333,-1.5568655866666665,True
Ekumfi Atwa,5.2328228,-0.9226817,15.0,1162.0,WorldPop_2020,village/town/hamlet,Narkwa Polyclinic,Clinic,5.2076954,-0.9392389,3.34,0.77,119.53691236800184,True,2,70.25,5.250318833333333,-1.5568655866666665,True
Ekumfi Bogyano,5.2895567,-0.9174496,32.0,1296.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,5.51,0.81,113.67296009437946,True,2,70.93,5.250318833333333,-1.5568655866666665,True
Ekumfi Dunkwa,5.2778825,-0.9243858,15.0,1208.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,6.9,0.81,115.1728416369526,True,2,70.1,5.250318833333333,-1.5568655866666665,True
Ekumfi Ebuakwa,5.2399244,-0.9131288,7.0,1371.0,WorldPop_2020,village/town/hamlet,Narkwa Polyclinic,Clinic,5.2076954,-0.9392389,4.6,0.77,118.36647976898956,True,2,71.29,5.250318833333333,-1.5568655866666665,True
Ekumfi Eyisam,5.2851137,-0.9405672,24.0,5352.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,6.68,0.81,115.30350138526764,True,2,68.35,5.250318833333333,-1.5568655866666665,True
Ekumfi Narkwa,5.2084734,-0.9335552,10.0,3668.0,WorldPop_2020,village/town/hamlet,Narkwa Polyclinic,Clinic,5.2076954,-0.9392389,0.64,0.77,122.48520513603076,True,2,69.18,5.250318833333333,-1.5568655866666665,True
Ekumfi Swedru,5.2714324,-0.9937719,16.0,1634.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,2.64,0.81,119.51746870199698,True,2,62.39,5.250318833333333,-1.5568655866666665,True
Ekumfi Twa,5.2684308,-0.9075925,19.0,1473.0,WorldPop_2020,village/town/hamlet,Narkwa Polyclinic,Clinic,5.2076954,-0.9392389,7.61,0.77,115.26545319707934,True,2,71.92,5.250318833333333,-1.5568655866666665,True
Ekwaku,5.6977202,-0.8673061,119.0,768.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,7.45,0.67,72.74984890355232,True,7,68.07,5.636796764853556,-0.2551691866108785,True
Ekwamase,5.4149827,-1.0875553,67.0,1544.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,14.34,0.61,112.39902184716968,True,2,55.09,5.250318833333333,-1.5568655866666665,True
Ekwamkrom,5.5100589,-0.6926135,45.0,8764.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4943964,-0.6895469,1.77,0.61,81.31200356442919,True,7,50.42,5.636796764853556,-0.2551691866108785,True
