Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km,Is_Rural,Hub_ID,Distance_Hub_km,Hub_Latitude,Hub_Longitude,Covered
Nii Ankraman,5.6319696,-0.2589807,58.0,14754.0,WorldPop_2020,suburb,BJ Medical Centre,Clinic,5.6306277,-0.2609306,0.26,0.81,66.43227799155535,False,7,0.68,5.636796764853556,-0.2551691866108785,True
Nii Boi Town,5.6120714,-0.2452097,39.0,73620.0,WorldPop_2020,suburb,Rich Pharmacy,Pharmacy,5.6113988,-0.2439209,0.16,0.93,69.00301514623483,False,7,2.96,5.636796764853556,-0.2551691866108785,True
Nii Nortey Agbo,5.5964299,-0.210363,17.0,80131.0,WorldPop_2020,neighbourhood,Anthon Memorial Hospital,Hospital,5.5937013,-0.2114515,0.33,0.53,71.95154600787373,False,7,6.69,5.636796764853556,-0.2551691866108785,True
Niifio,6.06385,-0.464788,213.0,2398.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.040978,-0.4435667,3.46,0.47,15.492225011398356,True,13,27.9,6.314441660273973,-0.4781223835616439,True
Nim Tree Circle,5.5450773,-0.234417,30.0,63816.0,WorldPop_2020,locality,Dialysis Center,Hospital,5.5422583,-0.2291881,0.66,0.63,76.41185442759871,True,7,10.45,5.636796764853556,-0.2551691866108785,True
Nima,5.5639635,-0.7118905,96.0,3535.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,2.32,0.81,76.5178102689548,True,7,51.19,5.636796764853556,-0.2551691866108785,True
Nima,5.5820252,-0.1987685,44.0,83152.0,WorldPop_2020,suburb,Lesson Pharmacy,Pharmacy,5.5821056,-0.1984727,0.03,0.93,73.90456848839709,False,7,8.72,5.636796764853556,-0.2551691866108785,True
Nimebeso,6.078713,-1.8568504,130.0,909.0,WorldPop_2020,village/town/hamlet,DOORMOSH,Clinic,5.9615088,-1.8845838,13.39,0.53,70.40543826053153,True,8,77.05,6.714017028571429,-1.578396487755102,True
Nimora Kura,8.1464208,-0.0230984,181.0,654.0,WorldPop_2020,isolated_dwelling,Unnamed Pharmacy,Pharmacy,8.2019149,-0.1310091,13.38,0.33,38.540479324937714,True,10,31.67,8.31955012745098,0.20536231960784324,True
Ningo,5.9857876,-0.5062696,226.0,436.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,8.95,0.63,24.892194786029023,True,13,36.68,6.314441660273973,-0.4781223835616439,True
Ningo Kope,6.0015244,0.0540878,69.0,332.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.0807323,0.0414397,8.92,0.33,55.17353773226276,True,7,53.06,5.636796764853556,-0.2551691866108785,True
Ningo Kope,7.7282995,-0.2190977,87.0,297.0,WorldPop_2020,village/town/hamlet,T T medicine shop,Pharmacy,7.7931639,-0.060264,18.93,0.81,24.060923824160312,True,10,80.66,8.31955012745098,0.20536231960784324,False
Nininsin,5.7590044,-0.7302421,162.0,261.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,3.65,0.81,58.27982779478373,True,7,54.29,5.636796764853556,-0.2551691866108785,True
Ninkyininkyi,7.2586925,-1.8892702,273.0,424.0,WorldPop_2020,village/town/hamlet,Adaa CHPS Compound,Clinic,7.2445264,-1.8550088,4.09,0.81,60.0529423638451,True,1,49.89,7.707216,-1.9018804730769232,True
Ninting,7.0052392,-1.4365486,477.0,1153.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,5.3,0.53,7.8416260814473215,True,8,35.97,6.714017028571429,-1.578396487755102,True
Ninto,5.7051347,-0.7615623,128.0,1313.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,8.42,0.81,65.16805214456043,True,7,56.55,5.636796764853556,-0.2551691866108785,True
Nipahiamoa,7.7202753,-1.8403525,331.0,471.0,WorldPop_2020,village/town/hamlet,Anoma Health Center,Hospital,7.7836552,-1.8712659,7.83,0.53,89.12360057511951,True,1,6.93,7.707216,-1.9018804730769232,True
Nitibi,5.4204273,-1.4780581,112.0,1803.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,4.32,0.81,139.7048955673237,True,2,20.83,5.250318833333333,-1.5568655866666665,True
Njau,7.8567476,-2.3509269,269.0,1675.0,WorldPop_2020,village/town/hamlet,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,0.25,0.81,138.66634645178388,True,1,52.19,7.707216,-1.9018804730769232,True
Njaya,7.3139095,-1.1828944,190.0,224.0,WorldPop_2020,village/town/hamlet,kofiase health clinic,Clinic,7.1412636,-1.4834676,38.31,0.81,36.38417154347709,True,8,79.72,6.714017028571429,-1.578396487755102,True
Njobilibo,9.377104,0.3346539,126.0,261.0,WorldPop_2020,village/town/hamlet,Tobal Clinic,Clinic,9.4488207,0.4769018,17.52,0.63,164.59855530269843,True,3,46.14,9.697704974074075,0.06749332962962973,True
Nkaasu,6.4628987,-1.9421927,204.0,654.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,19.47,0.92,67.56861438581464,True,8,48.93,6.714017028571429,-1.578396487755102,True
Nkakaa,5.6206263,-2.2034764,56.0,584.0,WorldPop_2020,village/town/hamlet,Jones Aid,Clinic,5.6631695,-2.3295463,14.73,0.53,69.44280777954748,True,9,28.71,5.670289039344262,-2.458074481967213,True
Nkamponanse,5.2962792,-2.0002334,71.0,4510.0,WorldPop_2020,locality,Adom Chemical Shop,Pharmacy,5.2969926,-2.0001702,0.08,0.81,111.673401986532,True,2,49.36,5.250318833333333,-1.5568655866666665,True
Nkanchina,8.4616293,0.0655915,116.0,1460.0,WorldPop_2020,village/town/hamlet,ECG Hospital,Hospital,8.4572269,-0.0124025,8.59,0.53,73.88695186561544,True,10,22.05,8.31955012745098,0.20536231960784324,True
Nkandar,5.2452494,-1.2143728,75.0,911.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,3.73,0.67,135.83280671729457,True,2,37.93,5.250318833333333,-1.5568655866666665,True
Nkanfoa,5.1404084,-1.2421676,40.0,11620.0,WorldPop_2020,village/town/hamlet,Atta Mills Clinic,Clinic,5.1423082,-1.244005,0.29,0.81,146.88367693703452,True,2,36.93,5.250318833333333,-1.5568655866666665,True
Nkansah Djan,5.5905665,-0.2085431,40.0,85954.0,WorldPop_2020,neighbourhood,Sape Agbo Memorial Hospital,Doctor,5.5922646,-0.2082311,0.19,0.81,72.62894114542439,False,7,7.28,5.636796764853556,-0.2551691866108785,True
Nkansakrom,6.7916598,-1.2400952,243.0,317.0,WorldPop_2020,village/town/hamlet,Bodomase Clinic,Hospital,6.8898446,-1.2519242,11.0,0.92,33.21359531490285,True,8,38.34,6.714017028571429,-1.578396487755102,True
Nkantanka,7.4905425,-2.6292783,353.0,2556.0,WorldPop_2020,village/town/hamlet,Dr. Larbi Clinic,Hospital,7.4438905,-2.5935659,6.51,0.63,145.56935565298298,True,12,60.39,6.964500993939394,-2.4931057818181817,True
Nkaseim,6.8633228,-2.4470796,194.0,4576.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.8636138,-2.4477957,0.09,0.61,75.46013432404847,True,12,12.34,6.964500993939394,-2.4931057818181817,True
Nkatease,5.9986239,-0.5568293,196.0,626.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,13.15,0.63,25.676499656927703,True,13,36.18,6.314441660273973,-0.4781223835616439,True
Nkawanda No 1,6.4931357,-0.6790913,212.0,904.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,3.02,0.33,41.17727509537117,True,13,29.8,6.314441660273973,-0.4781223835616439,True
Nkawanda No 2,6.498676,-0.693257,196.0,621.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,4.67,0.33,42.64411753924015,True,13,31.38,6.314441660273973,-0.4781223835616439,True
Nkawie,6.4237496,-2.4655275,165.0,802.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,9.85,0.81,26.81682088481208,True,12,60.21,6.964500993939394,-2.4931057818181817,True
Nkawie,6.667897,-1.809725,218.0,5234.0,WorldPop_2020,village/town/hamlet,Unnamed Laboratory,Laboratory,6.6615595,-1.8205223,1.39,0.47,63.45449245112172,True,8,26.06,6.714017028571429,-1.578396487755102,True
Nkawkaw,6.552795,-0.769811,232.0,61785.0,GeoNames/OSM,village/town/hamlet,Roman Catholic Hospital,Hospital,6.5466382,-0.7733547,0.79,0.53,52.73313938429123,True,13,41.73,6.314441660273973,-0.4781223835616439,True
Nkawkawasubone,6.5365497,-0.7758451,248.0,47968.0,GeoNames/OSM,village/town/hamlet,Agyakwa Hospital,Hospital,6.5383131,-0.7672648,0.97,0.53,51.89596004377314,True,13,41.14,6.314441660273973,-0.4781223835616439,True
Nkawkawkuma,6.5557144,-0.7612324,235.0,47968.0,GeoNames/OSM,village/town/hamlet,Alpha Homeopathic & Boatnic Medical Clinic,Hospital,6.5558643,-0.7554059,0.64,0.53,52.33374865478379,True,13,41.21,6.314441660273973,-0.4781223835616439,True
Nkawkawsem,6.6399815,-0.8689432,227.0,377.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,10.16,0.53,67.27247274315131,True,13,56.35,6.314441660273973,-0.4781223835616439,True
Nkawnta,8.5650558,-0.4963391,177.0,1611.0,WorldPop_2020,village/town/hamlet,Salaga Hospital,Hospital,8.5427463,-0.5042297,2.63,0.63,100.1872292735022,True,10,81.87,8.31955012745098,0.20536231960784324,False
Nkeekaamu,7.5007807,-1.5930283,186.0,789.0,WorldPop_2020,village/town/hamlet,St. Theresia Hospital,Hospital,7.570285,-1.7040502,14.47,0.53,54.41614669828392,True,1,41.06,7.707216,-1.9018804730769232,True
Nkenkaasu,7.3207715,-1.9042307,340.0,2721.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,0.21,0.53,64.41857794401805,True,1,42.97,7.707216,-1.9018804730769232,True
Nketepa,6.676015,-0.4078406,91.0,1752.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,9.3,0.67,52.51479757073066,True,13,40.95,6.314441660273973,-0.4781223835616439,True
Nketiakurom,7.7937735,-0.2461651,135.0,1328.0,WorldPop_2020,village/town/hamlet,T T medicine shop,Pharmacy,7.7931639,-0.060264,20.48,0.81,25.77709620332941,True,10,76.74,8.31955012745098,0.20536231960784324,True
Nkodinso,7.1848596,-2.1353522,282.0,433.0,WorldPop_2020,isolated_dwelling,St. John of God Hospital,Hospital,7.1762749,-2.0976539,4.27,0.53,84.07896958132793,True,12,46.46,6.964500993939394,-2.4931057818181817,True
Nkodjo,5.3561897,-0.972338,76.0,4363.0,WorldPop_2020,village/town/hamlet,GHS,Clinic,5.3833164,-0.9250126,6.05,0.92,110.2675354763132,True,2,65.78,5.250318833333333,-1.5568655866666665,True
Nkoduase,6.36613,-1.6974601,188.0,478.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,16.44,0.63,83.5753956880136,True,8,40.86,6.714017028571429,-1.578396487755102,True
Nkokorabom,6.7075747,-1.4677879,292.0,3906.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,1.15,0.82,39.42974929783772,True,8,12.24,6.714017028571429,-1.578396487755102,True
Nkonkonso,5.2647766,-1.3861737,122.0,15.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,15.45,0.67,146.96306211377316,True,2,18.97,5.250318833333333,-1.5568655866666665,True
Nkonsa,6.1962261,-1.3257736,183.0,513.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,34.28,0.53,95.14522471295754,True,8,63.98,6.714017028571429,-1.578396487755102,True
Nkonsia,7.6716612,-2.105537,310.0,2253.0,WorldPop_2020,village/town/hamlet,Methodist Hospital Wenchi,Hospital,7.7380768,-2.1113099,7.41,0.53,104.77751088356396,True,1,22.79,7.707216,-1.9018804730769232,True
Nkonya,6.282859,-2.6237662,167.0,867.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,10.12,0.81,19.02461787736342,True,9,70.54,5.670289039344262,-2.458074481967213,True
Nkonya Wurupong,7.1795419,0.3365959,150.0,4733.0,WorldPop_2020,village/town/hamlet,Alavanyo Wudidi Health Centre,Health_Post,7.1199477,0.3579118,7.03,0.67,78.51360215715498,True,0,19.02,7.010195706040268,0.36073386979865807,True
Nkorankwagya,7.8800913,-2.3180777,270.0,6026.0,WorldPop_2020,village/town/hamlet,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,4.62,0.81,137.5968005089414,True,1,49.72,7.707216,-1.9018804730769232,True
Nkoranza,5.367978,-0.7973034,72.0,1376.0,WorldPop_2020,village/town/hamlet,Ngyiresi CHPS Compound,Clinic,5.3511022,-0.8436953,5.47,0.81,100.16471405767383,True,7,67.04,5.636796764853556,-0.2551691866108785,True
Nkoranza,6.5935939,-1.6639406,234.0,4509.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,1.32,0.53,59.5429799595468,True,8,16.39,6.714017028571429,-1.578396487755102,True
Nkoranza,7.5624941,-1.703932,336.0,35401.0,GeoNames/OSM,village/town/hamlet,St. Theresia Hospital,Hospital,7.570285,-1.7040502,0.87,0.53,66.27628503553657,True,1,27.11,7.707216,-1.9018804730769232,True
Nkotem,6.0039282,-1.4840126,126.0,561.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,27.56,0.81,112.48585284529628,True,8,79.64,6.714017028571429,-1.578396487755102,True
Nkotumso,5.9996621,-1.9193595,131.0,3134.0,WorldPop_2020,village/town/hamlet,Site Clinic,Clinic,5.9579531,-1.9327129,4.87,0.53,65.7277690997451,True,9,69.95,5.670289039344262,-2.458074481967213,True
Nkowi,6.5411367,-1.4027192,121.0,321.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,11.19,0.53,56.80466557209181,True,8,27.31,6.714017028571429,-1.578396487755102,True
Nkowinkwanta,6.5599566,-1.3930643,235.0,529.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,13.46,0.53,54.69788852921064,True,8,26.69,6.714017028571429,-1.578396487755102,True
Nkra,6.4865308,-2.9160663,177.0,164.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,7.47,0.81,58.43168234475672,True,12,70.75,6.964500993939394,-2.4931057818181817,True
Nkrampo,7.359785,-1.5593259,271.0,930.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,5.59,0.61,38.83874604212035,True,1,54.02,7.707216,-1.9018804730769232,True
Nkran,5.6671147,-0.7723931,105.0,1963264.0,GeoNames/OSM,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,6.13,0.81,69.37230358169263,True,7,57.33,5.636796764853556,-0.2551691866108785,True
Nkranfo,5.5741033,-0.7469139,89.0,604.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,5.85,0.81,77.07828867342232,True,7,54.86,5.636796764853556,-0.2551691866108785,True
Nkrankese,5.9289704,-1.4246956,112.0,561.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,28.41,0.81,112.4699138775576,True,2,76.87,5.250318833333333,-1.5568655866666665,True
Nkrankese,7.2642919,-2.3030788,248.0,629.0,WorldPop_2020,village/town/hamlet,THOMAS AND THOMAS,Clinic,7.3023932,-2.2951265,4.33,0.53,103.9748452478228,True,12,39.38,6.964500993939394,-2.4931057818181817,True
Nkrankese,7.3101831,-2.484406,276.0,264.0,WorldPop_2020,village/town/hamlet,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,9.18,0.81,124.62618387598305,True,12,38.45,6.964500993939394,-2.4931057818181817,True
Nkranketewa,7.2887628,-2.4837443,268.0,163.0,WorldPop_2020,village/town/hamlet,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,8.9,0.81,122.396466701943,True,12,36.07,6.964500993939394,-2.4931057818181817,True
Nkrankrom,6.6687709,-2.3344858,205.0,381.0,WorldPop_2020,village/town/hamlet,Goemat Pharmacy,Pharmacy,6.6927098,-2.4422716,12.2,0.81,56.3310835266454,True,12,37.26,6.964500993939394,-2.4931057818181817,True
Nkrankrom,6.7846737,-2.5447512,204.0,435.0,WorldPop_2020,village/town/hamlet,Cross Care Clinic,Clinic,6.7913022,-2.5173483,3.11,0.53,66.98112321920362,True,12,20.79,6.964500993939394,-2.4931057818181817,True
Nkrankrom,6.9188809,-2.50175,214.0,337.0,WorldPop_2020,village/town/hamlet,Apenamadi chips compound,Clinic,6.9264342,-2.4563998,5.08,0.81,81.51306054882346,True,12,5.16,6.964500993939394,-2.4931057818181817,True
Nkrankrom,7.0768705,-2.4247197,243.0,440.0,WorldPop_2020,village/town/hamlet,Atronie Health Center,Clinic,7.1593665,-2.404393,9.44,0.53,99.18345522895376,True,12,14.6,6.964500993939394,-2.4931057818181817,True
Nkrankrom,7.1998988,-2.3321512,247.0,550.0,WorldPop_2020,village/town/hamlet,Atronie Health Center,Clinic,7.1593665,-2.404393,9.16,0.53,105.80087413306286,True,12,31.63,6.964500993939394,-2.4931057818181817,True
Nkrankrom,7.4973852,-2.0952322,354.0,1371.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,8.73,0.53,92.42086470296154,True,1,31.6,7.707216,-1.9018804730769232,True
Nkrankrom,7.6229339,-2.40686,255.0,821.0,Imputed,village/town/hamlet,Dagadu CHPS Compound,Health_Post,7.6114215,-2.3864246,2.59,0.53,129.10990024394778,True,1,56.43,7.707216,-1.9018804730769232,True
Nkrankwanta,7.0257234,-3.0442034,251.0,7367.0,WorldPop_2020,village/town/hamlet,Nkrankwanta Government Hospital,Hospital,7.0205959,-3.0532075,1.15,0.53,111.96898608457894,True,12,61.2,6.964500993939394,-2.4931057818181817,True
Nkroful,4.967695,-2.322883,16.0,169.0,WorldPop_2020,village/town/hamlet,Queensville West Medical Diagnostic,Clinic,4.9387659,-2.3513415,4.5,0.81,135.4722777183707,True,9,79.55,5.670289039344262,-2.458074481967213,True
Nkroful,6.0896858,-2.0052038,166.0,503.0,WorldPop_2020,village/town/hamlet,Site Clinic,Clinic,5.9579531,-1.9327129,16.7,0.53,54.02468667115018,True,9,68.44,5.670289039344262,-2.458074481967213,True
Nkroma,6.6171926,-1.9826185,194.0,2654.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,14.16,0.53,73.47821080632295,True,8,45.92,6.714017028571429,-1.578396487755102,True
Nkronso,6.1388025,-0.488261,250.0,5335.0,WorldPop_2020,village/town/hamlet,Maryland Clinic,Clinic,6.18275,-0.472341,5.19,0.81,8.461866731394062,True,13,19.56,6.314441660273973,-0.4781223835616439,True
Nkronua Anafu,6.258308,-2.0864712,175.0,760.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,13.22,0.92,44.8502773935542,True,8,75.62,6.714017028571429,-1.578396487755102,True
Nkuban,5.5931839,-1.1507186,112.0,84.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,28.07,0.61,103.09926220793352,True,2,58.95,5.250318833333333,-1.5568655866666665,True
Nkubem,7.3927989,-1.8263188,306.0,651.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,11.73,0.53,61.399865422151045,True,1,35.94,7.707216,-1.9018804730769232,True
Nkubeta,6.9093524,-0.2424516,211.0,351.0,WorldPop_2020,village/town/hamlet,Tease Health Centre,Health_Center,6.9360659,-0.252574,3.17,0.67,64.58155798233179,True,0,67.51,7.010195706040268,0.36073386979865807,True
Nkujua,7.1459954,-1.2881747,155.0,449.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,17.41,0.53,14.764289184122417,True,8,57.74,6.714017028571429,-1.578396487755102,True
Nkukua Buoho,6.7947443,-1.6459123,280.0,2140.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.7937465,-1.6446384,0.18,0.61,40.66245691274299,True,8,11.67,6.714017028571429,-1.578396487755102,True
Nkum,5.6291842,-0.8367774,112.0,3892.0,WorldPop_2020,village/town/hamlet,Odoben Health Center,Health_Center,5.6331868,-0.885386,5.4,0.67,76.7652727753302,True,7,64.37,5.636796764853556,-0.2551691866108785,True
Nkumkurom,5.8348136,-0.2042583,157.0,493.0,WorldPop_2020,village/town/hamlet,MBC Pharmacy,Pharmacy,5.7826082,-0.1775058,6.52,0.81,48.70914095740181,True,7,22.73,5.636796764853556,-0.2551691866108785,True
Nkurakan,5.9445238,-0.7944489,170.0,1019.0,WorldPop_2020,village/town/hamlet,ST. DOMINIC CATHOLIC HOSPITAL,Hospital,6.0476654,-0.7984533,11.48,0.53,47.97194353494131,True,13,53.99,6.314441660273973,-0.4781223835616439,True
Nkurakan,6.1264003,-0.2126792,239.0,6717.0,WorldPop_2020,village/town/hamlet,EverCare Pharmacy,Pharmacy,6.1284523,-0.2123742,0.23,0.81,27.18853597978263,True,13,36.03,6.314441660273973,-0.4781223835616439,True
Nkurakan,6.281136,-0.7617831,171.0,2143.0,WorldPop_2020,village/town/hamlet,Abomosu Clinic,Hospital,6.3001218,-0.7342024,3.71,0.81,35.98473478814896,True,13,31.57,6.314441660273973,-0.4781223835616439,True
Nkurakan,6.6381558,-0.9246991,224.0,642.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,11.86,0.53,68.65961081150708,True,13,61.07,6.314441660273973,-0.4781223835616439,True
Nkwaben,7.4961582,-1.7395221,352.0,4674.0,WorldPop_2020,village/town/hamlet,HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,7.39,0.53,62.56268107941693,True,1,29.51,7.707216,-1.9018804730769232,True
Nkwabeng,7.3459101,-2.3243085,292.0,10590.0,WorldPop_2020,suburb,Healthlane Clinic,Clinic,7.3431512,-2.3274742,0.46,0.92,108.58176016067912,False,12,46.32,6.964500993939394,-2.4931057818181817,True
Nkwabirem,7.0449159,-1.3549945,449.0,847.0,WorldPop_2020,village/town/hamlet,Cross Medical Centre,Hospital,7.0083949,-1.3759923,4.68,0.63,3.533087504692713,True,8,44.29,6.714017028571429,-1.578396487755102,True
Nkwaeso,7.558792,-1.9913565,388.0,4908.0,WorldPop_2020,suburb,Manu Yaa pharmacy,Pharmacy,7.5610717,-1.9850817,0.74,0.81,87.09710413243042,False,1,19.23,7.707216,-1.9018804730769232,True
Nkwaeso,7.6387502,-1.8665013,369.0,449.0,WorldPop_2020,suburb,Manu Yaa pharmacy,Pharmacy,7.6410295,-1.8602265,0.74,0.81,83.63836279306344,False,1,8.55,7.707216,-1.9018804730769232,True
Nkwakaw,5.4923653,-1.2752,140.0,728.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,22.96,0.81,120.82611687319756,True,2,41.19,5.250318833333333,-1.5568655866666665,True
