Facility_Name,Facility_Type,Latitude,Longitude,Data_Sources,Confidence_Score,OSM_ID,Operator
Medical Lab Pharmacy,Pharmacy,9.4036343,-0.851353,"OSM,HDX,healthsites",0.82,6657361534,
Medicap Pharmacy,Pharmacy,7.3983294,-1.9555984,"OSM,HDX,healthsites",0.81,6535950992,
Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,"OSM,HDX,healthsites",0.81,7502297591,
Medicines Plus Pharmacy,Pharmacy,5.5732555,-0.1979428,"OSM,HDX,healthsites",0.82,3837992784,
Medimart,Pharmacy,5.6279561,-0.1511863,"OSM,HDX,healthsites",0.81,6446698787,
Medimart,Pharmacy,5.6028695,-0.1762717,"OSM,HDX,healthsites",0.81,6451360488,
Medipoint,Pharmacy,5.5684141,-0.1743606,"OSM,HDX,healthsites",0.82,3229726703,
Meditab Pharmacy,Pharmacy,5.6597419,-0.1511167,"OSM,HDX",0.67,12619925596,
Medmina Pharmacy,Pharmacy,5.6838704,-0.1657428,"OSM,HDX,healthsites",0.81,6253505995,
Menri Pharmacy,Pharmacy,6.6939109,-1.6292994,OSM,0.53,791233744,
Meprio Pharmacy,Pharmacy,6.6613061,-1.5632219,"OSM,HDX,healthsites",0.92,12021416361,unknown
Messiah Pharmacy,Pharmacy,5.6100976,-0.234288,"OSM,HDX,healthsites",0.81,10261041505,
Mgl,Pharmacy,4.9647623,-1.6932361,"OSM,HDX,healthsites",0.81,9609552255,
Micheal Quaique Otc Medicine Seller,Pharmacy,5.6430415,-0.2351851,OSM,0.63,615818856,private_profit
Michrisma,Pharmacy,5.6274826,-0.0926033,"OSM,HDX,healthsites",0.81,6698137436,
Midpoint Pharmacy,Pharmacy,5.6375719,-0.2171055,"OSM,HDX,healthsites",0.81,7933833160,
Mikaddo Pharmacy Limited,Pharmacy,6.697131,-1.6225313,"OSM,HDX,healthsites",0.81,6936362984,
Mile Seven pharmacy,Pharmacy,5.6309957,-0.2437834,OSM,0.53,460123227,
Millan Elements,Pharmacy,5.6179407,-0.0717734,"OSM,HDX,healthsites",0.81,6746346239,
Millennium Pharmacy,Pharmacy,4.9350361,-1.7138103,"OSM,HDX,healthsites",0.81,7761436002,
Miney Pharmacy,Pharmacy,7.3339371,-2.3206856,"OSM,HDX,healthsites",0.81,6814430285,
MiniMax Pharmacy,Pharmacy,5.697003,-0.2034261,"OSM,HDX,healthsites",0.81,8873554755,
Mizfred Pharmacy,Pharmacy,5.7148579,-0.1832644,"OSM,HDX,healthsites",0.81,10246647004,
Mobimed Pharmacy,Pharmacy,5.5930445,-0.0907846,"OSM,HDX,healthsites",0.82,6493148330,
Mocel Pharmacy,Pharmacy,5.775165,-0.0014061,"OSM,HDX,healthsites",0.81,10281418287,
Modem Pharmacy Limited,Pharmacy,5.7433611,-0.1770306,"OSM,HDX,healthsites",0.81,7859194100,
Mohammad Pharmacy,Pharmacy,9.2191345,-1.8579042,"OSM,HDX,healthsites",0.81,5831982644,
Mohammed Alidu Chemicals,Pharmacy,9.4224053,-0.8110579,"OSM,HDX,healthsites",0.82,6657452993,
Mohammed Issah,Pharmacy,9.8991768,-2.3544997,"OSM,HDX,healthsites",0.81,13208372240,
Mosan Frontline Pharmacy,Pharmacy,4.9091566,-1.7700236,"OSM,HDX,healthsites",0.81,7745148441,
Mosmay Pharmacy,Pharmacy,5.1344727,-1.2776064,"OSM,HDX,healthsites",0.82,6556867994,
Mossay Pharmacy,Pharmacy,7.3359665,-2.3271877,"OSM,HDX,healthsites",0.81,6503866985,
Mrs Rose Pharmacy,Pharmacy,5.1258601,-1.2773846,"OSM,HDX,healthsites",0.81,8094363594,
Multi Pavum,Pharmacy,9.3956423,-0.8247706,"OSM,HDX,healthsites",0.82,1799109618,
Mutaru Chemist,Pharmacy,9.2193258,-1.859255,"OSM,HDX,healthsites",0.81,5832300522,
Mutti Pharmacy,Pharmacy,5.6076574,-0.1259632,"OSM,HDX,healthsites",0.82,7348800679,
Muzey Drug Store,Pharmacy,6.804121,-2.5193234,"OSM,HDX,healthsites",0.81,6715840101,
MycroChemist Pharmacy,Pharmacy,5.6477194,-0.1515105,"OSM,HDX,healthsites",0.81,7127806850,
N. O. Armah - Agyemang chemical store,Pharmacy,5.1131129,-1.2467291,"OSM,HDX,healthsites",0.81,6610013524,
NEA Pharmacy,Pharmacy,5.6027124,-0.2363711,"OSM,HDX,healthsites",0.81,6490356674,
NGPACK Pharmacy,Pharmacy,5.7046943,-0.1711167,"OSM,HDX,healthsites",0.81,9209889400,
Naayas Medical Centre,Pharmacy,9.4236847,-0.8080372,"OSM,HDX,healthsites",0.82,6657452996,
Nadorg,Pharmacy,5.6045811,-0.2021378,"OSM,HDX,healthsites",0.81,11384240052,
Nako,Pharmacy,6.7003567,-1.5949466,"OSM,HDX,healthsites",0.81,4171178747,
Nakopat Pharmacy,Pharmacy,5.56492,-0.2345585,"OSM,HDX,healthsites",0.81,6247611198,
Nana Panin Herbal And Research Centre,Pharmacy,5.578977,-0.2002323,"OSM,HDX,healthsites",0.93,6976854419,private_profit
Nardorg Pharmacy,Pharmacy,5.6051659,-0.2030474,"OSM,HDX,healthsites",0.81,6100969250,
Nascata Pharmacy Limited,Pharmacy,5.6758049,-0.1734678,"OSM,HDX,healthsites",0.81,5209798110,
Nat & Sons,Pharmacy,5.6106418,-1.5499547,"OSM,HDX,healthsites",0.81,10266610821,
Nat & Sons Pharmacy,Pharmacy,5.1318509,-1.2758096,"OSM,HDX,healthsites",0.82,6508243726,
Ndeogo Regina,Pharmacy,10.7912035,-0.8455273,"OSM,HDX,healthsites",0.81,7091255034,
Nectar Pharmacy,Pharmacy,5.5678949,-0.2430072,"OSM,HDX,healthsites",0.81,3073611741,
Nesta,Pharmacy,5.6028609,-0.2419394,"OSM,HDX,healthsites",0.82,5963528280,
Nesta Pharmacy,Pharmacy,5.5969414,-0.2310061,"OSM,HDX,healthsites",0.81,7881392996,
New Discovery Pharmacy,Pharmacy,5.6047937,-0.2586139,"OSM,HDX,healthsites",0.81,2815197868,
New Discovery Pharmacy,Pharmacy,5.641063,-0.2401852,"OSM,HDX,healthsites",0.81,7774301190,
New Site,Pharmacy,5.7131306,-0.1720332,"OSM,HDX,healthsites",0.81,12727103513,
NexrCap,Pharmacy,5.6754143,-0.1232118,"OSM,HDX,healthsites",0.81,8571994317,
Next Care,Pharmacy,5.6756494,-0.1228576,"OSM,HDX,healthsites",0.81,12551211008,
Nhyira Pharmacy,Pharmacy,5.5334698,-0.4295575,"OSM,HDX,healthsites",0.81,6950451591,
Nikos Pharmacy,Pharmacy,5.6090016,-0.2444046,"OSM,HDX,healthsites",0.93,6290813212,private_profit
Nima Highway Pharmacy,Pharmacy,5.5789653,-0.1999309,"OSM,HDX,healthsites",0.82,6950331680,
Nissi Pharmacy,Pharmacy,5.6858772,-0.1657648,"OSM,HDX,healthsites",0.81,6253504385,
Nock Chemists Limited,Pharmacy,4.9001208,-1.7640048,"OSM,HDX,healthsites",0.93,5859872286,Nuako Family
Nola,Pharmacy,5.6411278,-0.1190853,"OSM,HDX,healthsites",0.81,5725952521,
Nolan Ghana,Pharmacy,5.6953761,-0.1102455,"OSM,HDX",0.67,12658021279,
Nolan Group Pharmacy,Pharmacy,5.647088,-0.0764485,"OSM,HDX,healthsites",0.82,10891372642,
Norkids,Pharmacy,5.6166186,-0.0623156,"OSM,HDX,healthsites",0.82,7154060541,
Novomed,Pharmacy,5.6227053,-0.3018546,"OSM,HDX,healthsites",0.82,7856510593,
Nuhu Hawa Jimba,Pharmacy,10.1373341,-2.3558967,"OSM,HDX,healthsites",0.81,13192517497,
Nyaah Pharmacy,Pharmacy,5.6273579,-0.1462456,"OSM,HDX,healthsites",0.81,4239386293,
Nyala Phamacy,Pharmacy,5.5831267,-0.1944032,"OSM,HDX,healthsites",0.82,6975237624,
Nyame Na Aye Medicines License Over The Counter Medical Shop,Pharmacy,6.4226642,-0.8700252,"OSM,HDX,healthsites",0.82,12049183980,
Nyame ne Hene Herbal,Pharmacy,5.6157189,-0.2439415,"OSM,HDX,healthsites",0.93,6277014898,private_profit
Nyankson Amihere,Pharmacy,5.2907287,-2.7773463,"OSM,HDX,healthsites",0.93,7325629085,Mary Armah
O'Nart Pharmacy,Pharmacy,4.9126548,-1.7866416,"OSM,HDX,healthsites",0.81,9609537376,
O. K Pharmacy,Pharmacy,7.352377,-2.3450168,"OSM,HDX,healthsites",0.82,5404139622,
O.K Honesty Pharmacy,Pharmacy,6.6842652,-1.5782163,"OSM,HDX,healthsites",0.81,11396929200,
OBM Pharmacy,Pharmacy,5.7364094,-0.014269,"OSM,HDX,healthsites",0.81,6019652556,
Oakridge Pharmacy - Ayigya,Pharmacy,6.6950026,-1.5684444,"OSM,HDX,healthsites",0.81,11398466380,
Obaapa OTC,Pharmacy,6.6583093,-1.5120207,"OSM,HDX,healthsites",0.82,11009070652,
Obarsi Pharmacy,Pharmacy,9.3991278,-0.8322506,"OSM,HDX,healthsites",0.82,7133423364,
Offshore Pharmacy,Pharmacy,5.6766737,-0.1764381,"OSM,HDX,healthsites",0.81,10650638987,
Offshore Pharmacy,Pharmacy,5.6788504,-0.179026,OSM,0.53,1125972897,
Ofoe's Pharmacy,Pharmacy,6.0997977,0.1262578,"OSM,HDX,healthsites",0.82,9895315827,
Oguaaman Pharmacy,Pharmacy,5.1110396,-1.2413359,"OSM,HDX,healthsites",0.81,8001394707,
Oheneba Pharmacy,Pharmacy,6.6228188,-1.2169826,"OSM,HDX,healthsites",0.81,5715210441,
Okam,Pharmacy,10.9795656,-1.1057123,"OSM,HDX,healthsites",0.81,6542893588,
Okofoni Pharmacy,Pharmacy,7.3428112,-2.2626999,"OSM,HDX,healthsites",0.81,9930507819,
Op Pharmacy,Pharmacy,5.607446,-0.2460546,"OSM,HDX,healthsites",0.81,5727975621,
Opac Pharmacy,Pharmacy,9.3996766,-0.8507399,"OSM,HDX,healthsites",0.82,6657361532,
Origin Chemist,Pharmacy,5.7793367,-0.0002877,"OSM,HDX,healthsites",0.81,10281418286,
Origin Chemist,Pharmacy,5.6393768,-0.1069242,"OSM,HDX,healthsites",0.81,11128865424,
Origin Chemist,Pharmacy,5.6161822,-0.0920026,"OSM,HDX,healthsites",0.82,11212296537,
Origin Chemist,Pharmacy,5.7112465,-0.014896,"OSM,HDX,healthsites",0.81,11748974533,
Osbon Pharmacy,Pharmacy,5.67757,-0.1813994,"OSM,HDX,healthsites",0.82,7252688372,
Osons Chemist,Pharmacy,5.5601699,-0.2129584,"OSM,HDX,healthsites",0.81,6305321317,
Otonya Pharmacy,Pharmacy,5.3285885,-1.9810556,"OSM,HDX,healthsites",0.81,9153615070,
Outbox Pharmacy,Pharmacy,5.7836454,-0.1687572,"OSM,HDX,healthsites",0.82,9132743817,
Over Flowing Grace,Pharmacy,5.6163813,-0.1250078,"OSM,HDX,healthsites",0.81,6700429721,
Over the Counter,Pharmacy,5.5921219,-0.4063928,"OSM,HDX,healthsites",0.81,11248397639,
Owass Pharmacy,Pharmacy,5.2820633,-2.0016527,"OSM,HDX,healthsites",0.81,3793281505,
P.A. Mamattah Chemical Licensed Chemical Seller,Pharmacy,5.7745475,0.0013797,"OSM,HDX,healthsites",0.82,6095245468,
PANCEA PHARMACY,Pharmacy,6.6529401,-1.6424339,"OSM,HDX,healthsites",0.81,12222304103,
PNT Pharmacy,Pharmacy,5.5842416,-0.2312334,"OSM,HDX,healthsites",0.81,5959485126,
Pakscare Pharmacy,Pharmacy,5.6806331,-0.1833093,"OSM,HDX,healthsites",0.81,10289599302,
Palace Pharmaceuticals,Pharmacy,5.5660248,-0.1789112,"OSM,HDX,healthsites",0.81,5775921569,
Palace Pharmacy,Pharmacy,5.5843844,-0.1625714,"OSM,HDX,healthsites",0.81,6938921774,
PalmAid Pharmacy,Pharmacy,5.5735786,-0.1592984,"OSM,HDX,healthsites",0.81,7282918527,
Panacea,Pharmacy,5.6346457,-0.1350806,"OSM,HDX,healthsites",0.81,11328053369,
Panacea Pharmacy,Pharmacy,6.7165468,-1.6300219,"OSM,HDX,healthsites",0.81,6532523822,
Panacea Pharmacy,Pharmacy,6.7157419,-1.5045239,"OSM,HDX,healthsites",0.81,6532644047,
Panacea Pharmacy,Pharmacy,5.6577641,-0.2075202,"OSM,HDX,healthsites",0.81,7637963327,
Parker Pharmacy,Pharmacy,5.6021472,-0.1209413,"OSM,HDX,healthsites",0.81,12025131525,
Paul Opoku,Pharmacy,5.5815057,-0.2015879,"OSM,HDX,healthsites",0.93,6976560804,private_profit
Peace Pharmacy,Pharmacy,6.6911965,-1.65929,"OSM,HDX,healthsites",0.81,6937989712,
Pearllane Pharmacy Ltd.,Pharmacy,6.7459266,-1.7404031,"OSM,HDX,healthsites",0.81,7494706785,
Pebs Pharmacy Limited,Pharmacy,5.6781119,-0.1224695,"OSM,HDX,healthsites",0.81,5301563288,
Penak,Pharmacy,6.8173164,-1.6478957,"OSM,HDX,healthsites",0.81,10726740142,
Pepmay,Pharmacy,5.6132326,-0.073848,"OSM,HDX,healthsites",0.81,6465598585,
Pharma George,Pharmacy,5.6302406,-0.2467304,"OSM,HDX,healthsites",0.81,7170251487,
Pharma Solutions,Pharmacy,5.537693,-0.4017566,"OSM,HDX,healthsites",0.81,5781989254,
Pharma Solutions,Pharmacy,5.5990814,-0.235073,"OSM,HDX,healthsites",0.81,5959485082,
Pharmaceuticals Ghana Limited,Pharmacy,10.0574927,-2.5072258,"OSM,HDX,healthsites",0.81,8957055909,
Pharmacy Council &National Drug,Pharmacy,5.55204,-0.2111612,"OSM,HDX,healthsites",0.81,4430018890,
Pharmacy Healthline & Mart Retail,Pharmacy,6.3494602,-0.4862524,"OSM,HDX,healthsites",0.81,10691785438,
Pharmacy Relics,Pharmacy,6.0918788,-0.255391,"OSM,HDX,healthsites",0.81,6256580101,
Pharmacy Royale,Pharmacy,5.5771907,-0.1654655,"OSM,HDX,healthsites",0.82,6387882669,
Pharmacy Shop,Pharmacy,6.6812314,-1.5736918,OSM,0.53,1080978123,
Pharmancy,Pharmacy,6.1008159,0.1273023,"OSM,HDX,healthsites",0.82,9895395238,
Pharmancy,Pharmacy,6.1024164,0.1273096,"OSM,HDX,healthsites",0.82,9895395243,
Pharmatrust,Pharmacy,5.6085904,-0.2449676,"OSM,HDX,healthsites",0.81,10204507604,
Pharmatrust,Pharmacy,5.6054701,-0.2529806,"OSM,HDX,healthsites",0.82,10617514574,
Pharmatrust Pharmacy,Pharmacy,5.6161888,-0.2290357,"OSM,HDX,healthsites",0.82,7164564613,
Pharmatrust Professional college,Pharmacy,5.552842,-0.3430429,"OSM,HDX,healthsites",0.92,7315829926,Pharmatrust
Phersons Pharmacy,Pharmacy,5.6216908,-0.2307753,"OSM,HDX,healthsites",0.82,5969633908,
Phillis Oduro Sarah Pharmarcy,Pharmacy,5.1746706,-1.120458,"OSM,HDX,healthsites",0.81,8142911215,
Phimed,Pharmacy,6.6822417,-1.6568141,"OSM,HDX,healthsites",0.81,6938008914,
Phinas Pharmacy,Pharmacy,5.2897445,-2.7786723,"OSM,HDX,healthsites",0.93,7325296085,Freda Bonifacio
Phinas Pharmacy,Pharmacy,5.624524,-0.0759671,"OSM,HDX,healthsites",0.81,11068707797,
Pida Chemist Limited,Pharmacy,6.6992648,-1.6305847,"OSM,HDX,healthsites",0.81,10581721664,
Pill Point,Pharmacy,5.5983927,-0.0812179,"OSM,HDX,healthsites",0.82,5714073662,
Pill Point,Pharmacy,5.6678356,-0.1774716,"OSM,HDX,healthsites",0.82,5749720245,
Pill Point Pharmacy,Pharmacy,5.646892,-0.060537,"OSM,HDX,healthsites",0.81,6700705046,
Pill Point Pharmacy,Pharmacy,5.5687083,-0.2867084,"OSM,HDX,healthsites",0.81,9039039190,
PillBox Phamacy,Pharmacy,5.6784112,-0.1741713,"OSM,HDX,healthsites",0.81,10296275200,
Pillpoint,Pharmacy,5.6362297,-0.1035126,"OSM,HDX,healthsites",0.81,6601013046,
Pillpoint Pharmacy,Pharmacy,5.6316754,-0.2520716,"OSM,HDX,healthsites",0.81,7142921288,
Pillpoint Pharmacy (Retail),Pharmacy,5.6470772,-0.1689755,"OSM,HDX,healthsites",0.81,5300409376,
Platinum P-Care,Pharmacy,5.2776429,-1.9949705,"OSM,HDX,healthsites",0.81,9602396344,
Pokuase Pharmacy,Pharmacy,5.6728171,-0.2915176,"OSM,HDX,healthsites",0.81,7799331930,
Poll Point Pharmacy,Pharmacy,5.5851971,-0.1002885,"OSM,HDX,healthsites",0.81,6700466399,
Power Shower Pharmacy,Pharmacy,5.648972,-0.0764754,"OSM,HDX,healthsites",0.82,10948757093,
Praso Pharmacy,Pharmacy,5.6111249,-1.5487222,"OSM,HDX,healthsites",0.81,10284772618,
Premium Pharmacy and Mart,Pharmacy,5.5524154,-0.1783399,"OSM,HDX,healthsites",0.81,6700363806,
Presben Pharmacy Limited,Pharmacy,7.0886248,-2.0267916,"OSM,HDX,healthsites",0.81,7574477905,
Priceline Pharmacy,Pharmacy,6.8715388,-1.5099093,"OSM,HDX,healthsites",0.81,9993863978,
PrijoPharma,Pharmacy,5.6424691,-0.2497405,"OSM,HDX,healthsites",0.81,7316574318,
Prime,Pharmacy,5.6388459,-0.1230814,"OSM,HDX,healthsites",0.81,6446698786,
Prime,Pharmacy,5.6043836,-0.1752295,"OSM,HDX,healthsites",0.81,9123339417,
Prime Pharmacy,Pharmacy,5.6007128,-0.2252321,"OSM,HDX,healthsites",0.81,6593471393,
Prince Obour Mintah Pharmacy,Pharmacy,5.8215851,-2.8225803,"OSM,HDX,healthsites",0.81,8048887331,
Pro-Life Pharmacy,Pharmacy,5.6010349,-0.1198714,"OSM,HDX,healthsites",0.81,1590950161,
Provider Pharmacy,Pharmacy,5.8089251,-2.4368761,"OSM,HDX",0.67,13546460981,
QP Pharmacy,Pharmacy,5.6735972,-0.1146084,"OSM,HDX,healthsites",0.81,12580368164,
QuasiPharma,Pharmacy,5.5526358,-0.1842526,"OSM,HDX,healthsites",0.81,7213787583,
RX Pharmacy,Pharmacy,5.7496538,-0.1825066,"OSM,HDX,healthsites",0.83,7331952065,
Rabille Pharmacy,Pharmacy,5.6059247,-0.2470625,"OSM,HDX,healthsites",0.81,9595225678,
Rabito Pharmacy,Pharmacy,6.2910843,-0.4746788,"OSM,HDX,healthsites",0.81,9922896817,
Rabitto Pharmacy,Pharmacy,6.2913819,-0.4743928,"OSM,HDX,healthsites",0.81,10691788254,
Radiance Pharmacy,Pharmacy,5.6686491,-0.1880574,"OSM,HDX,healthsites",0.81,5210899221,
"Rahma Pharmacy Limited, Yeji",Pharmacy,8.22882,-0.6501933,"OSM,HDX,healthsites",0.82,11329489169,
Raise chemist,Pharmacy,5.6526296,-0.2506619,"OSM,HDX,healthsites",0.81,7267248249,
Range Pharmacy,Pharmacy,6.6812402,-1.6339319,"OSM,HDX,healthsites",0.81,10695762643,
Ranstell Pharmacy,Pharmacy,5.898781,0.5225453,"OSM,HDX,healthsites",0.81,9368231190,
Reanie Chemist Limited,Pharmacy,5.6097826,-0.1804577,"OSM,HDX,healthsites",0.81,5732865813,
Rebeacon Chemists Limited,Pharmacy,5.6659402,-0.2042964,"OSM,HDX,healthsites",0.81,10261046914,
Regent Pharmacy,Pharmacy,5.5661853,-0.2335634,"OSM,HDX,healthsites",0.81,5751454691,
Regiben Pharmacy,Pharmacy,5.358401,-0.6330962,"OSM,HDX,healthsites",0.82,8942194408,
Reinna Pharmacy,Pharmacy,5.6750445,-0.1209314,"OSM,HDX,healthsites",0.81,13061601830,
Rejoice Sename,Pharmacy,5.5086452,-0.3366135,"OSM,HDX,healthsites",0.81,7775298756,
Relish/Akai,Pharmacy,5.5663633,-0.1829188,"OSM,HDX,healthsites",0.81,4462237991,
Retina Pharmacy,Pharmacy,5.6424756,-0.1096018,"OSM,HDX,healthsites",0.81,6502579538,
Revman Pharmacy,Pharmacy,5.609216,-0.2457014,"OSM,HDX,healthsites",0.82,5965868710,
Rhamshiv Pharmacy,Pharmacy,5.6412601,-0.1739646,"OSM,HDX,healthsites",0.81,5235963521,
Rhino Pharmacy,Pharmacy,5.6537763,-0.0641564,"OSM,HDX,healthsites",0.82,10980545163,
Riad,Pharmacy,5.902439,0.9889165,"OSM,HDX,healthsites",0.81,7120536455,
Rich Pharmacy,Pharmacy,5.6113988,-0.2439209,"OSM,HDX,healthsites",0.93,6290813210,private_profit
Richard Kokah Pharmacy,Pharmacy,5.8226662,-2.8213036,"OSM,HDX,healthsites",0.81,8015037289,
Richben Pharmacy Limited,Pharmacy,5.5905479,-0.1814424,"OSM,HDX,healthsites",0.82,5236480338,
Riky Pharmacy,Pharmacy,9.4054438,-0.8414646,"OSM,HDX,healthsites",0.81,1814485423,
Rima-Riva,Pharmacy,6.6957486,-1.6563211,"OSM,HDX,healthsites",0.81,6937973927,
Robbie's Chemist,Pharmacy,5.6009615,-0.2307241,"OSM,HDX,healthsites",0.81,6352298093,
Robert Gyedu Pharmacy,Pharmacy,4.9113515,-1.777753,"OSM,HDX,healthsites",0.81,7745148440,
Rock Chemist,Pharmacy,5.6305756,-0.2350594,"OSM,HDX,healthsites",0.82,5987250116,
Rockwell Pharmacy And Mart,Pharmacy,5.730797,0.0277715,"OSM,HDX,healthsites",0.81,6031380950,
Rokdel,Pharmacy,6.6751253,-1.5587101,"OSM,HDX,healthsites",0.81,11290265326,
Roman Pharmacy Limited,Pharmacy,6.1029224,-0.2664831,"OSM,HDX,healthsites",0.81,6281690204,
Rose Arthur Pharmacy,Pharmacy,5.8229612,-2.8240147,"OSM,HDX,healthsites",0.81,8048899892,
Rose Aryiretey Licenced Chemical Seller,Pharmacy,9.4274108,-0.857189,"OSM,HDX,healthsites",0.82,2509337553,
Rosmond Pharmacy,Pharmacy,5.6093419,-0.1120154,"OSM,HDX,healthsites",0.82,8071501405,
Ryt Pharmacy Ho,Pharmacy,6.6200096,0.4712475,"OSM,HDX,healthsites",0.82,2319464976,
S Fuseini OTC,Pharmacy,5.6718965,-0.1225815,"OSM,HDX,healthsites",0.81,13061587013,
S.A Abande Medical Store,Pharmacy,5.1400038,-1.2451388,"OSM,HDX,healthsites",0.81,8077139065,
S.K Agyapong Over the Canter,Pharmacy,5.6048372,-0.0805365,"OSM,HDX,healthsites",0.81,6478425887,
S.K Nsiah,Pharmacy,6.8040709,-2.516032,"OSM,HDX,healthsites",0.81,6653483985,
SDA Hospital Pharmacy,Pharmacy,6.6995571,-1.6598347,"OSM,HDX,healthsites",0.82,12556609499,
SDG P-Mocent Pharmacy Ltd.,Pharmacy,6.6599124,-1.5287746,"OSM,HDX,healthsites",0.81,11401569432,
Saaka Saeed,Pharmacy,9.9944517,-2.5150058,"OSM,HDX",0.67,13537244660,
Sadas Chemists,Pharmacy,5.5670145,-0.162997,"OSM,HDX,healthsites",0.81,6387882586,
Safe life Pharmacy,Pharmacy,5.107106,-1.2524163,"OSM,HDX,healthsites",0.81,6521200239,
Sakeena Ofosu,Pharmacy,5.6583712,-0.2536678,"OSM,HDX,healthsites",0.81,6975562195,
Salbelia Licenced Chemical Store,Pharmacy,9.4529281,-0.844909,"OSM,HDX,healthsites",0.82,6657453042,
Samsel,Pharmacy,5.6062227,-0.115103,"OSM,HDX,healthsites",0.81,8707722417,
Samuel Ntifful Pharmarcy,Pharmacy,5.1741366,-1.1216926,"OSM,HDX,healthsites",0.81,8142883220,
Sancotex Pharmacy,Pharmacy,5.111872,-1.2453892,"OSM,HDX,healthsites",0.82,6532592716,
Santa,Pharmacy,5.6817878,-0.0501367,"OSM,HDX,healthsites",0.81,6816243585,
Santa Theres Pharmacy,Pharmacy,5.628528,-0.0839941,"OSM,HDX,healthsites",0.82,10970871490,
Sapphire Pharmacy,Pharmacy,5.6918317,-0.0234565,OSM,0.53,930106836,
Saqs Pharmacy,Pharmacy,6.6717718,-1.6051833,"OSM,HDX,healthsites",0.81,6593269623,
Sarps Pharmacy,Pharmacy,6.6890214,-1.6135559,"OSM,HDX,healthsites",0.81,6037962270,
Scab,Pharmacy,7.5931823,-1.9360394,"OSM,HDX,healthsites",0.81,10875107299,
Sebatos,Pharmacy,5.6037136,-0.086643,"OSM,HDX,healthsites",0.92,5714094831,Sebatos Pharmacy Limited
Seed Pharmacy,Pharmacy,5.6824012,-0.1203462,"OSM,HDX,healthsites",0.81,12686045454,
Selack Pharmacy,Pharmacy,6.1292114,0.7952012,"OSM,HDX,healthsites",0.82,12945100702,
Select,Pharmacy,5.5516399,-0.3294584,"OSM,HDX,healthsites",0.81,9738244761,
Senes Pharmacy,Pharmacy,5.7728011,-0.0012935,"OSM,HDX,healthsites",0.82,6095220985,
Senes Pharmacy,Pharmacy,5.6975559,-0.037444,"OSM,HDX,healthsites",0.81,9592393312,
Senes Pharmacy,Pharmacy,5.6220342,-0.0565894,"OSM,HDX,healthsites",0.82,10997377831,
Septal,Pharmacy,5.6005416,-0.2389855,"OSM,HDX,healthsites",0.81,5956685479,
Sergen,Pharmacy,5.5999959,-0.2550004,"OSM,HDX,healthsites",0.82,7215965920,
Seven Stars Chemist Limited,Pharmacy,6.7472086,-1.6397916,"OSM,HDX,healthsites",0.81,6532656562,
Seyama Pharmaceuticals,Pharmacy,5.5819067,-0.2302298,"OSM,HDX,healthsites",0.81,6278004864,
Shapelife Pharmacy,Pharmacy,6.1878525,-0.3640493,"OSM,HDX,healthsites",0.82,12896757065,
Shekiel Pharmacy,Pharmacy,7.3330768,-2.3261551,"OSM,HDX,healthsites",0.81,6503866994,
Sibs Pharmacy Limited,Pharmacy,5.55949,-0.1595029,"OSM,HDX",0.67,13527398544,
Sievako Pharmacy Limited,Pharmacy,5.5916097,-0.2045251,"OSM,HDX,healthsites",0.93,7018299902,private_profit
Sing Praises,Pharmacy,5.6064469,-0.0861401,"OSM,HDX,healthsites",0.81,5708784721,
Sir Swanzy Chemicals,Pharmacy,5.5896952,-0.2583591,"OSM,HDX,healthsites",0.81,7198661876,
Six Stars Pharmacy,Pharmacy,7.3287889,-2.3224953,"OSM,HDX,healthsites",0.81,6504090026,
Skycare Pharmacy,Pharmacy,6.1060628,-0.2476063,"OSM,HDX,healthsites",0.81,6372816494,
Slava Pharmacy,Pharmacy,9.427893,-0.8421459,"OSM,HDX,healthsites",0.82,1815412130,
Solutions Pharmaceuticals Limited,Pharmacy,5.6409902,-0.1774232,"OSM,HDX,healthsites",0.81,5300408284,
Speed Pharmacy,Pharmacy,5.5955838,-0.1336578,"OSM,HDX,healthsites",0.81,5322314854,
St Kem Pharmacy,Pharmacy,5.6680847,-0.1818992,"OSM,HDX,healthsites",0.81,5794952811,
St. Martin's Chemists,Pharmacy,5.289648,-2.7782106,"OSM,HDX,healthsites",0.93,7329467685,Martin Ackah
St.DOMINIC,Pharmacy,6.8496529,-1.3971473,"OSM,HDX,healthsites",0.81,4595157289,
Stadium Pharmacy Limited,Pharmacy,9.4077224,-0.8622684,"OSM,HDX,healthsites",0.81,6544021969,
Star Med,Pharmacy,5.5854364,-0.1022472,"OSM,HDX,healthsites",0.82,7600588293,
Starwin Products Ltd,Pharmacy,5.5589459,-0.2227967,"OSM,HDX,healthsites",0.81,4430009890,
Stellex Pharmacy,Pharmacy,6.6247696,-1.2112917,"OSM,HDX,healthsites",0.81,11203594894,
Sterada Pharmacy Limited,Pharmacy,5.5757875,-0.188781,"OSM,HDX,healthsites",0.82,6892763208,
Stramark Pharmacy,Pharmacy,6.584648,0.4623838,"OSM,HDX,healthsites",0.81,8542710917,
Strong Pharmacy,Pharmacy,5.6451368,-0.0941693,"OSM,HDX,healthsites",0.83,10967534119,
Success Key Pharmacy and Mini Mart,Pharmacy,5.6037671,-0.2434982,"OSM,HDX,healthsites",0.81,10280126882,
