Facility_Name,Latitude,Longitude,Facility_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Jofas Pharmacy,6.4562611,-2.3147008,Pharmacy,28,35.81,True,Zipline
John B. Bawah,5.176745,-1.1215647,Pharmacy,1,7.87,True,MASA
Johnson Mensah Good Name,5.8215717,-2.8202937,Pharmacy,28,54.64,True,Zipline
Joseph Amoah Pharmacy,5.2927949,-2.7772182,Pharmacy,11,25.59,True,MASA
Josly Pharmacy Limited,5.608193,-0.2377348,Pharmacy,25,70.01,True,Zipline
Jowis Chemicals,6.1007712,1.148001,Pharmacy,9,17.91,True,MASA
Joy NK,5.6834885,-0.0357589,Pharmacy,25,73.44,True,Zipline
Joyce Opoku,8.6808515,0.1837241,Pharmacy,13,25.06,True,MASA
Jucad Pharmacy,5.5350595,-0.4225436,Pharmacy,4,29.89,True,MASA
Juli-Dee Supermarket and Pharmacy,5.6730279,-0.1097193,Pharmacy,25,69.67,True,Zipline
Just ask Pharmacy and Mart,5.655305,-0.2627508,Pharmacy,25,64.16,True,Zipline
K-Lynks pharmacy,5.7435489,-0.1534856,Pharmacy,25,60.45,True,Zipline
Kafny Pharmacy,5.5572969,-0.3058845,Pharmacy,25,73.42,True,Zipline
Kaizen Pharma Limited,5.5526814,-0.2720462,Pharmacy,25,74.8,True,Zipline
Kam-Aid,5.7487789,-0.1773508,Pharmacy,25,58.58,True,Zipline
Kama Pharmacy,6.0908034,-0.2573599,Pharmacy,25,24.3,True,Zipline
Kanbok Pharmaceuticals,5.5190092,-0.3887118,Pharmacy,25,76.29,True,Zipline
Ke-nash Pharmacy,5.6060267,-0.2513339,Pharmacy,25,69.76,True,Zipline
Kekule Pharmacy Limited,5.2982263,-1.9905288,Pharmacy,6,9.31,True,MASA
Kelmed Pharmaceuticals,5.5616135,-0.2136577,Pharmacy,25,75.78,True,Zipline
Kendicks Pharmacy Limited,5.3019674,-1.9928854,Pharmacy,6,9.14,True,MASA
Kent Pharmacy,5.6235324,-0.2411166,Pharmacy,25,68.28,True,Zipline
Kess Pharmacy,5.6867292,-0.1848706,Pharmacy,25,64.24,True,Zipline
Kin-Ada,5.5876191,-0.2329546,Pharmacy,25,72.35,True,Zipline
Kinapharma Limited,4.8963414,-1.756629,Pharmacy,3,6.36,True,MASA
Kings pharmacy,5.3721289,-0.6389226,Pharmacy,4,2.01,True,MASA
Kingstreet Pharmacy,5.6049051,-0.1179656,Pharmacy,25,75.74,True,Zipline
Kingsway Pharmacy,5.1111012,-1.2562466,Pharmacy,1,24.47,True,MASA
Kingsway Pharmacy,5.1111112,-1.256352,Pharmacy,1,24.48,True,MASA
Kingsway Pharmacy,5.1303033,-1.2757523,Pharmacy,1,25.67,True,MASA
Kinschem Pharmacy,5.6581155,-0.2529018,Pharmacy,25,64.22,True,Zipline
Kissi Sarpong Pharmacy,5.5365499,-0.7015639,Pharmacy,4,17.58,True,MASA
Kklay,5.6589785,-0.2725149,Pharmacy,25,63.44,True,Zipline
Kofikrom,5.6246723,-0.0685842,Pharmacy,25,76.65,True,Zipline
Kojokrom Pharmacy Limited,4.9651163,-1.7268216,Pharmacy,3,3.67,True,MASA
Krobea Pharmacy,5.6062848,-0.2483441,Pharmacy,25,69.84,True,Zipline
LLoylan Pharmacy Limited,5.632306,-0.0681801,Pharmacy,25,75.97,True,Zipline
La Famille Chemist,5.7412938,-0.0134899,Pharmacy,25,70.16,True,Zipline
Lapaz community pharmacy,5.6113187,-0.2791689,Pharmacy,25,68.3,True,Zipline
Lashibi Chemists Limited,5.6489359,-0.0638427,Pharmacy,25,74.7,True,Zipline
Lasta Pharmacy,6.6241131,-1.213309,Pharmacy,26,51.49,True,Zipline
Late Night Pharmacy,5.571537,-0.1785305,Pharmacy,25,76.17,True,Zipline
Laud K Pharmacy,6.6917774,-1.5475999,Pharmacy,26,44.12,True,Zipline
Leeteng Pharmacy,6.6890594,-1.6072708,Pharmacy,26,47.44,True,Zipline
Lemon,5.6390055,-0.0613318,Pharmacy,25,75.77,True,Zipline
Lena Pharmacy,6.6022801,0.463824,Pharmacy,29,35.61,True,Zipline
Lena Pharmacy,5.6861919,-0.0286489,Pharmacy,25,73.7,True,Zipline
Lesson Pharmacy,5.5820876,-0.1984631,Pharmacy,25,74.25,True,Zipline
Lesson Pharmacy,5.5821056,-0.1984727,Pharmacy,25,74.25,True,Zipline
Letap pharmacy,5.5570022,-0.2194593,Pharmacy,25,76.05,True,Zipline
Lexley Pharmacy,5.7041125,-0.0295113,Pharmacy,25,72.09,True,Zipline
Liberty pharmacy,6.6042279,0.4752645,Pharmacy,29,36.87,True,Zipline
Licensed Over the Counter,5.5110248,-0.3352112,Pharmacy,25,77.88,True,Zipline
Licensed Over-the-Counter Medicine Seller,6.1717203,-0.42519,Pharmacy,25,4.15,True,Zipline
Life Aid Pharmacy,5.6022107,-0.2562462,Pharmacy,25,70.0,True,Zipline
Life Health Care,5.6389363,-0.2412727,Pharmacy,25,66.66,True,Zipline
Life Pharmacy,5.6838365,-0.2829811,Pharmacy,25,60.45,True,Zipline
Life aid Pharmacy,5.6350575,-0.0911859,Pharmacy,25,74.34,True,Zipline
Lightway,7.5908672,-1.9387535,Pharmacy,5,28.47,True,MASA
Linah Asante,5.6080128,-0.1300807,Pharmacy,25,74.8,True,Zipline
Liniven Pharmacy,5.6757392,-0.1913681,Pharmacy,25,65.02,True,Zipline
Link 12 Pharmacy,5.6335449,-0.0763459,Pharmacy,25,75.36,True,Zipline
Listings,5.6310138,-0.2851147,Pharmacy,25,66.02,True,Zipline
Lloyd's Pharmacy,5.5573446,-0.1753128,Pharmacy,25,77.76,True,Zipline
Lobing Pharmacy,5.7501659,-0.0860068,Pharmacy,25,64.18,True,Zipline
Losab Pharmacy,5.8101264,-0.3436711,Pharmacy,25,45.1,True,Zipline
Love pharmacy,5.6600195,-0.2547704,Pharmacy,25,63.95,True,Zipline
Luckies Pharmacy,5.611363,-0.2373339,Pharmacy,25,69.69,True,Zipline
M & N Pharmacy,9.3827362,-0.7979341,Pharmacy,0,1.83,True,MASA
M&G Pharmaceuticals,5.5348169,-0.2113248,Pharmacy,25,78.68,True,Zipline
M&G whole sale division,5.5351294,-0.2111438,Pharmacy,25,78.65,True,Zipline
M.T Azango chemical shop,9.4324262,-0.8607609,Pharmacy,0,7.4,True,MASA
MAG Pharmacy,6.6879024,-1.5837745,Pharmacy,26,46.27,True,Zipline
MBC Pharmacy,5.7826082,-0.1775058,Pharmacy,25,55.36,True,Zipline
MEG Pharmacy,5.142014,-1.2444104,Pharmacy,1,21.97,True,MASA
MEK Pharmacy Limited,6.5962567,0.4438654,Pharmacy,29,33.31,True,Zipline
Mabel Akyaa Waye,6.8050232,-2.5175124,Pharmacy,28,69.37,True,Zipline
Madam Marry Adekurah,10.7915153,-0.791633,Pharmacy,27,49.44,True,Zipline
Madibra Pharmacy,5.2689584,-2.0065884,Pharmacy,6,12.99,True,MASA
Madibra Pharmacy,5.8069297,-2.433751,Pharmacy,28,42.08,True,Zipline
Magic Mitch,5.5881857,-0.1969695,Pharmacy,25,73.68,True,Zipline
Magmitch Pharmacy,5.5881507,-0.1971383,Pharmacy,25,73.68,True,Zipline
Magpat Pharmacy,5.6763602,-0.1509529,Pharmacy,25,67.02,True,Zipline
Maidaal Pharmacy,5.6792722,-0.1919924,Pharmacy,25,64.64,True,Zipline
Mainstreet Pharmacy,9.3940393,-0.8221263,Pharmacy,0,1.4,True,MASA
Makay Pharmacy Limited,5.6273966,-0.067892,Pharmacy,25,76.44,True,Zipline
Malakai Chemist,5.1141672,-1.2603301,Pharmacy,1,24.73,True,MASA
Manu Yaa pharmacy,7.5610717,-1.9850817,Pharmacy,5,22.46,True,MASA
Manu Yaa pharmacy,7.6410295,-1.8602265,Pharmacy,12,22.59,True,MASA
Mapok,5.5883409,-0.0976198,Pharmacy,25,78.44,True,Zipline
Marisa & May Pharmacy,5.617831,-0.0926678,Pharmacy,25,75.88,True,Zipline
Marpe Pharmacy,5.5651715,-0.2136364,Pharmacy,25,75.41,True,Zipline
Mary de Rose Pharmacy,5.579535,-0.247275,Pharmacy,25,72.7,True,Zipline
Marygold Pharmacy Limited,5.1484518,-1.2788072,Pharmacy,1,25.42,True,MASA
Matcare Pharmacy,5.6313147,-0.0900415,Pharmacy,25,74.76,True,Zipline
Mawuena Pharmacy,5.7818376,-0.1753526,Pharmacy,25,55.56,True,Zipline
Max-Health Pharmacy,5.7002563,-0.2027244,Pharmacy,25,62.02,True,Zipline
Maxkins Pharmacy,5.5729583,-0.2310625,Pharmacy,25,73.96,True,Zipline
Maxwell Akoto-Mireku,5.6046972,-0.0880143,Pharmacy,25,77.4,True,Zipline
MayDay Pharmacy,5.5856717,-0.175929,Pharmacy,25,74.84,True,Zipline
McCarthy Hill Pharmacy,5.5235273,-0.326914,Pharmacy,25,76.66,True,Zipline
Mcaliz Pharmacy,5.7109887,-0.1934295,Pharmacy,25,61.41,True,Zipline
Med Aid Pharmacy,5.6464443,-0.1550248,Pharmacy,25,69.73,True,Zipline
Med Court,7.3302991,-2.3193053,Pharmacy,8,21.2,True,MASA
Med-touch pharmacy,5.5715443,-0.2380905,Pharmacy,25,73.86,True,Zipline
MedAid Pharmacy,5.6458863,-0.14367,Pharmacy,25,70.38,True,Zipline
Medcourt Pharmacy,7.3468941,-2.271949,Pharmacy,5,18.67,True,MASA
Medcourt Pharmacy,7.3604253,-2.3472325,Pharmacy,8,23.23,True,MASA
MediTab,5.67393,-0.1937353,Pharmacy,25,65.09,True,Zipline
Media Pharmacy,5.6326336,-0.1397974,Pharmacy,25,71.88,True,Zipline
Medical Lab Pharmacy,9.4036343,-0.851353,Pharmacy,0,4.59,True,MASA
Medicap Pharmacy,7.3983294,-1.9555984,Pharmacy,5,25.77,True,MASA
Medicap Pharmacy,6.8189792,-1.8612681,Pharmacy,26,58.68,True,Zipline
Medicines Plus Pharmacy,5.5732555,-0.1979428,Pharmacy,25,75.18,True,Zipline
Medimart,5.6279561,-0.1511863,Pharmacy,25,71.76,True,Zipline
Medimart,5.6028695,-0.1762717,Pharmacy,25,73.08,True,Zipline
Medipoint,5.5684141,-0.1743606,Pharmacy,25,76.67,True,Zipline
Meditab Pharmacy,5.6597419,-0.1511167,Pharmacy,25,68.63,True,Zipline
Medmina Pharmacy,5.6838704,-0.1657428,Pharmacy,25,65.5,True,Zipline
Menri Pharmacy,6.6939109,-1.6292994,Pharmacy,26,48.29,True,Zipline
Meprio Pharmacy,6.6613061,-1.5632219,Pharmacy,26,47.92,True,Zipline
Messiah Pharmacy,5.6100976,-0.234288,Pharmacy,25,69.94,True,Zipline
Mgl,4.9647623,-1.6932361,Pharmacy,3,4.06,True,MASA
Micheal Quaique Otc Medicine Seller,5.6430415,-0.2351851,Pharmacy,25,66.46,True,Zipline
Michrisma,5.6274826,-0.0926033,Pharmacy,25,74.97,True,Zipline
Midpoint Pharmacy,5.6375719,-0.2171055,Pharmacy,25,67.76,True,Zipline
Mikaddo Pharmacy Limited,6.697131,-1.6225313,Pharmacy,26,47.58,True,Zipline
Mile Seven pharmacy,5.6309957,-0.2437834,Pharmacy,25,67.4,True,Zipline
Millan Elements,5.6179407,-0.0717734,Pharmacy,25,77.09,True,Zipline
Millennium Pharmacy,4.9350361,-1.7138103,Pharmacy,3,0.04,True,MASA
Miney Pharmacy,7.3339371,-2.3206856,Pharmacy,8,21.5,True,MASA
MiniMax Pharmacy,5.697003,-0.2034261,Pharmacy,25,62.31,True,Zipline
Mizfred Pharmacy,5.7148579,-0.1832644,Pharmacy,25,61.55,True,Zipline
Mobimed Pharmacy,5.5930445,-0.0907846,Pharmacy,25,78.36,True,Zipline
Mocel Pharmacy,5.775165,-0.0014061,Pharmacy,25,68.41,True,Zipline
Modem Pharmacy Limited,5.7433611,-0.1770306,Pharmacy,25,59.12,True,Zipline
Mohammad Pharmacy,9.2191345,-1.8579042,Pharmacy,14,16.48,True,MASA
Mohammed Alidu Chemicals,9.4224053,-0.8110579,Pharmacy,0,4.29,True,MASA
Mohammed Issah,9.8991768,-2.3544997,Pharmacy,7,26.4,True,MASA
Mosan Frontline Pharmacy,4.9091566,-1.7700236,Pharmacy,3,6.83,True,MASA
Mosmay Pharmacy,5.1344727,-1.2776064,Pharmacy,1,25.72,True,MASA
Mossay Pharmacy,7.3359665,-2.3271877,Pharmacy,8,21.4,True,MASA
Mrs Rose Pharmacy,5.1258601,-1.2773846,Pharmacy,1,26.01,True,MASA
Multi Pavum,9.3956423,-0.8247706,Pharmacy,0,1.72,True,MASA
Mutaru Chemist,9.2193258,-1.859255,Pharmacy,14,16.54,True,MASA
Mutti Pharmacy,5.6076574,-0.1259632,Pharmacy,25,75.05,True,Zipline
Muzey Drug Store,6.804121,-2.5193234,Pharmacy,28,69.28,True,Zipline
MycroChemist Pharmacy,5.6477194,-0.1515105,Pharmacy,25,69.79,True,Zipline
N. O. Armah - Agyemang chemical store,5.1131129,-1.2467291,Pharmacy,1,23.42,True,MASA
NEA Pharmacy,5.6027124,-0.2363711,Pharmacy,25,70.64,True,Zipline
NGPACK Pharmacy,5.7046943,-0.1711167,Pharmacy,25,63.18,True,Zipline
Naayas Medical Centre,9.4236847,-0.8080372,Pharmacy,0,4.47,True,MASA
Nadorg,5.6045811,-0.2021378,Pharmacy,25,71.78,True,Zipline
Nako,6.7003567,-1.5949466,Pharmacy,26,45.67,True,Zipline
Nakopat Pharmacy,5.56492,-0.2345585,Pharmacy,25,74.68,True,Zipline
Nana Panin Herbal And Research Centre,5.578977,-0.2002323,Pharmacy,25,74.5,True,Zipline
Nardorg Pharmacy,5.6051659,-0.2030474,Pharmacy,25,71.68,True,Zipline
Nascata Pharmacy Limited,5.6758049,-0.1734678,Pharmacy,25,65.9,True,Zipline
Nat & Sons,5.6106418,-1.5499547,Pharmacy,10,13.45,True,MASA
Nat & Sons Pharmacy,5.1318509,-1.2758096,Pharmacy,1,25.62,True,MASA
Ndeogo Regina,10.7912035,-0.8455273,Pharmacy,27,49.61,True,Zipline
Nectar Pharmacy,5.5678949,-0.2430072,Pharmacy,25,74.08,True,Zipline
Nesta,5.6028609,-0.2419394,Pharmacy,25,70.42,True,Zipline
Nesta Pharmacy,5.5969414,-0.2310061,Pharmacy,25,71.44,True,Zipline
New Discovery Pharmacy,5.6047937,-0.2586139,Pharmacy,25,69.65,True,Zipline
New Discovery Pharmacy,5.641063,-0.2401852,Pharmacy,25,66.48,True,Zipline
New Site,5.7131306,-0.1720332,Pharmacy,25,62.31,True,Zipline
NexrCap,5.6754143,-0.1232118,Pharmacy,25,68.66,True,Zipline
Next Care,5.6756494,-0.1228576,Pharmacy,25,68.65,True,Zipline
Nhyira Pharmacy,5.5334698,-0.4295575,Pharmacy,4,29.15,True,MASA
Nikos Pharmacy,5.6090016,-0.2444046,Pharmacy,25,69.69,True,Zipline
Nima Highway Pharmacy,5.5789653,-0.1999309,Pharmacy,25,74.51,True,Zipline
Nissi Pharmacy,5.6858772,-0.1657648,Pharmacy,25,65.3,True,Zipline
Nock Chemists Limited,4.9001208,-1.7640048,Pharmacy,3,6.74,True,MASA
Nola,5.6411278,-0.1190853,Pharmacy,25,72.17,True,Zipline
Nolan Ghana,5.6953761,-0.1102455,Pharmacy,25,67.55,True,Zipline
Nolan Group Pharmacy,5.647088,-0.0764485,Pharmacy,25,74.09,True,Zipline
Norkids,5.6166186,-0.0623156,Pharmacy,25,77.78,True,Zipline
Novomed,5.6227053,-0.3018546,Pharmacy,25,66.44,True,Zipline
Nuhu Hawa Jimba,10.1373341,-2.3558967,Pharmacy,7,22.18,True,MASA
Nyaah Pharmacy,5.6273579,-0.1462456,Pharmacy,25,72.07,True,Zipline
Nyala Phamacy,5.5831267,-0.1944032,Pharmacy,25,74.31,True,Zipline
Nyame Na Aye Medicines License Over The Counter Medical Shop,6.4226642,-0.8700252,Pharmacy,25,52.84,True,Zipline
Nyame ne Hene Herbal,5.6157189,-0.2439415,Pharmacy,25,69.0,True,Zipline
Nyankson Amihere,5.2907287,-2.7773463,Pharmacy,11,25.36,True,MASA
O'Nart Pharmacy,4.9126548,-1.7866416,Pharmacy,3,8.41,True,MASA
O. K Pharmacy,7.352377,-2.3450168,Pharmacy,8,22.44,True,MASA
O.K Honesty Pharmacy,6.6842652,-1.5782163,Pharmacy,26,46.34,True,Zipline
OBM Pharmacy,5.7364094,-0.014269,Pharmacy,25,70.5,True,Zipline
Oakridge Pharmacy - Ayigya,6.6950026,-1.5684444,Pharmacy,26,44.79,True,Zipline
Obaapa OTC,6.6583093,-1.5120207,Pharmacy,26,46.22,True,Zipline
Obarsi Pharmacy,9.3991278,-0.8322506,Pharmacy,0,2.57,True,MASA
Offshore Pharmacy,5.6766737,-0.1764381,Pharmacy,25,65.66,True,Zipline
Offshore Pharmacy,5.6788504,-0.179026,Pharmacy,25,65.32,True,Zipline
Ofoe's Pharmacy,6.0997977,0.1262578,Pharmacy,29,43.41,True,Zipline
Oguaaman Pharmacy,5.1110396,-1.2413359,Pharmacy,1,22.98,True,MASA
Oheneba Pharmacy,6.6228188,-1.2169826,Pharmacy,26,51.48,True,Zipline
Okam,10.9795656,-1.1057123,Pharmacy,27,77.7,True,Zipline
Okofoni Pharmacy,7.3428112,-2.2626999,Pharmacy,5,18.48,True,MASA
Op Pharmacy,5.607446,-0.2460546,Pharmacy,25,69.79,True,Zipline
Opac Pharmacy,9.3996766,-0.8507399,Pharmacy,0,4.34,True,MASA
Origin Chemist,5.7793367,-0.0002877,Pharmacy,25,68.18,True,Zipline
Origin Chemist,5.6393768,-0.1069242,Pharmacy,25,73.02,True,Zipline
Origin Chemist,5.6161822,-0.0920026,Pharmacy,25,76.08,True,Zipline
Origin Chemist,5.7112465,-0.014896,Pharmacy,25,72.54,True,Zipline
Osbon Pharmacy,5.67757,-0.1813994,Pharmacy,25,65.32,True,Zipline
Osons Chemist,5.5601699,-0.2129584,Pharmacy,25,75.96,True,Zipline
Otonya Pharmacy,5.3285885,-1.9810556,Pharmacy,6,6.07,True,MASA
Outbox Pharmacy,5.7836454,-0.1687572,Pharmacy,25,55.79,True,Zipline
Over Flowing Grace,5.6163813,-0.1250078,Pharmacy,25,74.25,True,Zipline
Over the Counter,5.5921219,-0.4063928,Pharmacy,25,68.04,True,Zipline
Owass Pharmacy,5.2820633,-2.0016527,Pharmacy,6,11.48,True,MASA
P.A. Mamattah Chemical Licensed Chemical Seller,5.7745475,0.0013797,Pharmacy,25,68.68,True,Zipline
PANCEA PHARMACY,6.6529401,-1.6424339,Pharmacy,26,52.9,True,Zipline
PNT Pharmacy,5.5842416,-0.2312334,Pharmacy,25,72.76,True,Zipline
Pakscare Pharmacy,5.6806331,-0.1833093,Pharmacy,25,64.93,True,Zipline
Palace Pharmaceuticals,5.5660248,-0.1789112,Pharmacy,25,76.72,True,Zipline
Palace Pharmacy,5.5843844,-0.1625714,Pharmacy,25,75.57,True,Zipline
PalmAid Pharmacy,5.5735786,-0.1592984,Pharmacy,25,76.82,True,Zipline
Panacea,5.6346457,-0.1350806,Pharmacy,25,71.93,True,Zipline
Panacea Pharmacy,6.7165468,-1.6300219,Pharmacy,26,46.27,True,Zipline
Panacea Pharmacy,6.7157419,-1.5045239,Pharmacy,26,39.89,True,Zipline
Panacea Pharmacy,5.6577641,-0.2075202,Pharmacy,25,66.09,True,Zipline
Parker Pharmacy,5.6021472,-0.1209413,Pharmacy,25,75.85,True,Zipline
Paul Opoku,5.5815057,-0.2015879,Pharmacy,25,74.18,True,Zipline
Peace Pharmacy,6.6911965,-1.65929,Pharmacy,26,50.45,True,Zipline
Pearllane Pharmacy Ltd.,6.7459266,-1.7404031,Pharmacy,26,52.08,True,Zipline
Pebs Pharmacy Limited,5.6781119,-0.1224695,Pharmacy,25,68.44,True,Zipline
Penak,6.8173164,-1.6478957,Pharmacy,26,39.17,True,Zipline
Pepmay,5.6132326,-0.073848,Pharmacy,25,77.41,True,Zipline
Pharma George,5.6302406,-0.2467304,Pharmacy,25,67.37,True,Zipline
Pharma Solutions,5.537693,-0.4017566,Pharmacy,25,74.11,True,Zipline
Pharma Solutions,5.5990814,-0.235073,Pharmacy,25,71.07,True,Zipline
Pharmaceuticals Ghana Limited,10.0574927,-2.5072258,Pharmacy,7,3.54,True,MASA
Pharmacy Council &National Drug,5.55204,-0.2111612,Pharmacy,25,76.88,True,Zipline
Pharmacy Healthline & Mart Retail,6.3494602,-0.4862524,Pharmacy,25,16.91,True,Zipline
Pharmacy Relics,6.0918788,-0.255391,Pharmacy,25,24.43,True,Zipline
Pharmacy Royale,5.5771907,-0.1654655,Pharmacy,25,76.17,True,Zipline
Pharmacy Shop,6.6812314,-1.5736918,Pharmacy,26,46.41,True,Zipline
Pharmancy,6.1008159,0.1273023,Pharmacy,29,43.28,True,Zipline
Pharmancy,6.1024164,0.1273096,Pharmacy,29,43.11,True,Zipline
Pharmatrust,5.6085904,-0.2449676,Pharmacy,25,69.71,True,Zipline
Pharmatrust,5.6054701,-0.2529806,Pharmacy,25,69.76,True,Zipline
Pharmatrust Pharmacy,5.6161888,-0.2290357,Pharmacy,25,69.5,True,Zipline
Pharmatrust Professional college,5.552842,-0.3430429,Pharmacy,25,73.16,True,Zipline
Phersons Pharmacy,5.6216908,-0.2307753,Pharmacy,25,68.86,True,Zipline
Phillis Oduro Sarah Pharmarcy,5.1746706,-1.120458,Pharmacy,1,7.85,True,MASA
Phimed,6.6822417,-1.6568141,Pharmacy,26,51.09,True,Zipline
Phinas Pharmacy,5.2897445,-2.7786723,Pharmacy,11,25.25,True,MASA
Phinas Pharmacy,5.624524,-0.0759671,Pharmacy,25,76.22,True,Zipline
Pida Chemist Limited,6.6992648,-1.6305847,Pharmacy,26,47.88,True,Zipline
Pill Point,5.5983927,-0.0812179,Pharmacy,25,78.39,True,Zipline
Pill Point,5.6678356,-0.1774716,Pharmacy,25,66.49,True,Zipline
Pill Point Pharmacy,5.646892,-0.060537,Pharmacy,25,75.09,True,Zipline
Pill Point Pharmacy,5.5687083,-0.2867084,Pharmacy,25,72.67,True,Zipline
PillBox Phamacy,5.6784112,-0.1741713,Pharmacy,25,65.6,True,Zipline
Pillpoint,5.6362297,-0.1035126,Pharmacy,25,73.51,True,Zipline
Pillpoint Pharmacy,5.6316754,-0.2520716,Pharmacy,25,67.03,True,Zipline
Pillpoint Pharmacy (Retail),5.6470772,-0.1689755,Pharmacy,25,68.97,True,Zipline
Platinum P-Care,5.2776429,-1.9949705,Pharmacy,6,11.48,True,MASA
Pokuase Pharmacy,5.6728171,-0.2915176,Pharmacy,25,61.35,True,Zipline
Poll Point Pharmacy,5.5851971,-0.1002885,Pharmacy,25,78.6,True,Zipline
Power Shower Pharmacy,5.648972,-0.0764754,Pharmacy,25,73.91,True,Zipline
Praso Pharmacy,5.6111249,-1.5487222,Pharmacy,10,13.49,True,MASA
Premium Pharmacy and Mart,5.5524154,-0.1783399,Pharmacy,25,78.14,True,Zipline
Presben Pharmacy Limited,7.0886248,-2.0267916,Pharmacy,26,70.87,True,Zipline
Priceline Pharmacy,6.8715388,-1.5099093,Pharmacy,26,24.54,True,Zipline
PrijoPharma,5.6424691,-0.2497405,Pharmacy,25,65.98,True,Zipline
Prime,5.6388459,-0.1230814,Pharmacy,25,72.17,True,Zipline
Prime,5.6043836,-0.1752295,Pharmacy,25,72.97,True,Zipline
Prime Pharmacy,5.6007128,-0.2252321,Pharmacy,25,71.26,True,Zipline
Prince Obour Mintah Pharmacy,5.8215851,-2.8225803,Pharmacy,28,54.81,True,Zipline
Pro-Life Pharmacy,5.6010349,-0.1198714,Pharmacy,25,76.02,True,Zipline
Provider Pharmacy,5.8089251,-2.4368761,Pharmacy,28,41.82,True,Zipline
QP Pharmacy,5.6735972,-0.1146084,Pharmacy,25,69.33,True,Zipline
QuasiPharma,5.5526358,-0.1842526,Pharmacy,25,77.87,True,Zipline
RX Pharmacy,5.7496538,-0.1825066,Pharmacy,25,58.21,True,Zipline
Rabille Pharmacy,5.6059247,-0.2470625,Pharmacy,25,69.92,True,Zipline
Rabito Pharmacy,6.2910843,-0.4746788,Pharmacy,25,10.32,True,Zipline
Rabitto Pharmacy,6.2913819,-0.4743928,Pharmacy,25,10.34,True,Zipline
Radiance Pharmacy,5.6686491,-0.1880574,Pharmacy,25,65.89,True,Zipline
"Rahma Pharmacy Limited, Yeji",8.22882,-0.6501933,Pharmacy,-1,-1.0,False,Aucun
Raise chemist,5.6526296,-0.2506619,Pharmacy,25,64.88,True,Zipline
Range Pharmacy,6.6812402,-1.6339319,Pharmacy,26,49.75,True,Zipline
Ranstell Pharmacy,5.898781,0.5225453,Pharmacy,29,76.71,True,Zipline
Reanie Chemist Limited,5.6097826,-0.1804577,Pharmacy,25,72.18,True,Zipline
Rebeacon Chemists Limited,5.6659402,-0.2042964,Pharmacy,25,65.41,True,Zipline
Regent Pharmacy,5.5661853,-0.2335634,Pharmacy,25,74.58,True,Zipline
Regiben Pharmacy,5.358401,-0.6330962,Pharmacy,4,3.65,True,MASA
Reinna Pharmacy,5.6750445,-0.1209314,Pharmacy,25,68.82,True,Zipline
Rejoice Sename,5.5086452,-0.3366135,Pharmacy,25,78.12,True,Zipline
Relish/Akai,5.5663633,-0.1829188,Pharmacy,25,76.52,True,Zipline
Retina Pharmacy,5.6424756,-0.1096018,Pharmacy,25,72.57,True,Zipline
Revman Pharmacy,5.609216,-0.2457014,Pharmacy,25,69.62,True,Zipline
Rhamshiv Pharmacy,5.6412601,-0.1739646,Pharmacy,25,69.31,True,Zipline
Rhino Pharmacy,5.6537763,-0.0641564,Pharmacy,25,74.24,True,Zipline
Riad,5.902439,0.9889165,Pharmacy,9,17.08,True,MASA
Rich Pharmacy,5.6113988,-0.2439209,Pharmacy,25,69.45,True,Zipline
Richard Kokah Pharmacy,5.8226662,-2.8213036,Pharmacy,28,54.62,True,Zipline
Richben Pharmacy Limited,5.5905479,-0.1814424,Pharmacy,25,74.1,True,Zipline
Riky Pharmacy,9.4054438,-0.8414646,Pharmacy,0,3.8,True,MASA
Rima-Riva,6.6957486,-1.6563211,Pharmacy,26,49.85,True,Zipline
Robbie's Chemist,5.6009615,-0.2307241,Pharmacy,25,71.03,True,Zipline
Robert Gyedu Pharmacy,4.9113515,-1.777753,Pharmacy,3,7.53,True,MASA
Rock Chemist,5.6305756,-0.2350594,Pharmacy,25,67.77,True,Zipline
Rockwell Pharmacy And Mart,5.730797,0.0277715,Pharmacy,25,74.17,True,Zipline
Rokdel,6.6751253,-1.5587101,Pharmacy,26,46.32,True,Zipline
Roman Pharmacy Limited,6.1029224,-0.2664831,Pharmacy,25,22.76,True,Zipline
Rose Arthur Pharmacy,5.8229612,-2.8240147,Pharmacy,28,54.8,True,Zipline
Rose Aryiretey Licenced Chemical Seller,9.4274108,-0.857189,Pharmacy,0,6.72,True,MASA
Rosmond Pharmacy,5.6093419,-0.1120154,Pharmacy,25,75.63,True,Zipline
Ryt Pharmacy Ho,6.6200096,0.4712475,Pharmacy,29,37.11,True,Zipline
S Fuseini OTC,5.6718965,-0.1225815,Pharmacy,25,69.03,True,Zipline
S.A Abande Medical Store,5.1400038,-1.2451388,Pharmacy,1,22.11,True,MASA
S.K Agyapong Over the Canter,5.6048372,-0.0805365,Pharmacy,25,77.82,True,Zipline
S.K Nsiah,6.8040709,-2.516032,Pharmacy,28,69.26,True,Zipline
SDA Hospital Pharmacy,6.6995571,-1.6598347,Pharmacy,26,49.75,True,Zipline
SDG P-Mocent Pharmacy Ltd.,6.6599124,-1.5287746,Pharmacy,26,46.64,True,Zipline
Saaka Saeed,9.9944517,-2.5150058,Pharmacy,7,6.91,True,MASA
Sadas Chemists,5.5670145,-0.162997,Pharmacy,25,77.31,True,Zipline
