Facility_Name,Latitude,Longitude,Facility_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Shai Osudoku Old District Hospital,5.8853275,-0.0918681,Hospital,25,52.73,True,Zipline
Shama Hospital,5.0118315,-1.6353582,Hospital,3,12.22,True,MASA
Siloam Hospital,6.7000574,-1.6608735,Hospital,26,49.77,True,Zipline
Soafa Scientific Herbal Hospital,6.533256,-0.7505454,Hospital,25,49.82,True,Zipline
Sogakope District Hospital,6.0081681,0.6149822,Hospital,29,73.17,True,Zipline
Sogakope Government Hospital,6.0013869,0.5949088,Hospital,29,72.24,True,Zipline
Speed Hospital,5.7478647,-0.029493,Hospital,25,68.42,True,Zipline
St Joseph's Orthopedic Hospital,6.1009555,-0.2725859,Hospital,25,22.28,True,Zipline
St Patrick Hospital,6.9986394,0.2870534,Hospital,29,58.37,True,Zipline
St. Andrew Catholic Hospital,5.9244617,0.0176784,Hospital,25,59.9,True,Zipline
St. Anthony's Hospital,6.2407055,0.9890357,Hospital,9,20.54,True,MASA
St. Elizabeth Hospital,6.9320854,-2.3580273,Hospital,8,25.79,True,MASA
St. Gregory Catholic Hospital,5.5238733,-0.4753579,Hospital,4,24.42,True,MASA
St. John of God Hospital,7.1762749,-2.0976539,Hospital,26,79.74,True,Zipline
"St. Joseph Hospital, Nkwanta South District",8.2483862,0.5213683,Hospital,30,77.22,True,Zipline
St. Kathryn's Hospital,5.5876402,-0.2314676,Hospital,25,72.4,True,Zipline
St. Mark Hospital,5.9677775,-1.7904634,Hospital,-1,-1.0,False,Aucun
St. Martin De Porres,4.9654539,-2.4694642,Hospital,17,13.08,True,MASA
St. Mary Theresa Hospital,7.741993,0.5106135,Hospital,30,57.97,True,Zipline
St. Mary’s Hospital,7.5863969,-2.7843065,Hospital,16,0.12,True,MASA
St. Theresia Hospital,7.570285,-1.7040502,Hospital,26,67.26,True,Zipline
Stanford Health,5.2651828,-1.0203137,Hospital,1,7.83,True,MASA
Star of Hope Hospital,6.5054442,-2.4999113,Hospital,28,36.01,True,Zipline
Suhum Hospital,6.0380137,-0.4446668,Hospital,25,18.31,True,Zipline
Suntreso Government Hospital,6.7027437,-1.6420416,Hospital,26,48.29,True,Zipline
Sunyani Municipal Hospital,7.3381182,-2.3290952,Hospital,8,21.54,True,MASA
Sunyani Regional Hospital,7.3458253,-2.3141624,Hospital,5,21.8,True,MASA
Sweden Ghana Medical Centre,5.7250381,-0.1148981,Hospital,25,64.53,True,Zipline
Tafo Government Hospital,6.7246459,-1.6132878,Hospital,26,44.47,True,Zipline
Takoradi Hospital,4.8862953,-1.7529195,Hospital,3,6.9,True,MASA
Talensi District Hospital,10.7139887,-0.7943048,Hospital,27,40.82,True,Zipline
Tamale Teaching Hospital,9.3913412,-0.8242204,Hospital,0,1.34,True,MASA
Tamale West Hospital,9.4019248,-0.8508627,Hospital,0,4.46,True,MASA
Tanoso Health Center,7.4530987,-1.973263,Hospital,5,22.28,True,MASA
Tanoso community hospital,6.698235,-1.7004398,Hospital,26,52.71,True,Zipline
Tantri Clinic,5.1319352,-1.2712554,Hospital,1,25.14,True,MASA
Tarkwa Community Hospital,5.2997664,-1.9888688,Hospital,6,9.06,True,MASA
Tarkwa Medical & Occupational Health Centre,5.3109537,-1.9918634,Hospital,6,8.31,True,MASA
Tarkwa Mine Hospital,5.3213487,-1.9906534,Hospital,6,7.4,True,MASA
Tarkwa Nsuaem Municipal Hospital,5.3055277,-1.9763827,Hospital,6,7.77,True,MASA
Tech Hospital,6.6860613,-1.5737447,Hospital,26,45.94,True,Zipline
Tema General Hospital,5.6742172,-0.0251551,Hospital,25,74.98,True,Zipline
Tema Polyclinic,5.6356521,-0.0067991,Hospital,25,79.61,True,Zipline
Tema Women's Hospital,5.665711,-0.0188758,Hospital,25,76.15,True,Zipline
Tetteh Quarshie Hospital,5.9216374,-0.1323741,Hospital,25,46.7,True,Zipline
The Bank Hospital,5.5851287,-0.162,Hospital,25,75.52,True,Zipline
The Bank Hospital Anex,5.5833186,-0.1608329,Hospital,25,75.76,True,Zipline
Three Stone Hospital,6.7156091,-1.6143899,Hospital,26,45.37,True,Zipline
Tizaa Specialist Hospital,9.4488131,-0.8648842,Hospital,0,9.08,True,MASA
Tolon District Hospital,9.4256714,-1.0510949,Hospital,0,26.36,True,MASA
Trauma And Othopedic Hospital,5.3729463,-0.6424154,Hospital,4,1.75,True,MASA
Tsibu Health Center,6.5785123,0.2786247,Hospital,29,16.27,True,Zipline
Twumasiwaa Hospital,5.6595378,-0.1480889,Hospital,25,68.81,True,Zipline
UBIDS Hospital,9.9906544,-2.4747012,Hospital,7,9.8,True,MASA
"UEW Hospital, North Campus.",5.369996,-0.629601,Hospital,4,2.85,True,MASA
USP Aképé,6.265095,1.03382,Hospital,9,23.69,True,MASA
USP Boade,11.1156176,-0.0779551,Hospital,-1,-1.0,False,Aucun
USP Nyitoe,6.6579332,0.6629,Hospital,29,58.4,True,Zipline
USP Yakedji,9.0343381,0.4873135,Hospital,-1,-1.0,False,Aucun
USP de Tindjassi,8.6473246,0.4539785,Hospital,13,22.81,True,MASA
University Hospital,5.105177,-1.2828358,Hospital,1,27.42,True,MASA
University of Ghana Hospital,5.6517246,-0.1781069,Hospital,25,68.06,True,Zipline
University of Ghana Medical Center Limited,5.6318638,-0.1859247,Hospital,25,69.7,True,Zipline
Unnamed Hospital,6.5178085,0.4976908,Hospital,29,37.17,True,Zipline
Unnamed Hospital,5.561609,-0.2141144,Hospital,25,75.77,True,Zipline
Unnamed Hospital,5.5534886,-0.3232397,Hospital,25,73.46,True,Zipline
Unnamed Hospital,6.692788,-1.7907041,Hospital,26,60.16,True,Zipline
Unnamed Hospital,9.8262678,-2.6839137,Hospital,7,29.69,True,MASA
Unnamed Hospital,9.7107233,0.3199154,Hospital,18,14.35,True,MASA
Unnamed Hospital,9.6699604,0.1956762,Hospital,18,0.01,True,MASA
Unnamed Hospital,9.6709789,0.2478952,Hospital,18,5.72,True,MASA
Unnamed Hospital,6.6919796,-1.7894229,Hospital,26,60.11,True,Zipline
Unnamed Hospital,9.7082103,0.2989421,Hospital,18,12.09,True,MASA
Unnamed Hospital,8.0451408,-1.7294138,Hospital,12,24.61,True,MASA
Unnamed Hospital,8.0451647,-1.7294245,Hospital,12,24.61,True,MASA
Unnamed Hospital,5.6060615,-0.225648,Hospital,25,70.69,True,Zipline
Unnamed Hospital,6.040978,-0.4435667,Hospital,25,17.99,True,Zipline
Unnamed Hospital,6.8328495,-1.5050376,Hospital,26,27.96,True,Zipline
Unnamed Hospital,5.1027601,-1.2588723,Hospital,1,25.13,True,MASA
Unnamed Hospital,6.203002,-1.6847518,Hospital,-1,-1.0,False,Aucun
Unnamed Hospital,10.8000259,-0.8636579,Hospital,27,50.8,True,Zipline
Unnamed Hospital,8.366408,-0.4032706,Hospital,30,76.45,True,Zipline
Unnamed Hospital,5.6920808,0.0585794,Hospital,25,79.63,True,Zipline
Unnamed Hospital,5.518498,-0.3876228,Hospital,25,76.36,True,Zipline
Unnamed Hospital,6.6208128,-1.203852,Hospital,26,52.23,True,Zipline
Unnamed Hospital,5.7726891,-0.140302,Hospital,25,58.57,True,Zipline
Unnamed Hospital,6.7052814,-1.562733,Hospital,26,43.48,True,Zipline
Unnamed Hospital,6.7067929,-1.5676185,Hospital,26,43.58,True,Zipline
Unnamed Hospital,10.0836357,-2.5264358,Hospital,7,3.79,True,MASA
Unnamed Hospital,6.6972886,-1.6344459,Hospital,26,48.3,True,Zipline
Unnamed Hospital,6.0807323,0.0414397,Hospital,29,47.27,True,Zipline
Unnamed Hospital,9.7105843,0.3196959,Hospital,18,14.32,True,MASA
Unnamed Hospital,6.0014462,0.5948889,Hospital,29,72.23,True,Zipline
Unnamed Hospital,5.3722123,-0.6415998,Hospital,4,1.86,True,MASA
Unnamed Hospital,5.2075597,-0.939375,Hospital,1,12.95,True,MASA
Unnamed Hospital,9.3671673,-0.7830944,Hospital,0,3.92,True,MASA
Unnamed Hospital,10.8392307,-2.7729321,Hospital,-1,-1.0,False,Aucun
Unnamed Hospital,10.2727642,0.2078822,Hospital,22,0.04,True,MASA
Unnamed Hospital,10.2727759,0.2074619,Hospital,22,0.06,True,MASA
Unnamed Hospital,10.2453859,0.4040447,Hospital,22,21.69,True,MASA
Urology & Nephrology Centre of Excellence,5.5417511,-0.2284332,Hospital,25,77.34,True,Zipline
VRA Hospital,6.2639983,0.0583854,Hospital,29,27.49,True,Zipline
VRA Hospital & Pharmacy,5.553983,-0.1807477,Hospital,25,77.88,True,Zipline
Valco Clinic,5.6524322,-0.0102335,Hospital,25,77.9,True,Zipline
Valco Hospital,5.6689757,0.0344766,Hospital,25,79.68,True,Zipline
Valley View Adventist Hospital,7.5746787,-1.9612904,Hospital,5,25.47,True,MASA
Valley View Clinic,5.615057,-0.1982268,Hospital,25,70.87,True,Zipline
Valley View University Hospital,5.7980643,-0.1259236,Hospital,25,57.26,True,Zipline
Vamed Engineering Site office,5.5420474,-0.2291877,Hospital,25,77.28,True,Zipline
Venyard,11.0608825,-0.2593524,Hospital,20,25.14,True,MASA
"Vittin Health Centre, Ghana Health Service",9.3901638,-0.7932557,Hospital,0,2.43,True,MASA
Wa Municipal Hospital,10.0561922,-2.4974151,Hospital,7,4.58,True,MASA
War Memorial Hospital,10.8824417,-1.0856657,Hospital,27,67.05,True,Zipline
Wassa Akropong District Hospital,5.7812109,-2.0836437,Hospital,28,62.86,True,Zipline
Wassa Dunkwa Government Hospital,5.774364,-2.5208175,Hospital,28,45.5,True,Zipline
Wegbe Kpalime Health Centre,6.6544992,0.3431017,Hospital,29,27.18,True,Zipline
Weija-Gbawe Municipal Hospital,5.5651494,-0.2903532,Hospital,25,72.96,True,Zipline
Wellmark Specialist Hospital,5.681192,-0.1933658,Hospital,25,64.38,True,Zipline
West End Hospital,6.6834917,-1.6439443,Hospital,26,50.16,True,Zipline
West Gonja Hospital,9.0635758,-1.7992513,Hospital,14,2.42,True,MASA
Worawora Hospital,7.5165716,0.3723962,Hospital,30,52.72,True,Zipline
X-Ray,5.3721123,-0.6420214,Hospital,4,1.85,True,MASA
Yeboah Hospital,5.6322891,-0.1522568,Hospital,25,71.27,True,Zipline
Yendi Hospital,9.4456184,-0.0037406,Hospital,15,18.28,True,MASA
Yentumi Boaitey Memorial Hospital,6.6867985,-1.5850403,Hospital,26,46.44,True,Zipline
Yilo Krobo District Hospital,6.0699971,-0.029313,Hospital,25,48.39,True,Zipline
Yizura Hospital,8.0467708,-1.7276745,Hospital,12,24.84,True,MASA
Zambrama Ghana Health Service,7.9917055,-1.3979506,Hospital,21,24.95,True,MASA
Zebilla District Hospital,10.9368919,-0.4733207,Hospital,27,74.86,True,Zipline
Zion Praise Hospital,6.8417548,-1.5135318,Hospital,26,27.56,True,Zipline
divine grace hospital,6.8459841,-1.4059779,Hospital,26,23.3,True,Zipline
hopeXchange Medical Center,6.6607855,-1.6561898,Hospital,26,53.01,True,Zipline
hospital,10.937179,-0.471984,Hospital,27,74.96,True,Zipline
hospital grounds,5.4807917,-0.5653234,Hospital,4,13.85,True,MASA
matflex physiotherapy center,6.7453933,-1.6181887,Hospital,26,42.91,True,Zipline
north campus,5.3700774,-0.6296252,Hospital,4,2.84,True,MASA
peace And love Hospital,6.7061049,-1.5306523,Hospital,26,41.92,True,Zipline
saboba gov't hospital,9.7077503,0.2996998,Hospital,18,12.15,True,MASA
saboba government hospital,9.7079195,0.299158,Hospital,18,12.1,True,MASA
Abura Medical Laboratory,5.1290163,-1.2746622,Laboratory,1,25.6,True,MASA
BDS Laboratories Ldt.,10.783377,-0.8502096,Laboratory,27,48.79,True,Zipline
Baika Health Centre Laboratory,7.2350735,0.5314207,Laboratory,2,17.04,True,MASA
CHEMISTRY LAB.,9.3902914,-0.8125741,Laboratory,0,0.73,True,MASA
Edinam Medical Center,5.7227466,-0.2209579,Laboratory,25,58.9,True,Zipline
Gene Lab,5.6405349,-0.1453627,Laboratory,25,70.81,True,Zipline
Global Medical Solutions,5.5558019,-0.1661602,Laboratory,25,78.32,True,Zipline
Iqurate Laboratory Consult Limited,10.7868848,-0.8533796,Laboratory,27,49.22,True,Zipline
Labs,10.8681197,-1.076654,Laboratory,27,65.18,True,Zipline
Leding Medical Laboratory,5.6448208,-0.1560845,Laboratory,25,69.84,True,Zipline
Life Sciences Medical Centre,5.1324402,-1.2665623,Laboratory,1,24.63,True,MASA
MDS- Lancet Laboratories,6.0958048,-0.2581471,Laboratory,25,23.95,True,Zipline
MDS-Lancet,5.5356079,-0.2284102,Laboratory,25,77.99,True,Zipline
MDS-Lancet Laboratories,5.6383328,-0.2109724,Laboratory,25,67.93,True,Zipline
MDS-Lancet Laboratories,5.6015111,-0.1206506,Laboratory,25,75.93,True,Zipline
MDS-Lancet Laboratories,5.6228624,-0.073254,Laboratory,25,76.54,True,Zipline
Nana Amoako Diagnotic Limited,6.1875114,-2.325109,Laboratory,28,17.63,True,Zipline
Paradise Diagnostic Centre,5.6079541,-0.2535423,Laboratory,25,69.48,True,Zipline
Quest Medical Imaging,5.6229316,-0.0731785,Laboratory,25,76.54,True,Zipline
Raaj Specialist Scan,5.133313,-1.2641626,Laboratory,1,24.35,True,MASA
RayBen Laboratories & Imaging,6.7033468,-1.6435151,Laboratory,26,48.33,True,Zipline
Synlab Medical Laboratory,5.5357744,-0.2276164,Laboratory,25,78.0,True,Zipline
Ultra Lab Diagnostic Center,5.6460848,-0.1472421,Laboratory,25,70.17,True,Zipline
Unnamed Laboratory,6.0974595,-0.2566493,Laboratory,25,24.0,True,Zipline
Unnamed Laboratory,5.8301622,-2.8206659,Laboratory,28,53.97,True,Zipline
Unnamed Laboratory,5.715238,-0.187931,Laboratory,25,61.27,True,Zipline
Unnamed Laboratory,6.6615595,-1.8205223,Laboratory,26,64.93,True,Zipline
Unnamed Laboratory,5.5790253,-0.1997322,Laboratory,25,74.52,True,Zipline
Unnamed Laboratory,5.5824391,-0.1967288,Laboratory,25,74.28,True,Zipline
Unnamed Laboratory,4.9041732,-2.0664777,Laboratory,-1,-1.0,False,Aucun
Wellnest Diagnosis Center,6.675679,-1.6038946,Laboratory,26,48.54,True,Zipline
X-Ray Unit,5.8300308,-2.8215024,Laboratory,28,54.04,True,Zipline
3G Medical Diagnosis,5.6051432,-0.0782133,Other,25,77.92,True,Zipline
A.C.T. Diagnostics,5.1296588,-1.271568,Other,1,25.26,True,MASA
Amasha Partners Ltd,6.0957094,-0.2580883,Other,25,23.96,True,Zipline
Asato Community Centre,7.5395086,0.4394107,Other,30,57.51,True,Zipline
Comprehensive Telemedicine Ghana,5.6456952,-0.1444839,Other,25,70.35,True,Zipline
Cyrus Physiotherapy and Rehabilitation Centre,5.7626169,-0.192819,Other,25,56.39,True,Zipline
Evergreen Natural Wellness Herbal Shop,5.6193383,-0.0920118,Other,25,75.78,True,Zipline
Eye Unit,5.8301637,-2.8209346,Other,28,53.99,True,Zipline
Global Medical Solutions,5.3449023,-0.6229792,Other,4,5.51,True,MASA
Gulumpe CHIP Compound,8.5053029,-1.5736218,Other,24,17.74,True,MASA
Happy Health Haven,5.6689807,-0.1865993,Other,25,65.93,True,Zipline
JM Wadhwani( pathology department),5.58883,-0.184265,Other,25,74.15,True,Zipline
Lotus Opticals,5.6219755,-0.056552,Other,25,77.63,True,Zipline
Marie Stopes Ghana,4.9137369,-1.7868283,Other,3,8.4,True,MASA
Menaba Herbal Center,5.6192469,-0.0924526,Other,25,75.76,True,Zipline
Out Patient Department,7.5163641,0.3728615,Other,30,52.77,True,Zipline
Out Patient Department,6.784763,0.4447492,Other,29,45.36,True,Zipline
Saboro Vertinary Centre,10.909332,-1.0941124,Other,27,70.13,True,Zipline
Sickbay,5.6063383,-0.0652657,Other,25,78.57,True,Zipline
UEW Counselling Centre,5.3631152,-0.6313598,Other,4,3.3,True,MASA
Unnamed Other,6.0973876,-0.2568887,Other,25,23.98,True,Zipline
Unnamed Other,10.7020201,-1.2768231,Other,27,65.08,True,Zipline
Unnamed Other,8.500009,0.2988268,Other,13,1.73,True,MASA
Unnamed Other,8.3492081,0.0477183,Other,30,61.64,True,Zipline
Van-J Eye Care,5.5708323,-0.2326598,Other,25,74.12,True,Zipline
180 Plus Pharmacy,6.4589467,-2.310808,Pharmacy,28,36.29,True,Zipline
1911 Drug Store,6.5288329,0.2343504,Pharmacy,29,9.12,True,Zipline
1st Champions Pharmacy,5.6005147,-0.2006455,Pharmacy,25,72.26,True,Zipline
24 Hour Pharmacy,6.6955934,-1.628804,Pharmacy,26,48.11,True,Zipline
24hr Pharmacy,9.3956321,-0.8261994,Pharmacy,0,1.82,True,MASA
24hrs Pharmacy,5.5654645,-0.1790649,Pharmacy,25,76.77,True,Zipline
37 Pharmacy,5.58797,-0.183796,Pharmacy,25,74.26,True,Zipline
3A Pharmacy,5.5950592,-0.2330656,Pharmacy,25,71.56,True,Zipline
3rd Gate Pharmacy,5.6858028,-0.1500011,Pharmacy,25,66.16,True,Zipline
4 Corners Herbal Centre,5.2924486,-2.7767363,Pharmacy,11,25.55,True,MASA
7 Days pharmacy,6.7504784,-1.642154,Pharmacy,26,44.11,True,Zipline
A & E Pharmacy,5.2671901,-1.0172193,Pharmacy,1,8.19,True,MASA
A & E Pharmacy,5.2650332,-1.0204381,Pharmacy,1,7.8,True,MASA
A. O. Pharmacy,5.5765281,-0.2169455,Pharmacy,25,74.1,True,Zipline
A.B. Chemist,5.3745024,-0.6396927,Pharmacy,4,1.74,True,MASA
ACP,6.7756912,-1.6443116,Pharmacy,26,42.16,True,Zipline
ADD Pharma,5.576906,-0.2545548,Pharmacy,25,72.74,True,Zipline
ATM Pharmacy,4.9170592,-1.776552,Pharmacy,3,7.2,True,MASA
Aban Aziz,9.7968881,-2.4925249,Pharmacy,7,28.81,True,MASA
Aboabo Drug Store,6.1177538,-0.2347289,Pharmacy,25,25.21,True,Zipline
Abokobi Pharmacy,5.7317627,-0.2049847,Pharmacy,25,58.77,True,Zipline
Accura Pharmacy,5.1120657,-1.2789041,Pharmacy,1,26.72,True,MASA
Achesta Pharmaceutical,5.5481009,-0.2091823,Pharmacy,25,77.37,True,Zipline
Acts Pharmacy,5.5986191,-0.0994175,Pharmacy,25,77.35,True,Zipline
Adabor Liberary,9.4321795,-0.8593673,Pharmacy,0,7.27,True,MASA
Add Pharma,5.6003506,-0.1973401,Pharmacy,25,72.41,True,Zipline
Add Pharmacy,5.5904117,-0.2303267,Pharmacy,25,72.15,True,Zipline
AdePharmacy,6.0064466,0.6152706,Pharmacy,29,73.33,True,Zipline
Adenta Pharmacy,5.7014775,-0.1719907,Pharmacy,25,63.45,True,Zipline
Adepa Pharmacy,5.5993602,-0.1878245,Pharmacy,25,72.92,True,Zipline
Adepharma Limited - Wholesale Only,5.9991558,0.5960627,Pharmacy,29,72.51,True,Zipline
Adniad Pharmacy,5.7134964,-0.185588,Pharmacy,25,61.56,True,Zipline
Adom Chemical Shop,5.2969926,-2.0001702,Pharmacy,6,10.08,True,MASA
Adonai Grace Pharmacy,5.6158448,-0.237316,Pharmacy,25,69.22,True,Zipline
Afban Pharmacy,6.6634474,-1.5357105,Pharmacy,26,46.54,True,Zipline
Agblor Pharmacy,5.605566,-1.5475454,Pharmacy,10,12.86,True,MASA
Agnes Allah Pharmacy,5.2882138,-2.7717155,Pharmacy,11,25.09,True,MASA
Agnes Boateng,6.8503377,-1.3960604,Pharmacy,26,22.73,True,Zipline
Agnes Doris Pharmacy,5.6388504,-0.7247921,Pharmacy,4,29.2,True,MASA
Agya Nti,7.0040968,-2.1669627,Pharmacy,-1,-1.0,False,Aucun
Agya OSEI,6.8497107,-1.395652,Pharmacy,26,22.8,True,Zipline
Ahmed Iddrisu Chemical Seller,9.4039954,-0.8854043,Pharmacy,0,8.09,True,MASA
Aide Chemist Pharmacy,5.6323698,-0.0763625,Pharmacy,25,75.47,True,Zipline
Aide Chemists,5.6788371,-0.1750694,Pharmacy,25,65.52,True,Zipline
Aide Pharmacy,5.7028992,-0.1506608,Pharmacy,25,64.47,True,Zipline
Aide Pharmacy,5.7472575,-0.1894062,Pharmacy,25,58.06,True,Zipline
Aide Pharmacy,5.680831,-0.1974867,Pharmacy,25,64.22,True,Zipline
Akpabe Pharmacy Limited,5.6703643,-0.2054169,Pharmacy,25,64.91,True,Zipline
Al- Fridaws,5.6462763,-0.3306562,Pharmacy,25,63.18,True,Zipline
Al-Adil Pharmacy,6.70305,-1.5991518,Pharmacy,26,45.65,True,Zipline
Alaska Pharmacy,5.6187279,-0.0543189,Pharmacy,25,78.07,True,Zipline
Alba,6.6757428,-1.5607304,Pharmacy,26,46.35,True,Zipline
Albar Pharmacy,6.6976838,-1.7022028,Pharmacy,26,52.88,True,Zipline
Albert A. Arma,5.2916319,-2.7770656,Pharmacy,11,25.46,True,MASA
Albert Mensah Cemical store,6.1946355,-2.3231006,Pharmacy,28,17.9,True,Zipline
Alex K. Okwaisie Pharmarcy,5.1769951,-1.1222592,Pharmacy,1,7.93,True,MASA
Alex Tawiah Chemical Store,5.5960672,-0.2167711,Pharmacy,25,72.07,True,Zipline
Alhaji Bisuomi,9.3636544,-0.8322349,Pharmacy,0,2.98,True,MASA
Alhaji Chemist,9.219458,-1.8582225,Pharmacy,14,16.52,True,MASA
Alive Pharmaceuticals (Wholesale),5.5729043,-0.2540715,Pharmacy,25,73.18,True,Zipline
Alive Pharmacy,5.6915146,-0.0325842,Pharmacy,25,72.96,True,Zipline
All Drugs Pharmacy,5.6089185,-0.1047896,Pharmacy,25,76.06,True,Zipline
Alley Pharmacy,5.6676615,-0.117153,Pharmacy,25,69.74,True,Zipline
Almas Pharmacy,5.642612,-0.0034616,Pharmacy,25,79.22,True,Zipline
Alpat Pharmacy,5.5218887,-0.46925,Pharmacy,4,24.82,True,MASA
Alpat Pharmacy Limited,6.1186148,1.1886932,Pharmacy,9,22.79,True,MASA
Alpha Duo Pharma Ltd,6.6799463,-1.6040538,Pharmacy,26,48.13,True,Zipline
Amanark Pharmacy,5.6863487,-0.0292839,Pharmacy,25,73.64,True,Zipline
American Pharmacy,5.6449146,-0.0854334,Pharmacy,25,73.75,True,Zipline
Ami Pharmacy,5.5933982,-0.2523777,Pharmacy,25,71.06,True,Zipline
Amicus Pharmacy,6.0945611,-0.2564087,Pharmacy,25,24.18,True,Zipline
Amicus Pharmacy,6.098555,-0.2628491,Pharmacy,25,23.35,True,Zipline
Amnex,5.5880529,-0.0989871,Pharmacy,25,78.4,True,Zipline
Ampoma,5.6679793,-0.2425542,Pharmacy,25,63.58,True,Zipline
Anasapharma Limited,5.5611257,-0.1851768,Pharmacy,25,76.96,True,Zipline
Angola Road Chemists Limited,5.5624183,-0.1873077,Pharmacy,25,76.74,True,Zipline
AnsaPharma,5.5491314,-0.2298996,Pharmacy,25,76.51,True,Zipline
Anthony Evans Nyankey,5.8226513,-2.8220206,Pharmacy,28,54.68,True,Zipline
Apanyin Pharmacy,5.6795025,-0.1750682,Pharmacy,25,65.45,True,Zipline
Arlin Pharmacy,5.6506956,-0.0710995,Pharmacy,25,74.09,True,Zipline
Armstrong Ampontuah,5.2906085,-2.7775193,Pharmacy,11,25.35,True,MASA
Asanco,5.593446,-0.0944709,Pharmacy,25,78.12,True,Zipline
Ascot Pharmacy,5.305091,-1.9881589,Pharmacy,6,8.54,True,MASA
"Ascot Pharmacy, Wholesale",5.6066778,-0.2479471,Pharmacy,25,69.81,True,Zipline
Aseda Nka Nyame Pharmacy,5.548129,-0.2091956,Pharmacy,25,77.36,True,Zipline
Aseda Pharmaceuticals ltd,5.1135097,-1.2483685,Pharmacy,1,23.56,True,MASA
Ashaiman Pharmacy,5.6847732,-0.0387008,Pharmacy,25,73.13,True,Zipline
Ashby's Pharmacy,6.700006,-1.7110899,Pharmacy,26,53.35,True,Zipline
Ashgin Pharmacy,5.128735,-1.2745168,Pharmacy,1,25.6,True,MASA
Ashgin Pharmacy,5.1038348,-1.2866986,Pharmacy,1,27.87,True,MASA
Aslina Chemist,6.7588843,-1.6455713,Pharmacy,26,43.64,True,Zipline
Asuo Afram Chemists Ghana Limited,5.5830917,-0.1978917,Pharmacy,25,74.17,True,Zipline
Asylum Down Pharmacy,5.572353,-0.200136,Pharmacy,25,75.19,True,Zipline
Atis Pharmacy,5.7486058,-0.1506539,Pharmacy,25,60.15,True,Zipline
Ato Drugstore,5.6109061,-1.5498823,Pharmacy,10,13.48,True,MASA
Atomic Road Pharmacy,5.6677355,-0.2077111,Pharmacy,25,65.07,True,Zipline
Atta & Atta Pharmacy,6.4675102,-0.8914768,Pharmacy,25,57.35,True,Zipline
Auguelix Herbal Shop,5.6124819,-0.2430863,Pharmacy,25,69.37,True,Zipline
Augustine K.F. Allotey,5.1043748,-1.2504478,Pharmacy,1,24.22,True,MASA
Ave Maria Pharmacy,5.1130245,-1.2535141,Pharmacy,1,24.1,True,MASA
Avenue Chemist,5.5973645,-0.2294546,Pharmacy,25,71.45,True,Zipline
Aviation Road Pharmacy,5.6977946,-0.1468589,Pharmacy,25,65.18,True,Zipline
Axis Pharmacy,5.5774921,-0.181968,Pharmacy,25,75.41,True,Zipline
Ayrton Drugs,4.8965053,-1.7572389,Pharmacy,3,6.4,True,MASA
Aython Drugs,5.5946388,-0.2333549,Pharmacy,25,71.59,True,Zipline
Ayurveda Pharmacy,7.0170222,0.3200009,Pharmacy,2,27.47,True,MASA
Azater Health Services Limited,5.6451441,-0.0882547,Pharmacy,25,73.56,True,Zipline
Azeko Sadiatu Salifu,10.809208,-0.8548218,Pharmacy,27,51.7,True,Zipline
Azumah Pharmacy,9.3972551,-0.8223062,Pharmacy,0,1.71,True,MASA
B.B.S Pharmacy Limited,5.6000568,-0.0831915,Pharmacy,25,78.12,True,Zipline
B4 Pharmacy,6.0943025,-0.2584044,Pharmacy,25,24.01,True,Zipline
Baccenta Pharmacy,5.6801082,-0.1730911,Pharmacy,25,65.49,True,Zipline
Baka Pharmacy,9.4043346,-0.8769929,Pharmacy,0,7.22,True,MASA
Ballis Pharmacy,5.5698955,-0.2336629,Pharmacy,25,74.19,True,Zipline
Bankaman Pharmacy,9.3811808,-0.8487882,Pharmacy,0,3.77,True,MASA
Barliza pharmacy,6.8041691,-2.5214984,Pharmacy,28,69.3,True,Zipline
Bart Brown,5.7461765,-0.1785562,Pharmacy,25,58.76,True,Zipline
Baseline,5.5518135,-0.2096227,Pharmacy,25,76.96,True,Zipline
Baseline,5.5469989,-0.2099842,Pharmacy,25,77.45,True,Zipline
Baseline Pharmacy,10.0554235,-2.505265,Pharmacy,7,3.72,True,MASA
Beach Road Pharmacy,5.5806842,-0.1069705,Pharmacy,25,78.69,True,Zipline
Beanathan Pharmacy,5.6863921,-0.1944211,Pharmacy,25,63.81,True,Zipline
Bedita,5.6279606,-0.1693977,Pharmacy,25,70.86,True,Zipline
Bedita Pharmacy Limited,5.6119229,-0.2032496,Pharmacy,25,70.97,True,Zipline
Beked,6.9637589,-1.6787319,Pharmacy,26,33.9,True,Zipline
Belah Pharmacy,5.6758218,-0.1915603,Pharmacy,25,65.0,True,Zipline
Benalice,5.6715518,-0.1898203,Pharmacy,25,65.51,True,Zipline
Benalice,5.6353239,-0.2407495,Pharmacy,25,67.06,True,Zipline
Benatash Pharmacy,5.567135,-0.2135498,Pharmacy,25,75.21,True,Zipline
Bencyn Pharmacy,10.8903945,-1.0877145,Pharmacy,27,67.94,True,Zipline
Bencyn Pharmacy,10.7836187,-0.8495675,Pharmacy,27,48.81,True,Zipline
Bendi Chemist Limited,5.6308156,-0.2662486,Pharmacy,25,66.63,True,Zipline
Benedicta Twumwaa licensed shop,6.2724839,-2.3169406,Pharmacy,28,21.08,True,Zipline
