Village,Latitude,Longitude,Population,Place_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Jayiri,9.8230803,-2.2034811,513.0,village/town/hamlet,-1,-1.0,False,Aucun
Jayondo,9.0556937,0.4284227,454.0,village/town/hamlet,-1,-1.0,False,Aucun
Jedua,5.8913065,-2.3077888,671.0,village/town/hamlet,28,37.77,True,Zipline
Jeduako,7.0918847,-1.2123087,1626.0,village/town/hamlet,26,19.56,True,Zipline
Jeffisi,10.7786177,-2.2660221,1046.0,village/town/hamlet,-1,-1.0,False,Aucun
Jegbo,9.5294833,-1.0614278,260.0,village/town/hamlet,-1,-1.0,False,Aucun
Jegbo Brahogu,9.5349407,-1.0634822,304.0,village/town/hamlet,-1,-1.0,False,Aucun
Jegbuni,9.1432143,-0.1191533,207.0,village/town/hamlet,15,21.65,True,MASA
Jegiriyili,9.2633209,0.2611186,913.0,village/town/hamlet,15,26.71,True,MASA
Jegun,9.6645943,-0.7037602,655.0,village/town/hamlet,27,76.66,True,Zipline
Jegun Kukuo,9.6520733,-0.6972885,580.0,village/town/hamlet,27,78.14,True,Zipline
Jei Krodua,5.6487798,-0.4951144,7310.0,village/town/hamlet,25,61.83,True,Zipline
Jeji,8.9012575,-0.2297924,937.0,village/town/hamlet,-1,-1.0,False,Aucun
