Village,Latitude,Longitude,Population,Place_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Kasakorpe,6.2726392,-0.0551945,670.0,village/town/hamlet,29,33.98,True,Zipline
Kasalgo,9.4074281,-0.913695,4033.0,suburb,0,11.19,True,MASA
Kasana,10.9532991,-1.859002,574.0,village/town/hamlet,-1,-1.0,False,Aucun
Kasape,10.4165819,-0.5880243,967.0,village/town/hamlet,27,24.81,True,Zipline
Kasapin,6.9428396,-2.8070799,3620.0,village/town/hamlet,-1,-1.0,False,Aucun
Kasapuoli,10.9743656,-1.8585978,405.0,village/town/hamlet,-1,-1.0,False,Aucun
Kasei,7.4845691,-1.2744033,1165.0,village/town/hamlet,26,49.37,True,Zipline
Kasiele,10.2569013,-0.1834846,938.0,village/town/hamlet,27,68.57,True,Zipline
Kasiesa,10.4929796,-1.3012803,348.0,village/town/hamlet,27,56.81,True,Zipline
Kasiesa-Yemona,10.4922377,-1.2883177,374.0,village/town/hamlet,27,55.43,True,Zipline
Kasoa,5.532573,-0.437491,44227.0,village/town/hamlet,4,28.37,True,MASA
Kasotie,6.7176536,-2.2016265,365.0,village/town/hamlet,28,67.26,True,Zipline
Kasuliyili,9.5521439,-1.1146417,1101.0,village/town/hamlet,-1,-1.0,False,Aucun
Kasunya,6.051691,0.2628228,437.0,village/town/hamlet,29,49.82,True,Zipline
Kata,5.603987,-0.260987,56627.0,suburb,25,69.65,True,Zipline
Kata,10.3539764,-0.7665329,1008.0,village/town/hamlet,27,4.12,True,Zipline
Katakofe,6.9365341,0.001089,1475.0,village/town/hamlet,29,52.91,True,Zipline
Katakyiase,5.3878204,-1.148876,6233.0,village/town/hamlet,1,22.81,True,MASA
Katakyiekrom,7.5794132,-2.8035897,5003.0,village/town/hamlet,16,2.14,True,MASA
Katakyiwa,6.6967995,-1.9948113,799.0,village/town/hamlet,26,78.14,True,Zipline
Katamanso,5.7490715,-0.0821064,3268.0,suburb,25,64.54,True,Zipline
Katamansu No.1,5.7603441,-0.0159994,4371.0,suburb,25,68.43,True,Zipline
Katanga,7.653219,0.3382672,3251.0,village/town/hamlet,30,41.87,True,Zipline
Katanga,10.807122,-0.7830127,1547.0,village/town/hamlet,27,51.21,True,Zipline
Katani,10.1584181,-0.0852921,1009.0,village/town/hamlet,-1,-1.0,False,Aucun
Katapor,5.7253128,-0.2659357,4479.0,village/town/hamlet,25,56.7,True,Zipline
Katchebi,8.2000051,0.3950871,2686.0,village/town/hamlet,30,63.34,True,Zipline
Katiejeli,8.4036597,-0.0242899,2209.0,village/town/hamlet,30,67.35,True,Zipline
Katigri,10.3598109,-1.1906071,504.0,village/town/hamlet,27,42.37,True,Zipline
Katjotjosi,8.1909788,-0.3331215,466.0,village/town/hamlet,30,56.17,True,Zipline
Kato,7.4331967,-2.562845,11523.0,suburb,16,29.86,True,MASA
Katreka,6.5200385,-0.7422799,2435.0,village/town/hamlet,25,48.12,True,Zipline
Katua,9.9847944,-1.9281217,726.0,village/town/hamlet,-1,-1.0,False,Aucun
Kawbin,6.1900729,-1.432884,260.0,village/town/hamlet,-1,-1.0,False,Aucun
Kawompe,8.4492893,-1.5644673,806.0,village/town/hamlet,24,23.52,True,MASA
Kayera,6.9810346,-0.0439677,827.0,village/town/hamlet,29,59.32,True,Zipline
Kayera,7.0282775,-1.7090794,1648.0,village/town/hamlet,26,35.83,True,Zipline
Kayera,7.404255,-1.7792514,732.0,village/town/hamlet,26,58.3,True,Zipline
Kayera No.2,6.9576132,-0.061149,244.0,village/town/hamlet,29,57.71,True,Zipline
Kayira,6.5235307,-0.6172635,181.0,village/town/hamlet,25,40.37,True,Zipline
Kayireku,5.6126332,-1.6317916,997.0,village/town/hamlet,10,17.41,True,MASA
Kayoro,10.9741142,-1.3325129,1773.0,village/town/hamlet,-1,-1.0,False,Aucun
Kedadwen,5.0287991,-2.0857716,616.0,village/town/hamlet,-1,-1.0,False,Aucun
Kedawaso,6.4319634,-0.8237671,1320.0,village/town/hamlet,25,48.9,True,Zipline
Kedzi,5.9584292,1.0087888,821.0,village/town/hamlet,9,11.0,True,MASA
Kegyina,4.9033144,-2.1376542,656.0,village/town/hamlet,17,24.37,True,MASA
Keina,6.3965575,-1.0550036,917.0,village/town/hamlet,25,70.66,True,Zipline
Kejeberi,4.909485,-1.8344688,4318.0,village/town/hamlet,3,13.64,True,MASA
Kengen,4.9986311,-2.6463843,4049.0,village/town/hamlet,11,16.09,True,MASA
Keniago,6.8922975,-2.2387691,609.0,village/town/hamlet,-1,-1.0,False,Aucun
Kenkereke,8.0741067,0.0272512,175.0,village/town/hamlet,30,31.0,True,Zipline
Kensebe,6.1121284,-1.2947023,222.0,village/town/hamlet,-1,-1.0,False,Aucun
Kensere,6.9936855,-2.5351757,678.0,village/town/hamlet,8,23.4,True,MASA
Kentinkrono,6.6939761,-1.5553934,17613.0,suburb,26,44.26,True,Zipline
Kenya,5.9542452,-1.2426326,445.0,village/town/hamlet,-1,-1.0,False,Aucun
Kenyasi,6.7417667,-1.5609987,11071.0,suburb,26,39.81,True,Zipline
Kenyasi,6.9780791,-2.3836255,7888.0,village/town/hamlet,8,20.29,True,MASA
Kenyasi Camp,7.038514,-2.5116027,514.0,village/town/hamlet,8,17.9,True,MASA
Kenyasi No.1,6.9737123,-2.3804981,6775.0,suburb,8,20.81,True,MASA
Kenyasi No.2,6.9812381,-2.3892252,7519.0,suburb,8,19.88,True,MASA
Keri Akyode,8.3885144,0.5314261,1446.0,village/town/hamlet,13,26.74,True,MASA
Kesewa,5.7030168,-0.8476511,868.0,village/town/hamlet,25,71.12,True,Zipline
Keta,5.9215688,0.9910728,22739.0,village/town/hamlet,9,14.95,True,MASA
Kete Krachi,7.798442,-0.04914,11000.0,village/town/hamlet,30,4.04,True,Zipline
Ketepi,7.6246423,0.445975,247.0,village/town/hamlet,30,54.08,True,Zipline
Ketewakurom,5.841383,-0.3185526,1588.0,village/town/hamlet,25,42.58,True,Zipline
Kiape,9.0402209,-2.4056756,374.0,village/town/hamlet,-1,-1.0,False,Aucun
Kibi,6.1657279,-0.5502945,9399.0,village/town/hamlet,25,12.22,True,Zipline
Kidengi,8.8203046,-0.3359834,357.0,village/town/hamlet,-1,-1.0,False,Aucun
Kiefe,6.6200142,0.4474337,6506.0,village/town/hamlet,29,34.71,True,Zipline
Kifowuo Kura,5.9760908,-0.8943558,421.0,village/town/hamlet,25,55.59,True,Zipline
Kikaayiri,10.0650427,-1.2819996,1049.0,village/town/hamlet,27,61.03,True,Zipline
Kikam,4.9274023,-2.3244929,2006.0,village/town/hamlet,17,3.53,True,MASA
Kilampobile,8.9860911,-2.4563977,619.0,village/town/hamlet,-1,-1.0,False,Aucun
Kimoateek,8.7045292,-0.1250821,1759.0,village/town/hamlet,-1,-1.0,False,Aucun
King's village,9.5756325,-0.9953926,398.0,village/town/hamlet,0,29.11,True,MASA
Kingdom,7.4216261,-1.6564786,3024.0,village/town/hamlet,26,50.6,True,Zipline
Kinkandina,10.4274752,-0.9444599,753.0,village/town/hamlet,27,17.83,True,Zipline
Kinkango,10.4990997,0.142023,186.0,village/town/hamlet,22,26.13,True,MASA
Kintampo,8.053714,-1.728919,49046.0,village/town/hamlet,12,25.53,True,MASA
Kisi,5.0948318,-1.5043107,8893.0,village/town/hamlet,3,29.27,True,MASA
Kisiedukrom,5.6701761,-2.0543844,162.0,village/town/hamlet,28,74.18,True,Zipline
Kisseman,5.6589458,-0.2153982,13868.0,suburb,25,65.63,True,Zipline
Kitare,8.2604917,0.1829425,2745.0,village/town/hamlet,13,29.89,True,MASA
Kitaredisoe,8.2336831,0.1699877,289.0,isolated_dwelling,30,52.44,True,Zipline
Kitase,5.8135316,-0.185369,4302.0,village/town/hamlet,25,52.01,True,Zipline
Kiteek,9.6898973,0.329749,576.0,neighbourhood,18,14.86,True,MASA
Kitempe,9.1689647,-2.5701865,355.0,village/town/hamlet,-1,-1.0,False,Aucun
Kitoe,8.4555917,-0.4854647,944.0,village/town/hamlet,-1,-1.0,False,Aucun
Klagon,5.6637468,-0.0533245,12702.0,suburb,25,74.02,True,Zipline
Klave,6.8128446,0.5520427,780.0,village/town/hamlet,29,56.14,True,Zipline
Kledjo,7.1212224,0.4605628,8155.0,village/town/hamlet,2,11.66,True,MASA
Klinten,7.9403382,0.1746524,751.0,village/town/hamlet,30,25.98,True,Zipline
Klo-Agogo,6.2500644,-0.2248871,3063.0,village/town/hamlet,25,25.02,True,Zipline
Klugbani,9.5952388,0.1594904,92.0,village/town/hamlet,18,9.2,True,MASA
Ko,10.7855298,-2.7320391,1802.0,village/town/hamlet,-1,-1.0,False,Aucun
Koase,7.5586078,-1.9766781,7723.0,village/town/hamlet,5,23.22,True,MASA
Koase,7.681215,-2.108019,2915.0,village/town/hamlet,5,23.15,True,MASA
Kobeda,5.3617104,-1.4483191,85.0,isolated_dwelling,10,17.15,True,MASA
Kobeda,7.3164315,-2.1530575,354.0,village/town/hamlet,5,18.68,True,MASA
Kobeda No.2,8.0768248,-1.5676183,503.0,village/town/hamlet,-1,-1.0,False,Aucun
Kobedi,7.3673135,-2.2196192,859.0,village/town/hamlet,5,13.87,True,MASA
Kobekro No.1,5.7439076,-0.0798547,3363.0,suburb,25,65.15,True,Zipline
Kobekro No.2,5.764734,-0.0792378,556.0,suburb,25,63.39,True,Zipline
Kobena Kyer,5.6924305,-0.6384985,408.0,village/town/hamlet,25,60.59,True,Zipline
Kobenalabikurom,7.0118577,-0.1976439,189.0,village/town/hamlet,29,70.49,True,Zipline
Kobennta,5.7071578,-0.6763458,305.0,village/town/hamlet,25,60.7,True,Zipline
Kobio,6.5726614,-0.4193701,354.0,village/town/hamlet,25,41.24,True,Zipline
Kobokobo,6.1174111,-0.1421181,2475.0,village/town/hamlet,25,34.93,True,Zipline
Kobori,11.0204051,-0.4336115,1271.0,village/town/hamlet,-1,-1.0,False,Aucun
Kobose,6.2100042,-0.0752755,597.0,village/town/hamlet,29,40.61,True,Zipline
Kobre,8.169834,-0.74477,795.0,village/town/hamlet,-1,-1.0,False,Aucun
Kobreso,7.2812583,-1.8391227,976.0,village/town/hamlet,26,56.04,True,Zipline
Kobreti,7.3278848,-1.4743112,786.0,village/town/hamlet,26,31.94,True,Zipline
Kobro-Sekyerekrom,6.9535717,-2.7302112,422.0,village/town/hamlet,-1,-1.0,False,Aucun
Kochim,9.4714592,-0.9342824,607.0,village/town/hamlet,0,16.35,True,MASA
Kodadwen,5.7519751,-1.130366,118.0,village/town/hamlet,-1,-1.0,False,Aucun
Kodiabe,5.9283968,0.0183945,1365.0,village/town/hamlet,25,59.74,True,Zipline
Kodiakurom,6.6038648,-2.6467458,450.0,isolated_dwelling,28,50.22,True,Zipline
Kodidi,7.1121499,-0.0767796,660.0,village/town/hamlet,29,74.21,True,Zipline
Kodie,6.8255096,-1.6473015,14865.0,village/town/hamlet,26,38.52,True,Zipline
Koduakrom,7.3349553,-2.478675,98.0,village/town/hamlet,8,21.17,True,MASA
Kodwo Anuma,5.895349,-0.4724658,297.0,village/town/hamlet,25,34.3,True,Zipline
Kodwo Ashon,5.6138317,-0.5644119,1101.0,village/town/hamlet,4,26.82,True,MASA
Kodwo Essifie,5.5717453,-0.7115606,1360.0,village/town/hamlet,4,21.64,True,MASA
Koffekrom,6.1969825,-1.6892362,21927.0,suburb,-1,-1.0,False,Aucun
Kofi Asare,6.0186286,-1.2417515,320.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofi Benkurom,6.5689836,-2.6345633,551.0,village/town/hamlet,28,46.12,True,Zipline
Kofi Dede,5.8609874,-0.7556037,852.0,village/town/hamlet,25,51.13,True,Zipline
Kofi Djan,7.7739486,-0.5422515,436.0,village/town/hamlet,30,58.42,True,Zipline
Kofi Dwumakrom,6.6057949,-2.343753,354.0,village/town/hamlet,28,49.62,True,Zipline
Kofi Gyan,5.9268421,-2.4089655,184.0,village/town/hamlet,28,29.58,True,Zipline
Kofi Munufie,6.513105,-2.9364784,198.0,village/town/hamlet,28,62.05,True,Zipline
Kofi Nimo,6.0492271,-1.0961089,954.0,village/town/hamlet,25,73.85,True,Zipline
Kofi Ntoo,5.5935229,-0.582608,34.0,locality,4,24.03,True,MASA
Kofi Nyima,7.1158349,-0.104861,652.0,village/town/hamlet,29,75.75,True,Zipline
Kofi Saah,5.4787767,-1.5688831,244.0,village/town/hamlet,10,4.19,True,MASA
Kofi Yiri,9.9923326,-0.9824866,100.0,locality,27,44.03,True,Zipline
Kofiabekurom,6.7111203,-1.9405635,202.0,village/town/hamlet,26,72.2,True,Zipline
Kofiadukurom,6.6507542,-2.5808001,432.0,village/town/hamlet,28,53.2,True,Zipline
Kofianinakwa,6.4882724,-0.7768334,98.0,isolated_dwelling,25,48.41,True,Zipline
Kofianokwa,5.6519887,-0.6160578,2332.0,village/town/hamlet,4,29.62,True,MASA
Kofiansakrom,5.733083,-0.6571895,774.0,village/town/hamlet,25,57.2,True,Zipline
Kofiasare,5.8529899,-0.5322281,793.0,village/town/hamlet,25,40.03,True,Zipline
Kofiase,7.1406497,-1.4878665,5162.0,village/town/hamlet,26,14.81,True,Zipline
Kofiasua,7.2929984,-2.8970177,4848.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofibadukrom,7.2917072,-2.9724524,3159.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofibuokurom,6.9366574,-2.6055674,653.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofidede,6.6215674,-0.8705887,880.0,village/town/hamlet,25,66.09,True,Zipline
Kofidonkorkurom,6.566191,-0.8152916,655.0,village/town/hamlet,25,57.42,True,Zipline
Kofifakurom,6.9104348,-2.0979327,603.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofifofiekrom,7.2509125,-2.4745309,218.0,isolated_dwelling,8,12.79,True,MASA
Kofigya,6.0424788,-0.4346265,50610.0,village/town/hamlet,25,17.86,True,Zipline
Kofihiakrom,6.6171926,-1.9754654,1750.0,village/town/hamlet,28,74.2,True,Zipline
Kofikrom,5.0599258,-2.0973426,69.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofikrom,6.1646103,-2.5690858,1105.0,village/town/hamlet,28,9.55,True,Zipline
Kofikum,5.7075237,-0.6382686,360.0,village/town/hamlet,25,59.02,True,Zipline
Kofikumikrom,5.5369628,-1.4424142,289.0,isolated_dwelling,10,11.26,True,MASA
Kofikurom,5.8948901,-0.5873501,366.0,village/town/hamlet,25,37.62,True,Zipline
Kofikurom,6.1694783,-0.3186357,3806.0,village/town/hamlet,25,14.58,True,Zipline
Kofikurom,7.2232243,-1.9550954,854.0,village/town/hamlet,26,65.59,True,Zipline
Kofikusi,6.5730771,-0.7811102,5361.0,village/town/hamlet,25,55.37,True,Zipline
Kofikyere,5.7851777,-0.6475388,1205.0,village/town/hamlet,25,51.49,True,Zipline
Kofikyerekwa,5.6150115,-0.660274,328.0,isolated_dwelling,4,25.33,True,MASA
Kofimanukrom,7.0937914,-2.3795566,433.0,village/town/hamlet,8,7.79,True,MASA
Kofimensakrom,5.6089788,-1.3966852,119.0,village/town/hamlet,10,20.0,True,MASA
Kofimirekrom,6.8776555,-2.7568924,491.0,village/town/hamlet,-1,-1.0,False,Aucun
Kofinsiakurom,6.7777008,-1.9933212,430.0,village/town/hamlet,26,73.82,True,Zipline
Kofinti shed,7.2699512,-2.5826137,669.0,village/town/hamlet,8,23.19,True,MASA
Kofinyinakurom,6.6485242,-0.5939591,123.0,village/town/hamlet,25,52.19,True,Zipline
Kofipare,5.9506846,-0.573948,1109.0,village/town/hamlet,25,31.38,True,Zipline
Kofisa,5.8427224,-0.396806,814.0,village/town/hamlet,25,40.4,True,Zipline
Kofiten,5.8854052,-0.4367226,917.0,village/town/hamlet,25,35.3,True,Zipline
Koforidua,5.237532,-1.3322884,3306.0,village/town/hamlet,-1,-1.0,False,Aucun
Koforidua,5.7994706,-0.7499607,586.0,village/town/hamlet,25,56.02,True,Zipline
Koforidua,6.100334,-0.2614572,130000.0,city,25,23.38,True,Zipline
Koforidua,7.0568996,-2.5003908,403.0,village/town/hamlet,8,15.56,True,MASA
Koforidua,7.0861576,-1.7128211,719.0,village/town/hamlet,26,36.29,True,Zipline
Koforidua,7.2011737,-2.1262797,1474.0,village/town/hamlet,-1,-1.0,False,Aucun
Koforidua,7.5482464,-1.7773978,1093.0,village/town/hamlet,26,69.88,True,Zipline
Koforidua Ada,6.1085653,-0.2456287,11803.0,suburb,25,24.52,True,Zipline
Kofotwere,7.2993809,-2.1545434,332.0,village/town/hamlet,5,20.54,True,MASA
Kogni,9.5367996,-0.8375848,3349.0,village/town/hamlet,0,17.18,True,MASA
Kogua,7.6071194,-2.4764058,821.0,village/town/hamlet,-1,-1.0,False,Aucun
Kojee,8.1514256,-2.5169018,210.0,village/town/hamlet,-1,-1.0,False,Aucun
Kojina,6.4632441,-2.7167875,664.0,village/town/hamlet,28,40.46,True,Zipline
Kojo Arko,7.6873751,-2.5666755,433.0,village/town/hamlet,16,26.6,True,MASA
Kojo Ashong,5.7115108,-0.3851411,3558.0,village/town/hamlet,25,55.03,True,Zipline
Kojo Boffour,8.232093,-0.6519967,13289.0,suburb,-1,-1.0,False,Aucun
Kojo Fachuma,5.8989109,-0.6004989,1232.0,village/town/hamlet,25,37.84,True,Zipline
Kojo Fordjourkrom,6.3726028,-2.1672435,418.0,village/town/hamlet,28,40.97,True,Zipline
Kojo Fordjourkrom,6.7369108,-1.9254988,337.0,village/town/hamlet,26,69.29,True,Zipline
Kojo Kabre,8.0266374,-0.0326371,423.0,village/town/hamlet,30,25.51,True,Zipline
Kojokrom,7.777908,-0.173284,1638.0,village/town/hamlet,30,17.86,True,Zipline
Kojope,9.152828,-1.3948158,356.0,village/town/hamlet,-1,-1.0,False,Aucun
Koka,6.3030164,-0.9553975,271.0,village/town/hamlet,25,57.38,True,Zipline
Kokoa,7.8519862,-2.6473861,3369.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokoado,5.412478,-1.019057,293.0,village/town/hamlet,1,23.48,True,MASA
Kokoado,5.6011548,-0.6646018,482.0,village/town/hamlet,4,23.82,True,MASA
Kokoado,5.65459,-0.6531842,1419.0,village/town/hamlet,4,29.7,True,MASA
Kokoado,5.8158292,-2.8259254,4050.0,suburb,28,55.53,True,Zipline
Kokoado No.1,5.1992536,-1.3362928,204.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokoase,5.6085802,-2.4871304,288.0,village/town/hamlet,28,63.76,True,Zipline
Kokoben,5.4879044,-0.9671688,4015.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokoben,5.8183499,-0.2185813,688.0,village/town/hamlet,25,49.6,True,Zipline
Kokoben,6.6128305,-1.7184066,1255.0,village/town/hamlet,26,61.34,True,Zipline
Kokoben,7.0605139,-1.4670798,482.0,village/town/hamlet,26,9.03,True,Zipline
Kokobin,6.318759,-1.1402194,671.0,village/town/hamlet,25,77.79,True,Zipline
Kokobin,6.4464817,-1.3665014,1338.0,village/town/hamlet,26,67.64,True,Zipline
Kokobiriko,6.7105236,-1.9864172,228.0,village/town/hamlet,26,76.57,True,Zipline
Kokobiriko No. 1,6.7078721,-1.9869821,211.0,neighbourhood,26,76.78,True,Zipline
Kokobiriko No. 3,6.7126244,-1.9847291,239.0,neighbourhood,26,76.3,True,Zipline
Kokode,6.6728488,-1.663156,38197.0,suburb,26,52.35,True,Zipline
Kokodei,6.5659358,-1.4781702,815.0,village/town/hamlet,26,55.28,True,Zipline
Kokodie,6.769119,-1.38991,243.0,village/town/hamlet,26,31.74,True,Zipline
Kokofa,6.0347743,-0.1904878,1384.0,village/town/hamlet,25,33.88,True,Zipline
Kokofakesi,6.0382591,-0.2042717,339.0,village/town/hamlet,25,32.4,True,Zipline
Kokofakitiwa,6.0336153,-0.2031237,1174.0,village/town/hamlet,25,32.8,True,Zipline
Kokofu,5.5115753,-0.8254389,1443.0,village/town/hamlet,4,23.97,True,MASA
Kokofu,6.1311955,-0.095095,49.0,isolated_dwelling,25,39.62,True,Zipline
Kokofu,6.502172,-1.534586,4366.0,village/town/hamlet,26,63.58,True,Zipline
Kokofu,6.7547958,-2.6048866,329.0,village/town/hamlet,28,65.07,True,Zipline
Kokofu,6.83135,-2.4881847,1258.0,village/town/hamlet,28,72.21,True,Zipline
Kokofu,6.8824596,-2.5497724,2362.0,village/town/hamlet,28,78.22,True,Zipline
Kokofu,7.7205369,-0.8805114,869.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokofu No.1,6.9902529,-2.6674996,332.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokomlemle,5.5755147,-0.2088731,35320.0,suburb,25,74.52,True,Zipline
Kokomlemle East,5.5727971,-0.2113125,87209.0,neighbourhood,25,74.71,True,Zipline
Kokomlemle West,5.5753384,-0.2156188,84775.0,neighbourhood,25,74.28,True,Zipline
Kokompe,5.5801523,-0.2521546,78955.0,suburb,25,72.48,True,Zipline
Kokompe,6.626158,0.4913807,14259.0,suburb,29,39.42,True,Zipline
Kokone Abetima,6.4027764,-0.2234897,802.0,village/town/hamlet,25,33.18,True,Zipline
Kokone-Akute,6.4139286,-0.2471897,403.0,village/town/hamlet,25,32.18,True,Zipline
Kokone-Anum,6.3999136,-0.2315766,477.0,village/town/hamlet,25,32.3,True,Zipline
Kokontekpedzi,6.275013,0.0661559,2587.0,village/town/hamlet,29,26.02,True,Zipline
Kokoomu,5.9564072,-0.1752878,1355.0,village/town/hamlet,25,40.59,True,Zipline
Kokooso,6.4175331,-2.4634531,704.0,village/town/hamlet,28,26.29,True,Zipline
Kokorasua,7.1712973,-2.8973333,800.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokore,10.8308607,-0.5119397,1364.0,village/town/hamlet,27,62.53,True,Zipline
Kokoroko,7.6851795,-2.0423573,411.0,village/town/hamlet,5,26.68,True,MASA
Kokorokrom,6.2514311,-3.1319212,317.0,village/town/hamlet,28,71.98,True,Zipline
Kokose,8.1547271,-0.178277,1041.0,village/town/hamlet,30,43.66,True,Zipline
Kokosiase,6.071277,-0.3561652,610.0,village/town/hamlet,25,17.68,True,Zipline
Kokoso,5.9731751,-0.4468292,1152.0,village/town/hamlet,25,25.52,True,Zipline
Kokosua No.2,7.8761782,-2.7622031,441.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokote,6.9332525,-1.6850683,7337.0,village/town/hamlet,26,35.71,True,Zipline
Kokotesua,6.2162177,-1.6688651,8292.0,suburb,-1,-1.0,False,Aucun
Kokotintin,6.1078804,-1.6915301,980.0,village/town/hamlet,-1,-1.0,False,Aucun
Kokotro,6.3710152,-1.4618119,2405.0,village/town/hamlet,26,76.47,True,Zipline
Kokpeng,9.4319098,-0.9673774,175.0,village/town/hamlet,0,17.59,True,MASA
Kokpogele,10.2520765,0.1611149,228.0,village/town/hamlet,22,5.62,True,MASA
Kokrobite,5.497718,-0.364879,6818.0,village/town/hamlet,25,78.9,True,Zipline
Kokroko,5.7315325,-0.6717512,252.0,village/town/hamlet,25,58.03,True,Zipline
Kokromote,6.5150979,-0.8018598,133.0,village/town/hamlet,25,52.45,True,Zipline
Kokuma,7.8247027,-1.7579344,726.0,village/town/hamlet,12,4.26,True,MASA
Kokwaado,5.6904728,-0.7098654,451.0,village/town/hamlet,25,63.99,True,Zipline
Kokwado,5.2891267,-1.2649056,978.0,village/town/hamlet,1,24.94,True,MASA
Kokwado,6.5460109,-1.4394061,234.0,village/town/hamlet,26,56.85,True,Zipline
Koleman,5.7675895,-0.3090253,3104.0,village/town/hamlet,25,50.7,True,Zipline
Kolik,10.3332008,-0.2492952,476.0,village/town/hamlet,27,60.64,True,Zipline
Kolinvai,10.4002458,-0.3003994,964.0,village/town/hamlet,27,55.35,True,Zipline
Kolitsogo,9.3981025,-1.0014832,690.0,village/town/hamlet,0,20.57,True,MASA
Kolomuu,10.0593695,-2.6871014,397.0,village/town/hamlet,7,16.23,True,MASA
Kolongo,7.6175064,-2.2508937,286.0,village/town/hamlet,5,17.22,True,MASA
Koluedor,5.8832414,0.4262781,4841.0,village/town/hamlet,29,73.35,True,Zipline
Komayili,9.8896839,-0.3994801,310.0,village/town/hamlet,27,67.39,True,Zipline
Komba,10.146399,0.2857947,3055.0,suburb,22,16.48,True,MASA
Komeaboi,6.3963479,-1.0798191,647.0,village/town/hamlet,25,73.27,True,Zipline
Komenda,5.0518862,-1.4898895,7597.0,village/town/hamlet,3,28.04,True,MASA
Komenda Dominase,5.0817943,-1.5497677,4235.0,village/town/hamlet,3,24.46,True,MASA
Komenda Sefwi,5.0938386,-1.5691244,1095.0,village/town/hamlet,3,23.89,True,MASA
Komfi,7.3975947,-1.8044239,821.0,village/town/hamlet,26,59.93,True,Zipline
Komfoakura,5.8551111,-0.5275342,884.0,village/town/hamlet,25,39.68,True,Zipline
Komfourkrom,7.9533137,-1.2449446,1210.0,village/town/hamlet,21,22.0,True,MASA
Komourkrom,7.7969545,-2.5960538,197.0,village/town/hamlet,-1,-1.0,False,Aucun
Kona,6.8744489,-1.5073393,7736.0,village/town/hamlet,26,24.12,True,Zipline
Konda,6.8106837,0.3900551,442.0,village/town/hamlet,29,43.76,True,Zipline
Konduoli,10.0270341,-2.7262808,242.0,village/town/hamlet,7,20.69,True,MASA
Kongo,10.8402653,-0.7076025,2534.0,village/town/hamlet,27,55.84,True,Zipline
Kongolomo,9.8405262,-2.4621135,600.0,village/town/hamlet,7,24.97,True,MASA
Koni Amatey,5.9112556,0.3619856,846.0,village/town/hamlet,29,67.87,True,Zipline
Koniyaw,6.4037749,-1.4505685,1968.0,village/town/hamlet,26,72.71,True,Zipline
Konjiahi,10.114577,-2.4373609,302.0,village/town/hamlet,7,13.13,True,MASA
Konjopane,8.9491778,-0.067894,320.0,village/town/hamlet,-1,-1.0,False,Aucun
Konko,6.0275443,-0.1988726,1959.0,village/town/hamlet,25,33.57,True,Zipline
Konkoma,6.5145997,-1.353165,1309.0,village/town/hamlet,26,60.14,True,Zipline
Konkomaline,7.6260987,-1.4060515,312.0,village/town/hamlet,21,18.48,True,MASA
Konkomba,7.1520811,-1.1164185,860.0,village/town/hamlet,26,31.61,True,Zipline
Konkomba Kura,8.1443258,0.1678549,411.0,village/town/hamlet,30,43.32,True,Zipline
Konkomma,8.2154803,-0.6479976,10333.0,suburb,-1,-1.0,False,Aucun
Konkon,7.2948368,-1.7142078,353.0,village/town/hamlet,26,45.05,True,Zipline
Konkonnuru,5.9864918,-0.4421353,1272.0,village/town/hamlet,25,24.05,True,Zipline
Konkontreso,6.9894426,-2.2589199,745.0,village/town/hamlet,8,24.79,True,MASA
Konkori,6.5465178,-1.6433632,3204.0,village/town/hamlet,26,63.25,True,Zipline
Konkowj,8.579546,-0.3895983,238.0,village/town/hamlet,-1,-1.0,False,Aucun
Konkrompe,7.7494181,-1.7183243,687.0,village/town/hamlet,12,12.66,True,MASA
Konohian,10.6228277,-0.0726342,1259.0,village/town/hamlet,20,27.7,True,MASA
Konongo,6.6231481,-1.2148111,43585.0,village/town/hamlet,26,51.53,True,Zipline
Konongo Mines Quarters,6.6420982,-1.215439,2789.0,quarter,26,49.55,True,Zipline
Konorpiem,6.3174446,-0.1511076,358.0,village/town/hamlet,25,35.02,True,Zipline
Konsia,7.5014752,-2.8823509,1638.0,village/town/hamlet,16,14.25,True,MASA
Konta,10.0368518,-2.4960208,3049.0,suburb,7,5.0,True,MASA
Kontokrom,5.8869913,-1.7305203,387.0,village/town/hamlet,-1,-1.0,False,Aucun
Kontomah,7.0397029,-1.7395681,143.0,village/town/hamlet,26,39.11,True,Zipline
Kontompa,6.6315851,-0.8516228,742.0,village/town/hamlet,25,65.43,True,Zipline
Kontonso,7.4863354,-1.52913,2073.0,village/town/hamlet,26,50.56,True,Zipline
